Dataset,Param_set,F1_score,colsample_bytree,learning_rate,max_depth,min_child_samples,n_estimators,num_leaves,subsample
Heart,32,0.8896321070234113,0.942529716751237,0.010046520607332412,8,24,4773,94,0.9742539976883791
Loan,32,0.97131931166348,0.942529716751237,0.010046520607332412,8,24,4773,94,0.9742539976883791
Machine,32,0.8803418803418803,0.942529716751237,0.010046520607332412,8,24,4773,94,0.9742539976883791
personality,33,0.8989547038327527,0.9141362604455774,0.045411413993144883,13,99,3233,118,0.989465534702127
Heart,33,0.875,0.9141362604455774,0.045411413993144883,13,99,3233,118,0.989465534702127
Loan,33,0.9753320683111955,0.9141362604455774,0.045411413993144883,13,99,3233,118,0.989465534702127
Machine,33,0.8608695652173913,0.9141362604455774,0.045411413993144883,13,99,3233,118,0.989465534702127
personality,34,0.9166666666666666,0.7135683898949863,0.005707202850194799,9,54,3284,87,0.69489963499872
Heart,34,0.8844884488448845,0.7135683898949863,0.005707202850194799,9,54,3284,87,0.69489963499872
Loan,34,0.9754253308128544,0.7135683898949863,0.005707202850194799,9,54,3284,87,0.69489963499872
Machine,34,0.902127659574468,0.7135683898949863,0.005707202850194799,9,54,3284,87,0.69489963499872
personality,35,0.8766157461809636,0.7301598792637071,0.07065611041980592,14,67,4546,147,0.8273234413341887
Heart,35,0.8721311475409836,0.7301598792637071,0.07065611041980592,14,67,4546,147,0.8273234413341887
Loan,35,0.9791271347248577,0.7301598792637071,0.07065611041980592,14,67,4546,147,0.8273234413341887
Machine,35,0.8646288209606987,0.7301598792637071,0.07065611041980592,14,67,4546,147,0.8273234413341887
personality,36,0.9046511627906977,0.637469907131237,0.008144728866345183,14,22,1743,57,0.9915571433100037
Heart,36,0.8970099667774086,0.637469907131237,0.008144728866345183,14,22,1743,57,0.9915571433100037
Loan,36,0.9734848484848485,0.637469907131237,0.008144728866345183,14,22,1743,57,0.9915571433100037
Machine,36,0.8898305084745762,0.637469907131237,0.008144728866345183,14,22,1743,57,0.9915571433100037
personality,37,0.8779342723004695,0.794696861183782,0.17559678733876366,10,98,4943,116,0.8307615538505436
Heart,37,0.8533333333333334,0.794696861183782,0.17559678733876366,10,98,4943,116,0.8307615538505436
Loan,37,0.9792060491493384,0.794696861183782,0.17559678733876366,10,98,4943,116,0.8307615538505436
Machine,37,0.8669527896995708,0.794696861183782,0.17559678733876366,10,98,4943,116,0.8307615538505436
personality,38,0.9191685912240185,0.7970070775275455,0.0030453734341095466,12,48,4804,23,0.6097263865725815
Heart,38,0.8910891089108911,0.7970070775275455,0.0030453734341095466,12,48,4804,23,0.6097263865725815
Loan,38,0.9753320683111955,0.7970070775275455,0.0030453734341095466,12,48,4804,23,0.6097263865725815
Machine,38,0.8898305084745762,0.7970070775275455,0.0030453734341095466,12,48,4804,23,0.6097263865725815
personality,39,0.9191685912240185,0.858188918362867,0.0027461523576079346,11,30,2574,65,0.9659457560881795
Heart,39,0.9019607843137255,0.858188918362867,0.0027461523576079346,11,30,2574,65,0.9659457560881795
Loan,39,0.9773584905660377,0.858188918362867,0.0027461523576079346,11,30,2574,65,0.9659457560881795
Machine,39,0.8916666666666667,0.858188918362867,0.0027461523576079346,11,30,2574,65,0.9659457560881795
personality,40,0.9187935034802784,0.7480634801021777,0.0010921641411931137,12,46,4326,114,0.9854479908357011
Heart,40,0.9120521172638436,0.7480634801021777,0.0010921641411931137,12,46,4326,114,0.9854479908357011
Loan,40,0.9734848484848485,0.7480634801021777,0.0010921641411931137,12,46,4326,114,0.9854479908357011
Machine,40,0.9,0.7480634801021777,0.0010921641411931137,12,46,4326,114,0.9854479908357011
personality,41,0.9179190751445087,0.941203782186944,0.005362726012764436,12,32,1234,86,0.6677970986744369
Heart,41,0.8947368421052632,0.941203782186944,0.005362726012764436,12,32,1234,86,0.6677970986744369
Loan,41,0.973384030418251,0.941203782186944,0.005362726012764436,12,32,1234,86,0.6677970986744369
Machine,41,0.907563025210084,0.941203782186944,0.005362726012764436,12,32,1234,86,0.6677970986744369
personality,42,0.876905041031653,0.82272050498334,0.20843415633790466,9,67,1945,43,0.6835674870461441
Heart,42,0.8704318936877077,0.82272050498334,0.20843415633790466,9,67,1945,43,0.6835674870461441
Loan,42,0.9773584905660377,0.82272050498334,0.20843415633790466,9,67,1945,43,0.6835674870461441
Machine,42,0.8744588744588745,0.82272050498334,0.20843415633790466,9,67,1945,43,0.6835674870461441
personality,43,0.8930669800235017,0.8684574067296202,0.007734131730970359,14,27,2587,149,0.7290203056954402
Heart,43,0.8963210702341137,0.8684574067296202,0.007734131730970359,14,27,2587,149,0.7290203056954402
Loan,43,0.9774436090225563,0.8684574067296202,0.007734131730970359,14,27,2587,149,0.7290203056954402
Machine,43,0.8776371308016878,0.8684574067296202,0.007734131730970359,14,27,2587,149,0.7290203056954402
personality,44,0.9177288528389339,0.9394679179698697,0.0021798549893532583,13,48,2856,45,0.9240453578716723
Heart,44,0.8996763754045307,0.9394679179698697,0.0021798549893532583,13,48,2856,45,0.9240453578716723
Loan,44,0.9771863117870723,0.9394679179698697,0.0021798549893532583,13,48,2856,45,0.9240453578716723
Machine,44,0.919831223628692,0.9394679179698697,0.0021798549893532583,13,48,2856,45,0.9240453578716723
personality,45,0.8886283704572099,0.9468289274320415,0.18289742175371337,9,7,4181,39,0.8599855723111061
Heart,45,0.8910891089108911,0.9468289274320415,0.18289742175371337,9,7,4181,39,0.8599855723111061
Loan,45,0.973384030418251,0.9468289274320415,0.18289742175371337,9,7,4181,39,0.8599855723111061
Machine,45,0.8879668049792531,0.9468289274320415,0.18289742175371337,9,7,4181,39,0.8599855723111061
personality,46,0.897196261682243,0.8807867509030813,0.09359980324420485,11,87,1216,111,0.8315459582030235
Heart,46,0.8778877887788779,0.8807867509030813,0.09359980324420485,11,87,1216,111,0.8315459582030235
Loan,46,0.9732824427480916,0.8807867509030813,0.09359980324420485,11,87,1216,111,0.8315459582030235
Machine,46,0.8717948717948718,0.8807867509030813,0.09359980324420485,11,87,1216,111,0.8315459582030235
personality,47,0.8818713450292398,0.7753896492072347,0.04620513287041674,10,25,3819,82,0.9927363553242124
Heart,47,0.8874172185430463,0.7753896492072347,0.04620513287041674,10,25,3819,82,0.9927363553242124
Loan,47,0.9772727272727273,0.7753896492072347,0.04620513287041674,10,25,3819,82,0.9927363553242124
Machine,47,0.8851063829787233,0.7753896492072347,0.04620513287041674,10,25,3819,82,0.9927363553242124
personality,48,0.882903981264637,0.9355734008277453,0.13530896363272385,8,52,4827,89,0.7213062058692892
Heart,48,0.8666666666666667,0.9355734008277453,0.13530896363272385,8,52,4827,89,0.7213062058692892
Loan,48,0.9791271347248577,0.9355734008277453,0.13530896363272385,8,52,4827,89,0.7213062058692892
Machine,48,0.8571428571428571,0.9355734008277453,0.13530896363272385,8,52,4827,89,0.7213062058692892
personality,49,0.9105691056910569,0.8148329708786621,0.006443988162165167,12,60,3101,127,0.8491561903276001
Heart,49,0.8940397350993378,0.8148329708786621,0.006443988162165167,12,60,3101,127,0.8491561903276001
Loan,49,0.9715370018975332,0.8148329708786621,0.006443988162165167,12,60,3101,127,0.8491561903276001
Machine,49,0.8945147679324894,0.8148329708786621,0.006443988162165167,12,60,3101,127,0.8491561903276001
personality,50,0.9187935034802784,0.6341389859975072,0.0013428326429756015,11,94,4192,118,0.8549719605992826
Heart,50,0.9090909090909091,0.6341389859975072,0.0013428326429756015,11,94,4192,118,0.8549719605992826
Loan,50,0.9715370018975332,0.6341389859975072,0.0013428326429756015,11,94,4192,118,0.8549719605992826
Machine,50,0.8870292887029289,0.6341389859975072,0.0013428326429756015,11,94,4192,118,0.8549719605992826
personality,51,0.8839390386869871,0.8904365334890646,0.2613990034157314,11,30,1732,139,0.7083329005048297
Heart,51,0.8874172185430463,0.8904365334890646,0.2613990034157314,11,30,1732,139,0.7083329005048297
Loan,51,0.97131931166348,0.8904365334890646,0.2613990034157314,11,30,1732,139,0.7083329005048297
Machine,51,0.8680851063829788,0.8904365334890646,0.2613990034157314,11,30,1732,139,0.7083329005048297
personality,52,0.9035294117647059,0.7755885682822544,0.0015643933810778677,12,90,166,81,0.9343920482048823
Heart,52,0.8488372093023255,0.7755885682822544,0.0015643933810778677,12,90,166,81,0.9343920482048823
Loan,52,0.7540229885057471,0.7755885682822544,0.0015643933810778677,12,90,166,81,0.9343920482048823
Machine,52,0.79,0.7755885682822544,0.0015643933810778677,12,90,166,81,0.9343920482048823
personality,53,0.8928150765606596,0.8783896824374792,0.01030447881685233,9,1,2899,115,0.8196906658824482
Heart,53,0.8990228013029316,0.8783896824374792,0.01030447881685233,9,1,2899,115,0.8196906658824482
Loan,53,0.9598470363288719,0.8783896824374792,0.01030447881685233,9,1,2899,115,0.8196906658824482
Machine,53,0.8991596638655462,0.8783896824374792,0.01030447881685233,9,1,2899,115,0.8196906658824482
personality,54,0.8836662749706228,0.8858383690800249,0.043190571846468136,12,1,3393,88,0.8446882984937409
Heart,54,0.8844884488448845,0.8858383690800249,0.043190571846468136,12,1,3393,88,0.8446882984937409
Loan,54,0.9598470363288719,0.8858383690800249,0.043190571846468136,12,1,3393,88,0.8446882984937409
Machine,54,0.8925619834710744,0.8858383690800249,0.043190571846468136,12,1,3393,88,0.8446882984937409
personality,55,0.9177288528389339,0.7678400249711159,0.0041082768239474035,10,86,2794,48,0.6464290562027665
Heart,55,0.9019607843137255,0.7678400249711159,0.0041082768239474035,10,86,2794,48,0.6464290562027665
Loan,55,0.9792060491493384,0.7678400249711159,0.0041082768239474035,10,86,2794,48,0.6464290562027665
Machine,55,0.895397489539749,0.7678400249711159,0.0041082768239474035,10,86,2794,48,0.6464290562027665
personality,56,0.9187935034802784,0.618401056808701,0.0012615085022632706,13,62,3109,104,0.7893887083122263
Heart,56,0.9166666666666666,0.618401056808701,0.0012615085022632706,13,62,3109,104,0.7893887083122263
Loan,56,0.9307692307692308,0.618401056808701,0.0012615085022632706,13,62,3109,104,0.7893887083122263
Machine,56,0.8916666666666667,0.618401056808701,0.0012615085022632706,13,62,3109,104,0.7893887083122263
personality,57,0.8860164512338425,0.669280747964006,0.011876901144958985,14,10,2899,115,0.9425959364753289
Heart,57,0.8976897689768977,0.669280747964006,0.011876901144958985,14,10,2899,115,0.9425959364753289
Loan,57,0.973384030418251,0.669280747964006,0.011876901144958985,14,10,2899,115,0.9425959364753289
Machine,57,0.8898305084745762,0.669280747964006,0.011876901144958985,14,10,2899,115,0.9425959364753289
personality,58,0.8904593639575972,0.8634774526475779,0.002532843360794239,14,2,4642,147,0.8545614389784044
Heart,58,0.8701298701298701,0.8634774526475779,0.002532843360794239,14,2,4642,147,0.8545614389784044
Loan,58,0.9465648854961832,0.8634774526475779,0.002532843360794239,14,2,4642,147,0.8545614389784044
Machine,58,0.8991596638655462,0.8634774526475779,0.002532843360794239,14,2,4642,147,0.8545614389784044
personality,59,0.8818713450292398,0.9203797178729599,0.047580400568248665,10,33,4050,120,0.850375868040629
Heart,59,0.8837209302325582,0.9203797178729599,0.047580400568248665,10,33,4050,120,0.850375868040629
Loan,59,0.9770992366412213,0.9203797178729599,0.047580400568248665,10,33,4050,120,0.850375868040629
Machine,59,0.8851063829787233,0.9203797178729599,0.047580400568248665,10,33,4050,120,0.850375868040629
personality,60,0.87953216374269,0.9281707375085072,0.04109668347584347,10,44,4430,31,0.6403112005509707
Heart,60,0.8807947019867549,0.9281707375085072,0.04109668347584347,10,44,4430,31,0.6403112005509707
Loan,60,0.9752380952380952,0.9281707375085072,0.04109668347584347,10,44,4430,31,0.6403112005509707
Machine,60,0.8765957446808511,0.9281707375085072,0.04109668347584347,10,44,4430,31,0.6403112005509707
personality,61,0.9187935034802784,0.6072887302606199,0.0017137468338839395,10,87,2946,109,0.7275902521175045
Heart,61,0.912621359223301,0.6072887302606199,0.0017137468338839395,10,87,2946,109,0.7275902521175045
Loan,61,0.9545454545454546,0.6072887302606199,0.0017137468338839395,10,87,2946,109,0.7275902521175045
Machine,61,0.897119341563786,0.6072887302606199,0.0017137468338839395,10,87,2946,109,0.7275902521175045
personality,62,0.9154113557358053,0.9379501243877818,0.0011419508356372177,9,7,3317,77,0.8786948661456602
Heart,62,0.8910891089108911,0.9379501243877818,0.0011419508356372177,9,7,3317,77,0.8786948661456602
Loan,62,0.9657794676806084,0.9379501243877818,0.0011419508356372177,9,7,3317,77,0.8786948661456602
Machine,62,0.9,0.9379501243877818,0.0011419508356372177,9,7,3317,77,0.8786948661456602
personality,63,0.8792497069167644,0.8515771387119535,0.1491435839728977,11,89,3398,120,0.9002459006563434
Heart,63,0.8571428571428571,0.8515771387119535,0.1491435839728977,11,89,3398,120,0.9002459006563434
Loan,63,0.9810606060606061,0.8515771387119535,0.1491435839728977,11,89,3398,120,0.9002459006563434
Machine,63,0.8632478632478633,0.8515771387119535,0.1491435839728977,11,89,3398,120,0.9002459006563434
personality,64,0.8789659224441834,0.9227338957069056,0.2841851237520152,11,82,2193,56,0.695438743916136
Heart,64,0.8666666666666667,0.9227338957069056,0.2841851237520152,11,82,2193,56,0.695438743916136
Loan,64,0.9753320683111955,0.9227338957069056,0.2841851237520152,11,82,2193,56,0.695438743916136
Machine,64,0.853448275862069,0.9227338957069056,0.2841851237520152,11,82,2193,56,0.695438743916136
personality,65,0.8802816901408451,0.8719379119600983,0.06805244246631711,10,30,4002,81,0.7986244762732311
Heart,65,0.8837209302325582,0.8719379119600983,0.06805244246631711,10,30,4002,81,0.7986244762732311
Loan,65,0.9792060491493384,0.8719379119600983,0.06805244246631711,10,30,4002,81,0.7986244762732311
Machine,65,0.8898305084745762,0.8719379119600983,0.06805244246631711,10,30,4002,81,0.7986244762732311
personality,66,0.9187935034802784,0.7558472344876814,0.005461078469877177,10,49,445,95,0.7419620761850882
Heart,66,0.9079365079365079,0.7558472344876814,0.005461078469877177,10,49,445,95,0.7419620761850882
Loan,66,0.950381679389313,0.7558472344876814,0.005461078469877177,10,49,445,95,0.7419620761850882
Machine,66,0.9098360655737705,0.7558472344876814,0.005461078469877177,10,49,445,95,0.7419620761850882
personality,67,0.8888888888888888,0.9827203540505826,0.04747239196280838,11,83,3627,130,0.6333137644781038
Heart,67,0.8704318936877077,0.9827203540505826,0.04747239196280838,11,83,3627,130,0.6333137644781038
Loan,67,0.9752380952380952,0.9827203540505826,0.04747239196280838,11,83,3627,130,0.6333137644781038
Machine,67,0.8595744680851064,0.9827203540505826,0.04747239196280838,11,83,3627,130,0.6333137644781038
personality,68,0.9004629629629629,0.6366816589033925,0.031068423913730502,11,85,3686,76,0.6453858408069791
Heart,68,0.8704318936877077,0.6366816589033925,0.031068423913730502,11,85,3686,76,0.6453858408069791
Loan,68,0.9829222011385199,0.6366816589033925,0.031068423913730502,11,85,3686,76,0.6453858408069791
Machine,68,0.8632478632478633,0.6366816589033925,0.031068423913730502,11,85,3686,76,0.6453858408069791
personality,69,0.876905041031653,0.972371642274917,0.25901859585854303,13,95,4779,94,0.6468268065710423
