model,sampling_method,dataset_id,dataset_usage_percent,reference_auc,reference_risk,best_dataset_auc,best_dataset_risk,tunability_risk_diff,n_trials
decision_tree,bayesian,1590,100,0.8757093853512243,0.12429061464877567,0.903311191059586,0.09668880894041398,0.027601805708361682,32
decision_tree,bayesian,1510,100,0.962070300788365,0.037929699211635026,0.9751396839261235,0.02486031607387651,0.013069383137758517,32
decision_tree,bayesian,1461,100,0.7098677908830462,0.2901322091169538,0.7098677908830462,0.2901322091169538,0.0,32
decision_tree,bayesian,24,100,0.951727856640666,0.04827214335933405,0.9721505798322017,0.027849420167798344,0.020422723191535708,32
decision_tree,bayesian,40945,100,0.9868115175216625,0.013188482478337482,0.987725097768576,0.012274902231424023,0.0009135802469134591,32
decision_tree,random,1590,100,0.8758588246630111,0.12414117533698887,0.9049801467966556,0.09501985320334438,0.02912132213364449,32
decision_tree,random,1510,100,0.9653222413724378,0.03467775862756217,0.9722732172535643,0.027726782746435696,0.0069509758811264755,32
decision_tree,random,1461,100,0.7098677908830462,0.2901322091169538,0.7098677908830462,0.2901322091169538,0.0,32
decision_tree,random,24,100,0.928701373008748,0.071298626991252,0.9721505798322017,0.027849420167798344,0.04344920682345366,32
decision_tree,random,40945,100,0.9835892952994403,0.01641070470055972,0.987725097768576,0.012274902231424023,0.0041358024691356965,32
decision_tree,grid,1590,100,0.8501993118393001,0.1498006881606999,0.9015806593355965,0.0984193406644035,0.051381347496296415,32
decision_tree,grid,1510,100,0.9570268185339426,0.04297318146605744,0.9756637586067656,0.024336241393234426,0.018636940072823016,32
decision_tree,grid,1461,100,0.6674572737119036,0.33254272628809645,0.6674572737119036,0.33254272628809645,0.0,32
decision_tree,grid,24,100,0.9488852790041162,0.05111472099588377,0.9507426910615088,0.04925730893849123,0.001857412057392538,32
decision_tree,grid,40945,100,0.9723109807530099,0.027689019246990076,0.987172992868645,0.012827007131354984,0.014862012115635093,32
random_forest,bayesian,1590,100,0.9045993812359254,0.09540061876407457,0.9147044595803815,0.08529554041961851,0.010105078344456064,32
random_forest,bayesian,1510,100,0.9879033243387976,0.012096675661202427,0.9898156163509914,0.010184383649008644,0.0019122920121937836,32
random_forest,bayesian,1461,100,0.7434580981644623,0.2565419018355377,0.7598961815919166,0.24010381840808337,0.016438083427454342,32
random_forest,bayesian,24,100,0.9605470018655644,0.03945299813443559,0.9939942582196408,0.006005741780359175,0.033447256354076416,32
random_forest,bayesian,40945,100,0.9840308258569127,0.015969174143087295,0.9907147458017024,0.009285254198297621,0.0066839199447896736,32
random_forest,random,1590,100,0.9051674576070932,0.09483254239290684,0.9090701131867807,0.09092988681321934,0.0039026555796874973,32
random_forest,random,1510,100,0.9884308434586849,0.011569156541315073,0.9884308434586849,0.011569156541315073,0.0,32
random_forest,random,1461,100,0.7427520671952744,0.2572479328047256,0.7466736428616577,0.2533263571383423,0.003921575666383292,32
random_forest,random,24,100,0.9656412728889444,0.03435872711105559,0.9812737096606288,0.018726290339371232,0.015632436771684355,32
random_forest,random,40945,100,0.9841034429875011,0.015896557012498924,0.9907147458017024,0.009285254198297621,0.006611302814201303,32
random_forest,grid,1590,100,0.8953605840620732,0.1046394159379268,0.9173831039595879,0.08261689604041211,0.022022519897514692,32
random_forest,grid,1510,100,0.9861186065575192,0.01388139344248085,0.9902820237531997,0.009717976246800264,0.0041634171956805854,32
random_forest,grid,1461,100,0.7429111024728946,0.2570888975271054,0.7671723232387455,0.2328276767612545,0.02426122076585091,32
random_forest,grid,24,100,0.9621187249883324,0.0378812750116676,0.9965078863012943,0.0034921136987057233,0.03438916131296188,32
random_forest,grid,40945,100,0.9824470516064718,0.017552948393528167,0.9907147458017024,0.009285254198297621,0.008267694195230546,32
knn,bayesian,1590,100,0.8873950389325629,0.11260496106743711,0.8873950389325629,0.11260496106743711,0.0,32
knn,bayesian,1510,100,0.9908049936137063,0.00919500638629367,0.9920160389555248,0.007983961044475185,0.0012110453418184841,32
knn,bayesian,1461,100,0.7133115200279178,0.28668847997208224,0.7133115200279178,0.28668847997208224,0.0,32
knn,bayesian,24,100,0.9197030845814256,0.08029691541857442,0.9197030845814256,0.08029691541857442,0.0,32
knn,bayesian,40945,100,0.8974750019170308,0.10252499808296922,0.8974750019170308,0.10252499808296922,0.0,32
knn,random,1590,100,0.8873950389325629,0.11260496106743711,0.8873950389325629,0.11260496106743711,0.0,32
knn,random,1510,100,0.9908049936137063,0.00919500638629367,0.9926439883920232,0.007356011607976831,0.001838994778316838,32
knn,random,1461,100,0.7133115200279178,0.28668847997208224,0.7133115200279178,0.28668847997208224,0.0,32
knn,random,24,100,0.9197030845814256,0.08029691541857442,0.9197030845814256,0.08029691541857442,0.0,32
knn,random,40945,100,0.8974750019170308,0.10252499808296922,0.8974750019170308,0.10252499808296922,0.0,32
knn,grid,1590,100,0.8873950389325629,0.11260496106743711,0.8873950389325629,0.11260496106743711,0.0,21
knn,grid,1510,100,0.9908049936137063,0.00919500638629367,0.9926812598242339,0.007318740175766059,0.0018762662105276107,21
knn,grid,1461,100,0.7133115200279178,0.28668847997208224,0.7133115200279178,0.28668847997208224,0.0,21
knn,grid,24,100,0.9197030845814256,0.08029691541857442,0.9197030845814256,0.08029691541857442,0.0,21
knn,grid,40945,100,0.8974750019170308,0.10252499808296922,0.8974750019170308,0.10252499808296922,0.0,21
