dataset,model,search_method,iteration,mean_test_score,std_test_score,rank_test_score,params,model__booster,model__learning_rate,model__n_estimators
wdbc,XGBoost,GridSearch,1,0.9830975355958589,0.011968313579527214,69,"{'model__booster': 'gbtree', 'model__learning_rate': 0.01, 'model__n_estimators': 100}",gbtree,0.01,100
wdbc,XGBoost,GridSearch,2,0.987246425926843,0.010576606684233122,67,"{'model__booster': 'gbtree', 'model__learning_rate': 0.01, 'model__n_estimators': 150}",gbtree,0.01,150
wdbc,XGBoost,GridSearch,3,0.9878303802927773,0.010903458085960292,65,"{'model__booster': 'gbtree', 'model__learning_rate': 0.01, 'model__n_estimators': 200}",gbtree,0.01,200
wdbc,XGBoost,GridSearch,4,0.9914143956902659,0.00656588573020955,61,"{'model__booster': 'gbtree', 'model__learning_rate': 0.01, 'model__n_estimators': 250}",gbtree,0.01,250
wdbc,XGBoost,GridSearch,5,0.992044216687734,0.00621074769348984,33,"{'model__booster': 'gbtree', 'model__learning_rate': 0.01, 'model__n_estimators': 300}",gbtree,0.01,300
wdbc,XGBoost,GridSearch,6,0.9929014590475447,0.006483227489904817,11,"{'model__booster': 'gbtree', 'model__learning_rate': 0.05, 'model__n_estimators': 100}",gbtree,0.05,100
wdbc,XGBoost,GridSearch,7,0.9928013589474446,0.006576959578454158,13,"{'model__booster': 'gbtree', 'model__learning_rate': 0.05, 'model__n_estimators': 150}",gbtree,0.05,150
wdbc,XGBoost,GridSearch,8,0.9924409412356805,0.007107125075094534,19,"{'model__booster': 'gbtree', 'model__learning_rate': 0.05, 'model__n_estimators': 200}",gbtree,0.05,200
wdbc,XGBoost,GridSearch,9,0.9916151154098547,0.008559745650332322,55,"{'model__booster': 'gbtree', 'model__learning_rate': 0.05, 'model__n_estimators': 250}",gbtree,0.05,250
wdbc,XGBoost,GridSearch,10,0.9914680933878326,0.009080198729562752,59,"{'model__booster': 'gbtree', 'model__learning_rate': 0.05, 'model__n_estimators': 300}",gbtree,0.05,300
wdbc,XGBoost,GridSearch,11,0.9923297065304524,0.007035461470798021,25,"{'model__booster': 'gbtree', 'model__learning_rate': 0.1, 'model__n_estimators': 100}",gbtree,0.1,100
wdbc,XGBoost,GridSearch,12,0.9916863793797723,0.008683946570365987,53,"{'model__booster': 'gbtree', 'model__learning_rate': 0.1, 'model__n_estimators': 150}",gbtree,0.1,150
wdbc,XGBoost,GridSearch,13,0.9918021201205132,0.008479188293305375,51,"{'model__booster': 'gbtree', 'model__learning_rate': 0.1, 'model__n_estimators': 200}",gbtree,0.1,200
wdbc,XGBoost,GridSearch,14,0.9919178608612537,0.008275838781792517,47,"{'model__booster': 'gbtree', 'model__learning_rate': 0.1, 'model__n_estimators': 250}",gbtree,0.1,250
wdbc,XGBoost,GridSearch,15,0.9920336016019945,0.008074004478798127,35,"{'model__booster': 'gbtree', 'model__learning_rate': 0.1, 'model__n_estimators': 300}",gbtree,0.1,300
wdbc,XGBoost,GridSearch,16,0.9914993746691139,0.008760151333998753,57,"{'model__booster': 'gbtree', 'model__learning_rate': 0.15, 'model__n_estimators': 100}",gbtree,0.15,100
wdbc,XGBoost,GridSearch,17,0.9918309562506955,0.008306368864830525,49,"{'model__booster': 'gbtree', 'model__learning_rate': 0.15, 'model__n_estimators': 150}",gbtree,0.15,150
wdbc,XGBoost,GridSearch,18,0.9923940193137586,0.007456354988726627,21,"{'model__booster': 'gbtree', 'model__learning_rate': 0.15, 'model__n_estimators': 200}",gbtree,0.15,200
wdbc,XGBoost,GridSearch,19,0.99262550079524,0.007067935231075224,15,"{'model__booster': 'gbtree', 'model__learning_rate': 0.15, 'model__n_estimators': 250}",gbtree,0.15,250
wdbc,XGBoost,GridSearch,20,0.99262550079524,0.007067935231075224,15,"{'model__booster': 'gbtree', 'model__learning_rate': 0.15, 'model__n_estimators': 300}",gbtree,0.15,300
wdbc,XGBoost,GridSearch,21,0.9913322059709385,0.00975114551158289,63,"{'model__booster': 'gbtree', 'model__learning_rate': 0.2, 'model__n_estimators': 100}",gbtree,0.2,100
wdbc,XGBoost,GridSearch,22,0.9921111098748424,0.008627628151622683,31,"{'model__booster': 'gbtree', 'model__learning_rate': 0.2, 'model__n_estimators': 150}",gbtree,0.2,150
wdbc,XGBoost,GridSearch,23,0.992342591356324,0.008204749389193066,23,"{'model__booster': 'gbtree', 'model__learning_rate': 0.2, 'model__n_estimators': 200}",gbtree,0.2,200
wdbc,XGBoost,GridSearch,24,0.9922445521406378,0.008126939176081639,27,"{'model__booster': 'gbtree', 'model__learning_rate': 0.2, 'model__n_estimators': 250}",gbtree,0.2,250
wdbc,XGBoost,GridSearch,25,0.9922445521406378,0.008126939176081639,27,"{'model__booster': 'gbtree', 'model__learning_rate': 0.2, 'model__n_estimators': 300}",gbtree,0.2,300
wdbc,XGBoost,GridSearch,26,0.9920311564508957,0.008100206920822656,37,"{'model__booster': 'gbtree', 'model__learning_rate': 0.3, 'model__n_estimators': 100}",gbtree,0.3,100
wdbc,XGBoost,GridSearch,27,0.9920311564508957,0.008100206920822656,37,"{'model__booster': 'gbtree', 'model__learning_rate': 0.3, 'model__n_estimators': 150}",gbtree,0.3,150
wdbc,XGBoost,GridSearch,28,0.9920311564508957,0.008100206920822656,37,"{'model__booster': 'gbtree', 'model__learning_rate': 0.3, 'model__n_estimators': 200}",gbtree,0.3,200
wdbc,XGBoost,GridSearch,29,0.9920311564508957,0.008100206920822656,37,"{'model__booster': 'gbtree', 'model__learning_rate': 0.3, 'model__n_estimators': 250}",gbtree,0.3,250
wdbc,XGBoost,GridSearch,30,0.9920311564508957,0.008100206920822656,37,"{'model__booster': 'gbtree', 'model__learning_rate': 0.3, 'model__n_estimators': 300}",gbtree,0.3,300
wdbc,XGBoost,GridSearch,31,0.9932806574814034,0.006480873215600766,1,"{'model__booster': 'gbtree', 'model__learning_rate': 0.4, 'model__n_estimators': 100}",gbtree,0.4,100
wdbc,XGBoost,GridSearch,32,0.9932806574814034,0.006480873215600766,1,"{'model__booster': 'gbtree', 'model__learning_rate': 0.4, 'model__n_estimators': 150}",gbtree,0.4,150
wdbc,XGBoost,GridSearch,33,0.9932806574814034,0.006480873215600766,1,"{'model__booster': 'gbtree', 'model__learning_rate': 0.4, 'model__n_estimators': 200}",gbtree,0.4,200
wdbc,XGBoost,GridSearch,34,0.9932806574814034,0.006480873215600766,1,"{'model__booster': 'gbtree', 'model__learning_rate': 0.4, 'model__n_estimators': 250}",gbtree,0.4,250
wdbc,XGBoost,GridSearch,35,0.9932806574814034,0.006480873215600766,1,"{'model__booster': 'gbtree', 'model__learning_rate': 0.4, 'model__n_estimators': 300}",gbtree,0.4,300
wdbc,XGBoost,GridSearch,36,0.9830975355958589,0.011968313579527214,69,"{'model__booster': 'dart', 'model__learning_rate': 0.01, 'model__n_estimators': 100}",dart,0.01,100
wdbc,XGBoost,GridSearch,37,0.987246425926843,0.010576606684233122,67,"{'model__booster': 'dart', 'model__learning_rate': 0.01, 'model__n_estimators': 150}",dart,0.01,150
wdbc,XGBoost,GridSearch,38,0.9878303802927773,0.010903458085960292,65,"{'model__booster': 'dart', 'model__learning_rate': 0.01, 'model__n_estimators': 200}",dart,0.01,200
wdbc,XGBoost,GridSearch,39,0.9914143956902659,0.00656588573020955,61,"{'model__booster': 'dart', 'model__learning_rate': 0.01, 'model__n_estimators': 250}",dart,0.01,250
wdbc,XGBoost,GridSearch,40,0.992044216687734,0.00621074769348984,33,"{'model__booster': 'dart', 'model__learning_rate': 0.01, 'model__n_estimators': 300}",dart,0.01,300
wdbc,XGBoost,GridSearch,41,0.9929014590475447,0.006483227489904817,11,"{'model__booster': 'dart', 'model__learning_rate': 0.05, 'model__n_estimators': 100}",dart,0.05,100
wdbc,XGBoost,GridSearch,42,0.9928013589474446,0.006576959578454158,13,"{'model__booster': 'dart', 'model__learning_rate': 0.05, 'model__n_estimators': 150}",dart,0.05,150
wdbc,XGBoost,GridSearch,43,0.9924409412356805,0.007107125075094534,19,"{'model__booster': 'dart', 'model__learning_rate': 0.05, 'model__n_estimators': 200}",dart,0.05,200
wdbc,XGBoost,GridSearch,44,0.9916151154098547,0.008559745650332322,55,"{'model__booster': 'dart', 'model__learning_rate': 0.05, 'model__n_estimators': 250}",dart,0.05,250
wdbc,XGBoost,GridSearch,45,0.9914680933878326,0.009080198729562752,59,"{'model__booster': 'dart', 'model__learning_rate': 0.05, 'model__n_estimators': 300}",dart,0.05,300
wdbc,XGBoost,GridSearch,46,0.9923297065304524,0.007035461470798021,25,"{'model__booster': 'dart', 'model__learning_rate': 0.1, 'model__n_estimators': 100}",dart,0.1,100
wdbc,XGBoost,GridSearch,47,0.9916863793797723,0.008683946570365987,53,"{'model__booster': 'dart', 'model__learning_rate': 0.1, 'model__n_estimators': 150}",dart,0.1,150
wdbc,XGBoost,GridSearch,48,0.9918021201205132,0.008479188293305375,51,"{'model__booster': 'dart', 'model__learning_rate': 0.1, 'model__n_estimators': 200}",dart,0.1,200
wdbc,XGBoost,GridSearch,49,0.9919178608612537,0.008275838781792517,47,"{'model__booster': 'dart', 'model__learning_rate': 0.1, 'model__n_estimators': 250}",dart,0.1,250
wdbc,XGBoost,GridSearch,50,0.9920336016019945,0.008074004478798127,35,"{'model__booster': 'dart', 'model__learning_rate': 0.1, 'model__n_estimators': 300}",dart,0.1,300
wdbc,XGBoost,GridSearch,51,0.9914993746691139,0.008760151333998753,57,"{'model__booster': 'dart', 'model__learning_rate': 0.15, 'model__n_estimators': 100}",dart,0.15,100
wdbc,XGBoost,GridSearch,52,0.9918309562506955,0.008306368864830525,49,"{'model__booster': 'dart', 'model__learning_rate': 0.15, 'model__n_estimators': 150}",dart,0.15,150
wdbc,XGBoost,GridSearch,53,0.9923940193137586,0.007456354988726627,21,"{'model__booster': 'dart', 'model__learning_rate': 0.15, 'model__n_estimators': 200}",dart,0.15,200
wdbc,XGBoost,GridSearch,54,0.99262550079524,0.007067935231075224,15,"{'model__booster': 'dart', 'model__learning_rate': 0.15, 'model__n_estimators': 250}",dart,0.15,250
wdbc,XGBoost,GridSearch,55,0.99262550079524,0.007067935231075224,15,"{'model__booster': 'dart', 'model__learning_rate': 0.15, 'model__n_estimators': 300}",dart,0.15,300
wdbc,XGBoost,GridSearch,56,0.9913322059709385,0.00975114551158289,63,"{'model__booster': 'dart', 'model__learning_rate': 0.2, 'model__n_estimators': 100}",dart,0.2,100
wdbc,XGBoost,GridSearch,57,0.9921111098748424,0.008627628151622683,31,"{'model__booster': 'dart', 'model__learning_rate': 0.2, 'model__n_estimators': 150}",dart,0.2,150
wdbc,XGBoost,GridSearch,58,0.992342591356324,0.008204749389193066,23,"{'model__booster': 'dart', 'model__learning_rate': 0.2, 'model__n_estimators': 200}",dart,0.2,200
wdbc,XGBoost,GridSearch,59,0.9922445521406378,0.008126939176081639,27,"{'model__booster': 'dart', 'model__learning_rate': 0.2, 'model__n_estimators': 250}",dart,0.2,250
wdbc,XGBoost,GridSearch,60,0.9922445521406378,0.008126939176081639,27,"{'model__booster': 'dart', 'model__learning_rate': 0.2, 'model__n_estimators': 300}",dart,0.2,300
wdbc,XGBoost,GridSearch,61,0.9920311564508957,0.008100206920822656,37,"{'model__booster': 'dart', 'model__learning_rate': 0.3, 'model__n_estimators': 100}",dart,0.3,100
wdbc,XGBoost,GridSearch,62,0.9920311564508957,0.008100206920822656,37,"{'model__booster': 'dart', 'model__learning_rate': 0.3, 'model__n_estimators': 150}",dart,0.3,150
wdbc,XGBoost,GridSearch,63,0.9920311564508957,0.008100206920822656,37,"{'model__booster': 'dart', 'model__learning_rate': 0.3, 'model__n_estimators': 200}",dart,0.3,200
wdbc,XGBoost,GridSearch,64,0.9920311564508957,0.008100206920822656,37,"{'model__booster': 'dart', 'model__learning_rate': 0.3, 'model__n_estimators': 250}",dart,0.3,250
wdbc,XGBoost,GridSearch,65,0.9920311564508957,0.008100206920822656,37,"{'model__booster': 'dart', 'model__learning_rate': 0.3, 'model__n_estimators': 300}",dart,0.3,300
wdbc,XGBoost,GridSearch,66,0.9932806574814034,0.006480873215600766,1,"{'model__booster': 'dart', 'model__learning_rate': 0.4, 'model__n_estimators': 100}",dart,0.4,100
wdbc,XGBoost,GridSearch,67,0.9932806574814034,0.006480873215600766,1,"{'model__booster': 'dart', 'model__learning_rate': 0.4, 'model__n_estimators': 150}",dart,0.4,150
wdbc,XGBoost,GridSearch,68,0.9932806574814034,0.006480873215600766,1,"{'model__booster': 'dart', 'model__learning_rate': 0.4, 'model__n_estimators': 200}",dart,0.4,200
wdbc,XGBoost,GridSearch,69,0.9932806574814034,0.006480873215600766,1,"{'model__booster': 'dart', 'model__learning_rate': 0.4, 'model__n_estimators': 250}",dart,0.4,250
wdbc,XGBoost,GridSearch,70,0.9932806574814034,0.006480873215600766,1,"{'model__booster': 'dart', 'model__learning_rate': 0.4, 'model__n_estimators': 300}",dart,0.4,300
wdbc,XGBoost,RandomSearch,1,0.992669977566063,0.006835923119656594,36,"{'model__booster': 'gbtree', 'model__learning_rate': 0.32065176487549085, 'model__n_estimators': 114}",gbtree,0.32065176487549085,114
wdbc,XGBoost,RandomSearch,2,0.9926077992701856,0.007351038898832059,39,"{'model__booster': 'gbtree', 'model__learning_rate': 0.31407949010638003, 'model__n_estimators': 120}",gbtree,0.31407949010638003,120
wdbc,XGBoost,RandomSearch,3,0.9925452367076228,0.007973794943324421,45,"{'model__booster': 'gbtree', 'model__learning_rate': 0.18387477361290055, 'model__n_estimators': 174}",gbtree,0.18387477361290055,174
wdbc,XGBoost,RandomSearch,4,0.9918399683217209,0.007418624330097078,101,"{'model__booster': 'gbtree', 'model__learning_rate': 0.34780869685222476, 'model__n_estimators': 199}",gbtree,0.34780869685222476,199
wdbc,XGBoost,RandomSearch,5,0.9920377233708223,0.007812199199579929,84,"{'model__booster': 'dart', 'model__learning_rate': 0.28614830534045776, 'model__n_estimators': 249}",dart,0.28614830534045776,249
wdbc,XGBoost,RandomSearch,6,0.9923895132782459,0.007728351885112945,60,"{'model__booster': 'gbtree', 'model__learning_rate': 0.3882648423431778, 'model__n_estimators': 257}",gbtree,0.3882648423431778,257
wdbc,XGBoost,RandomSearch,7,0.9919441165876339,0.006286948793373176,94,"{'model__booster': 'dart', 'model__learning_rate': 0.010303718677995588, 'model__n_estimators': 287}",dart,0.010303718677995588,287
wdbc,XGBoost,RandomSearch,8,0.992026650415383,0.008489977463242657,86,"{'model__booster': 'gbtree', 'model__learning_rate': 0.2508177887548094, 'model__n_estimators': 157}",gbtree,0.2508177887548094,157
wdbc,XGBoost,RandomSearch,9,0.9905086164404935,0.007704269941503699,125,"{'model__booster': 'dart', 'model__learning_rate': 0.01275585903568979, 'model__n_estimators': 188}",dart,0.01275585903568979,188
wdbc,XGBoost,RandomSearch,10,0.9923627380324772,0.007756045994370411,62,"{'model__booster': 'gbtree', 'model__learning_rate': 0.21466211750077177, 'model__n_estimators': 269}",gbtree,0.21466211750077177,269
wdbc,XGBoost,RandomSearch,11,0.9918997750695142,0.008588830516883675,99,"{'model__booster': 'dart', 'model__learning_rate': 0.12393641292873508, 'model__n_estimators': 114}",dart,0.12393641292873508,114
wdbc,XGBoost,RandomSearch,12,0.9918153156100548,0.008460287324045425,104,"{'model__booster': 'dart', 'model__learning_rate': 0.045336509467800115, 'model__n_estimators': 289}",dart,0.045336509467800115,289
wdbc,XGBoost,RandomSearch,13,0.9919310563507956,0.008256287332865127,96,"{'model__booster': 'gbtree', 'model__learning_rate': 0.1591601765941935, 'model__n_estimators': 163}",gbtree,0.1591601765941935,163
wdbc,XGBoost,RandomSearch,14,0.9927544370255227,0.006868084918585627,30,"{'model__booster': 'gbtree', 'model__learning_rate': 0.028115660960799115, 'model__n_estimators': 150}",gbtree,0.028115660960799115,150
wdbc,XGBoost,RandomSearch,15,0.9915129544253407,0.008764258868069665,120,"{'model__booster': 'gbtree', 'model__learning_rate': 0.07650440823804369, 'model__n_estimators': 266}",gbtree,0.07650440823804369,266
wdbc,XGBoost,RandomSearch,16,0.9924941194138587,0.0073996771202912036,49,"{'model__booster': 'dart', 'model__learning_rate': 0.3800653595288, 'model__n_estimators': 159}",dart,0.3800653595288,159
wdbc,XGBoost,RandomSearch,17,0.9919643985164907,0.007824163980843344,93,"{'model__booster': 'dart', 'model__learning_rate': 0.32527496576541987, 'model__n_estimators': 108}",dart,0.32527496576541987,108
wdbc,XGBoost,RandomSearch,18,0.9928792514869773,0.0070057591745077774,18,"{'model__booster': 'dart', 'model__learning_rate': 0.04809212446248971, 'model__n_estimators': 183}",dart,0.04809212446248971,183
wdbc,XGBoost,RandomSearch,19,0.9930172117416113,0.006614296546011177,15,"{'model__booster': 'dart', 'model__learning_rate': 0.18165947255844453, 'model__n_estimators': 298}",dart,0.18165947255844453,298
wdbc,XGBoost,RandomSearch,20,0.9926786789734182,0.007468892500011976,35,"{'model__booster': 'dart', 'model__learning_rate': 0.2031189949433954, 'model__n_estimators': 274}",dart,0.2031189949433954,274
wdbc,XGBoost,RandomSearch,21,0.9928569822767216,0.006413707643724746,21,"{'model__booster': 'gbtree', 'model__learning_rate': 0.36463495681072505, 'model__n_estimators': 263}",gbtree,0.36463495681072505,263
wdbc,XGBoost,RandomSearch,22,0.9918841344288737,0.00877036940829199,100,"{'model__booster': 'dart', 'model__learning_rate': 0.268383690898053, 'model__n_estimators': 101}",dart,0.268383690898053,101
wdbc,XGBoost,RandomSearch,23,0.9927787790735183,0.007435466308452819,28,"{'model__booster': 'dart', 'model__learning_rate': 0.21282652825934623, 'model__n_estimators': 205}",dart,0.21282652825934623,205
wdbc,XGBoost,RandomSearch,24,0.9919154157101551,0.008417262617347388,98,"{'model__booster': 'dart', 'model__learning_rate': 0.08209323765495555, 'model__n_estimators': 290}",dart,0.08209323765495555,290
wdbc,XGBoost,RandomSearch,25,0.9924451366075229,0.008008311109265013,55,"{'model__booster': 'dart', 'model__learning_rate': 0.3123018011108347, 'model__n_estimators': 261}",dart,0.3123018011108347,261
wdbc,XGBoost,RandomSearch,26,0.9930571824769217,0.0062003722673282845,12,"{'model__booster': 'dart', 'model__learning_rate': 0.3589826666667831, 'model__n_estimators': 113}",dart,0.3589826666667831,113
wdbc,XGBoost,RandomSearch,27,0.9917329170350093,0.008223422094356204,106,"{'model__booster': 'gbtree', 'model__learning_rate': 0.36953095165901556, 'model__n_estimators': 299}",gbtree,0.36953095165901556,299
wdbc,XGBoost,RandomSearch,28,0.9921135550259415,0.008462630601884428,79,"{'model__booster': 'dart', 'model__learning_rate': 0.08643331634346663, 'model__n_estimators': 289}",dart,0.08643331634346663,289
wdbc,XGBoost,RandomSearch,29,0.9925618093392746,0.006188041475262929,43,"{'model__booster': 'dart', 'model__learning_rate': 0.33936820098447906, 'model__n_estimators': 181}",dart,0.33936820098447906,181
wdbc,XGBoost,RandomSearch,30,0.9931930698938158,0.005839356490031474,9,"{'model__booster': 'gbtree', 'model__learning_rate': 0.33320762856925246, 'model__n_estimators': 253}",gbtree,0.33320762856925246,253
wdbc,XGBoost,RandomSearch,31,0.9921024204208134,0.008268215063651649,80,"{'model__booster': 'gbtree', 'model__learning_rate': 0.1195644587780785, 'model__n_estimators': 223}",gbtree,0.1195644587780785,223
wdbc,XGBoost,RandomSearch,32,0.993212893952973,0.006396376961864858,8,"{'model__booster': 'gbtree', 'model__learning_rate': 0.06496044774015743, 'model__n_estimators': 114}",gbtree,0.06496044774015743,114
wdbc,XGBoost,RandomSearch,33,0.9925743835014756,0.006666756199678562,41,"{'model__booster': 'gbtree', 'model__learning_rate': 0.03907475103511062, 'model__n_estimators': 170}",gbtree,0.03907475103511062,170
wdbc,XGBoost,RandomSearch,34,0.9922449364073227,0.007979549121705556,69,"{'model__booster': 'gbtree', 'model__learning_rate': 0.3111754600256964, 'model__n_estimators': 235}",gbtree,0.3111754600256964,235
wdbc,XGBoost,RandomSearch,35,0.9918283758468931,0.0063057949207261325,102,"{'model__booster': 'dart', 'model__learning_rate': 0.01549113085888294, 'model__n_estimators': 180}",dart,0.01549113085888294,180
wdbc,XGBoost,RandomSearch,36,0.9916370123067516,0.009395459466869038,112,"{'model__booster': 'dart', 'model__learning_rate': 0.29431279553598505, 'model__n_estimators': 132}",dart,0.29431279553598505,132
wdbc,XGBoost,RandomSearch,37,0.9929125936526724,0.006664265974611806,16,"{'model__booster': 'gbtree', 'model__learning_rate': 0.03887741417629524, 'model__n_estimators': 140}",gbtree,0.03887741417629524,140
wdbc,XGBoost,RandomSearch,38,0.9930571824769217,0.0065539018738058384,12,"{'model__booster': 'dart', 'model__learning_rate': 0.3466103360914815, 'model__n_estimators': 171}",dart,0.3466103360914815,171
wdbc,XGBoost,RandomSearch,39,0.9924607772481636,0.007842191326941998,52,"{'model__booster': 'dart', 'model__learning_rate': 0.1390502296925332, 'model__n_estimators': 147}",dart,0.1390502296925332,147
wdbc,XGBoost,RandomSearch,40,0.9919998751696143,0.00855718118376907,91,"{'model__booster': 'gbtree', 'model__learning_rate': 0.13128310546910826, 'model__n_estimators': 136}",gbtree,0.13128310546910826,136
wdbc,XGBoost,RandomSearch,41,0.9931037937351732,0.007376856463019325,11,"{'model__booster': 'gbtree', 'model__learning_rate': 0.2406061372060136, 'model__n_estimators': 134}",gbtree,0.2406061372060136,134
wdbc,XGBoost,RandomSearch,42,0.9920644986165907,0.007645752933975299,81,"{'model__booster': 'gbtree', 'model__learning_rate': 0.15934148115397806, 'model__n_estimators': 274}",gbtree,0.15934148115397806,274
wdbc,XGBoost,RandomSearch,43,0.9928145663903123,0.006828286336703402,23,"{'model__booster': 'dart', 'model__learning_rate': 0.3410763914637727, 'model__n_estimators': 104}",dart,0.3410763914637727,104
wdbc,XGBoost,RandomSearch,44,0.9920336016019945,0.008074004478798089,85,"{'model__booster': 'dart', 'model__learning_rate': 0.10203411870209274, 'model__n_estimators': 241}",dart,0.10203411870209274,241
wdbc,XGBoost,RandomSearch,45,0.9919441165876339,0.0062869487933732105,94,"{'model__booster': 'gbtree', 'model__learning_rate': 0.025769099919988228, 'model__n_estimators': 114}",gbtree,0.025769099919988228,114
wdbc,XGBoost,RandomSearch,46,0.9927812122712911,0.006922074610986588,27,"{'model__booster': 'dart', 'model__learning_rate': 0.019913459430197122, 'model__n_estimators': 278}",dart,0.019913459430197122,278
wdbc,XGBoost,RandomSearch,47,0.9932462480719939,0.00632940638062981,6,"{'model__booster': 'gbtree', 'model__learning_rate': 0.3593478023126726, 'model__n_estimators': 151}",gbtree,0.3593478023126726,151
wdbc,XGBoost,RandomSearch,48,0.9924628381325773,0.0077149792192213965,51,"{'model__booster': 'gbtree', 'model__learning_rate': 0.2083425695542341, 'model__n_estimators': 250}",gbtree,0.2083425695542341,250
wdbc,XGBoost,RandomSearch,49,0.9925452367076228,0.007973794943324414,45,"{'model__booster': 'gbtree', 'model__learning_rate': 0.1700493399838956, 'model__n_estimators': 270}",gbtree,0.1700493399838956,270
wdbc,XGBoost,RandomSearch,50,0.9920134549258414,0.008501866593298647,89,"{'model__booster': 'gbtree', 'model__learning_rate': 0.09923128454173276, 'model__n_estimators': 259}",gbtree,0.09923128454173276,259
wdbc,XGBoost,RandomSearch,51,0.9915549979983911,0.009061292512876651,117,"{'model__booster': 'gbtree', 'model__learning_rate': 0.12300306663636953, 'model__n_estimators': 185}",gbtree,0.12300306663636953,185
wdbc,XGBoost,RandomSearch,52,0.9921423911561238,0.008283756161909185,76,"{'model__booster': 'dart', 'model__learning_rate': 0.3725820844136035, 'model__n_estimators': 144}",dart,0.3725820844136035,144
wdbc,XGBoost,RandomSearch,53,0.9916307560504954,0.00828799156746502,113,"{'model__booster': 'dart', 'model__learning_rate': 0.25702746503906515, 'model__n_estimators': 233}",dart,0.25702746503906515,233
wdbc,XGBoost,RandomSearch,54,0.992375933522019,0.0077486211791435635,61,"{'model__booster': 'dart', 'model__learning_rate': 0.32343210999065464, 'model__n_estimators': 143}",dart,0.32343210999065464,143
wdbc,XGBoost,RandomSearch,55,0.9932306074313534,0.006497375118962849,7,"{'model__booster': 'dart', 'model__learning_rate': 0.3580980094110914, 'model__n_estimators': 174}",dart,0.3580980094110914,174
wdbc,XGBoost,RandomSearch,56,0.9916797388568309,0.007905302631404855,111,"{'model__booster': 'dart', 'model__learning_rate': 0.3249016605139844, 'model__n_estimators': 191}",dart,0.3249016605139844,191
wdbc,XGBoost,RandomSearch,57,0.9922469972917366,0.007962313638837822,68,"{'model__booster': 'gbtree', 'model__learning_rate': 0.13402135523902692, 'model__n_estimators': 228}",gbtree,0.13402135523902692,228
wdbc,XGBoost,RandomSearch,58,0.993357482777222,0.006393042421312884,4,"{'model__booster': 'gbtree', 'model__learning_rate': 0.26259914701113135, 'model__n_estimators': 220}",gbtree,0.26259914701113135,220
wdbc,XGBoost,RandomSearch,59,0.9924451366075229,0.008008311109265013,55,"{'model__booster': 'dart', 'model__learning_rate': 0.14750185397032592, 'model__n_estimators': 102}",dart,0.14750185397032592,102
wdbc,XGBoost,RandomSearch,60,0.9910833336280728,0.009127966609182017,123,"{'model__booster': 'gbtree', 'model__learning_rate': 0.07421578272574728, 'model__n_estimators': 254}",gbtree,0.07421578272574728,254
wdbc,XGBoost,RandomSearch,61,0.9925695668022927,0.007971749364799496,42,"{'model__booster': 'gbtree', 'model__learning_rate': 0.19908368883000346, 'model__n_estimators': 150}",gbtree,0.19908368883000346,150
wdbc,XGBoost,RandomSearch,62,0.9923606771480635,0.007888922463370016,63,"{'model__booster': 'dart', 'model__learning_rate': 0.14166991684741492, 'model__n_estimators': 158}",dart,0.14166991684741492,158
wdbc,XGBoost,RandomSearch,63,0.9914973137847,0.008900356295016443,121,"{'model__booster': 'dart', 'model__learning_rate': 0.0953180456334974, 'model__n_estimators': 279}",dart,0.0953180456334974,279
wdbc,XGBoost,RandomSearch,64,0.99288375752249,0.006744784597772378,17,"{'model__booster': 'gbtree', 'model__learning_rate': 0.03530797637250281, 'model__n_estimators': 285}",gbtree,0.03530797637250281,285
wdbc,XGBoost,RandomSearch,65,0.9916995748693141,0.00866566847049408,110,"{'model__booster': 'dart', 'model__learning_rate': 0.10628166450705447, 'model__n_estimators': 138}",dart,0.10628166450705447,138
wdbc,XGBoost,RandomSearch,66,0.9915591197672186,0.008840377593847943,115,"{'model__booster': 'dart', 'model__learning_rate': 0.2877855300705324, 'model__n_estimators': 200}",dart,0.2877855300705324,200
wdbc,XGBoost,RandomSearch,67,0.9932636389333782,0.007571255648462836,5,"{'model__booster': 'gbtree', 'model__learning_rate': 0.39911878916908733, 'model__n_estimators': 286}",gbtree,0.39911878916908733,286
wdbc,XGBoost,RandomSearch,68,0.9924253005950397,0.007209222627731847,58,"{'model__booster': 'gbtree', 'model__learning_rate': 0.39087983277473465, 'model__n_estimators': 153}",gbtree,0.39087983277473465,153
wdbc,XGBoost,RandomSearch,69,0.9920134549258413,0.00839512538101954,90,"{'model__booster': 'gbtree', 'model__learning_rate': 0.11867212105227846, 'model__n_estimators': 228}",gbtree,0.11867212105227846,228
wdbc,XGBoost,RandomSearch,70,0.9925316569513962,0.008054361948334175,48,"{'model__booster': 'gbtree', 'model__learning_rate': 0.27547512610635905, 'model__n_estimators': 152}",gbtree,0.27547512610635905,152
wdbc,XGBoost,RandomSearch,71,0.9927655835839765,0.00745867002059837,29,"{'model__booster': 'dart', 'model__learning_rate': 0.18463543418350575, 'model__n_estimators': 297}",dart,0.18463543418350575,297
wdbc,XGBoost,RandomSearch,72,0.9930234560445417,0.007004739966257569,14,"{'model__booster': 'dart', 'model__learning_rate': 0.2411517223129635, 'model__n_estimators': 282}",dart,0.2411517223129635,282
