dataset,model,search_method,iteration,mean_test_score,std_test_score,rank_test_score,params,model__booster,model__learning_rate,model__n_estimators
blood-transfusion-service-center,XGBoost,RandomSearch,63,0.684533266020472,0.041285883404423435,39,"{'model__booster': 'dart', 'model__learning_rate': 0.0953180456334974, 'model__n_estimators': 279}",dart,0.0953180456334974,279
blood-transfusion-service-center,XGBoost,RandomSearch,64,0.6900619196027759,0.039265446258161286,22,"{'model__booster': 'gbtree', 'model__learning_rate': 0.03530797637250281, 'model__n_estimators': 285}",gbtree,0.03530797637250281,285
blood-transfusion-service-center,XGBoost,RandomSearch,65,0.6895578841276357,0.03603164108896546,23,"{'model__booster': 'dart', 'model__learning_rate': 0.10628166450705447, 'model__n_estimators': 138}",dart,0.10628166450705447,138
blood-transfusion-service-center,XGBoost,RandomSearch,66,0.67224965782575,0.04319488894911674,89,"{'model__booster': 'dart', 'model__learning_rate': 0.2877855300705324, 'model__n_estimators': 200}",dart,0.2877855300705324,200
blood-transfusion-service-center,XGBoost,RandomSearch,67,0.6726945914801717,0.04090167010081238,85,"{'model__booster': 'gbtree', 'model__learning_rate': 0.39911878916908733, 'model__n_estimators': 286}",gbtree,0.39911878916908733,286
blood-transfusion-service-center,XGBoost,RandomSearch,68,0.6727066150518568,0.051536037363775614,84,"{'model__booster': 'gbtree', 'model__learning_rate': 0.39087983277473465, 'model__n_estimators': 153}",gbtree,0.39087983277473465,153
blood-transfusion-service-center,XGBoost,RandomSearch,69,0.6860616988104211,0.035896941675530626,33,"{'model__booster': 'gbtree', 'model__learning_rate': 0.11867212105227846, 'model__n_estimators': 228}",gbtree,0.11867212105227846,228
blood-transfusion-service-center,XGBoost,RandomSearch,70,0.676785730891738,0.044037858391013374,63,"{'model__booster': 'gbtree', 'model__learning_rate': 0.27547512610635905, 'model__n_estimators': 152}",gbtree,0.27547512610635905,152
blood-transfusion-service-center,XGBoost,RandomSearch,71,0.6716027836826819,0.043971909026108334,92,"{'model__booster': 'dart', 'model__learning_rate': 0.18463543418350575, 'model__n_estimators': 297}",dart,0.18463543418350575,297
blood-transfusion-service-center,XGBoost,RandomSearch,72,0.6711346366532995,0.03859608568292669,97,"{'model__booster': 'dart', 'model__learning_rate': 0.2411517223129635, 'model__n_estimators': 282}",dart,0.2411517223129635,282
blood-transfusion-service-center,XGBoost,RandomSearch,73,0.6745119136679644,0.042500718521241376,69,"{'model__booster': 'gbtree', 'model__learning_rate': 0.15416523786394776, 'model__n_estimators': 244}",gbtree,0.15416523786394776,244
blood-transfusion-service-center,XGBoost,RandomSearch,74,0.6705389224186005,0.04916474664777761,103,"{'model__booster': 'gbtree', 'model__learning_rate': 0.3232245049881594, 'model__n_estimators': 168}",gbtree,0.3232245049881594,168
blood-transfusion-service-center,XGBoost,RandomSearch,75,0.6696326101324771,0.039107021183058206,112,"{'model__booster': 'dart', 'model__learning_rate': 0.3935350249489888, 'model__n_estimators': 238}",dart,0.3935350249489888,238
blood-transfusion-service-center,XGBoost,RandomSearch,76,0.6943465243268563,0.03502684507103064,9,"{'model__booster': 'gbtree', 'model__learning_rate': 0.045213010321219244, 'model__n_estimators': 196}",gbtree,0.045213010321219244,196
blood-transfusion-service-center,XGBoost,RandomSearch,77,0.6845451593236538,0.040027847101153036,38,"{'model__booster': 'gbtree', 'model__learning_rate': 0.13510422533897698, 'model__n_estimators': 169}",gbtree,0.13510422533897698,169
blood-transfusion-service-center,XGBoost,RandomSearch,78,0.6949252225290523,0.036112940551135585,7,"{'model__booster': 'dart', 'model__learning_rate': 0.02590230520635793, 'model__n_estimators': 247}",dart,0.02590230520635793,247
blood-transfusion-service-center,XGBoost,RandomSearch,79,0.669587372608313,0.04133915164364539,113,"{'model__booster': 'dart', 'model__learning_rate': 0.2742501011184902, 'model__n_estimators': 246}",dart,0.2742501011184902,246
blood-transfusion-service-center,XGBoost,RandomSearch,80,0.6712616651003833,0.04312910788179223,96,"{'model__booster': 'dart', 'model__learning_rate': 0.2097162927367196, 'model__n_estimators': 246}",dart,0.2097162927367196,246
blood-transfusion-service-center,XGBoost,RandomSearch,81,0.6751929293355414,0.04296587848340572,65,"{'model__booster': 'dart', 'model__learning_rate': 0.26161738825968545, 'model__n_estimators': 151}",dart,0.26161738825968545,151
blood-transfusion-service-center,XGBoost,RandomSearch,82,0.6697461717259499,0.04108092942077697,111,"{'model__booster': 'gbtree', 'model__learning_rate': 0.2794657178599617, 'model__n_estimators': 227}",gbtree,0.2794657178599617,227
blood-transfusion-service-center,XGBoost,RandomSearch,83,0.6734495296681083,0.041938218017066764,78,"{'model__booster': 'gbtree', 'model__learning_rate': 0.3753246956073265, 'model__n_estimators': 228}",gbtree,0.3753246956073265,228
blood-transfusion-service-center,XGBoost,RandomSearch,84,0.6744326731053953,0.04189207013467488,70,"{'model__booster': 'gbtree', 'model__learning_rate': 0.14301587690960083, 'model__n_estimators': 277}",gbtree,0.14301587690960083,277
blood-transfusion-service-center,XGBoost,RandomSearch,85,0.6823031667389102,0.04009291331738993,49,"{'model__booster': 'gbtree', 'model__learning_rate': 0.22116470979275069, 'model__n_estimators': 141}",gbtree,0.22116470979275069,141
blood-transfusion-service-center,XGBoost,RandomSearch,86,0.6841225061758471,0.04140886722983335,41,"{'model__booster': 'gbtree', 'model__learning_rate': 0.09913450850094686, 'model__n_estimators': 243}",gbtree,0.09913450850094686,243
blood-transfusion-service-center,XGBoost,RandomSearch,87,0.6684353302278254,0.04343219545974403,119,"{'model__booster': 'dart', 'model__learning_rate': 0.3930456538984799, 'model__n_estimators': 159}",dart,0.3930456538984799,159
blood-transfusion-service-center,XGBoost,RandomSearch,88,0.6867192674734456,0.04055057779390759,29,"{'model__booster': 'gbtree', 'model__learning_rate': 0.10432239345117615, 'model__n_estimators': 147}",gbtree,0.10432239345117615,147
blood-transfusion-service-center,XGBoost,RandomSearch,89,0.6690749169773845,0.04653456304447886,118,"{'model__booster': 'dart', 'model__learning_rate': 0.35991414560179746, 'model__n_estimators': 136}",dart,0.35991414560179746,136
blood-transfusion-service-center,XGBoost,RandomSearch,90,0.6735647837543903,0.03952587484534282,77,"{'model__booster': 'dart', 'model__learning_rate': 0.2569095683365745, 'model__n_estimators': 108}",dart,0.2569095683365745,108
blood-transfusion-service-center,XGBoost,RandomSearch,91,0.6826034942969129,0.04185592600333732,45,"{'model__booster': 'gbtree', 'model__learning_rate': 0.14619173409893776, 'model__n_estimators': 147}",gbtree,0.14619173409893776,147
blood-transfusion-service-center,XGBoost,RandomSearch,92,0.6707564593399612,0.04931008936212809,100,"{'model__booster': 'dart', 'model__learning_rate': 0.3598730013815051, 'model__n_estimators': 251}",dart,0.3598730013815051,251
blood-transfusion-service-center,XGBoost,RandomSearch,93,0.6683795610045945,0.05000041417265926,121,"{'model__booster': 'dart', 'model__learning_rate': 0.3141514628844733, 'model__n_estimators': 251}",dart,0.3141514628844733,251
blood-transfusion-service-center,XGBoost,RandomSearch,94,0.6913750152909393,0.038483183032184606,18,"{'model__booster': 'dart', 'model__learning_rate': 0.04281458634806905, 'model__n_estimators': 299}",dart,0.04281458634806905,299
blood-transfusion-service-center,XGBoost,RandomSearch,95,0.6741881096331379,0.04377416032447684,73,"{'model__booster': 'dart', 'model__learning_rate': 0.3604361335255609, 'model__n_estimators': 183}",dart,0.3604361335255609,183
blood-transfusion-service-center,XGBoost,RandomSearch,96,0.6920916420873846,0.030691752550442725,17,"{'model__booster': 'dart', 'model__learning_rate': 0.013586850130485563, 'model__n_estimators': 198}",dart,0.013586850130485563,198
blood-transfusion-service-center,XGBoost,RandomSearch,97,0.6930969317117356,0.031043973239406285,15,"{'model__booster': 'gbtree', 'model__learning_rate': 0.011974017700025288, 'model__n_estimators': 227}",gbtree,0.011974017700025288,227
blood-transfusion-service-center,XGBoost,RandomSearch,98,0.6710099601956279,0.04281160290524197,99,"{'model__booster': 'dart', 'model__learning_rate': 0.2240061778529686, 'model__n_estimators': 153}",dart,0.2240061778529686,153
blood-transfusion-service-center,XGBoost,RandomSearch,99,0.6706849342317792,0.04728331853669778,101,"{'model__booster': 'gbtree', 'model__learning_rate': 0.2642648912060142, 'model__n_estimators': 268}",gbtree,0.2642648912060142,268
blood-transfusion-service-center,XGBoost,RandomSearch,100,0.673127515142929,0.04297900139695998,81,"{'model__booster': 'dart', 'model__learning_rate': 0.287749896325539, 'model__n_estimators': 132}",dart,0.287749896325539,132
blood-transfusion-service-center,XGBoost,RandomSearch,101,0.6803414024563583,0.04166502918641144,53,"{'model__booster': 'dart', 'model__learning_rate': 0.13690588228211442, 'model__n_estimators': 247}",dart,0.13690588228211442,247
blood-transfusion-service-center,XGBoost,RandomSearch,102,0.6693899438537473,0.043275065595552026,115,"{'model__booster': 'dart', 'model__learning_rate': 0.26335683062841375, 'model__n_estimators': 234}",dart,0.26335683062841375,234
blood-transfusion-service-center,XGBoost,RandomSearch,103,0.6799936178126688,0.040927236846624866,54,"{'model__booster': 'gbtree', 'model__learning_rate': 0.26646902799713396, 'model__n_estimators': 132}",gbtree,0.26646902799713396,132
blood-transfusion-service-center,XGBoost,RandomSearch,104,0.6954532133647763,0.03620185682251343,6,"{'model__booster': 'dart', 'model__learning_rate': 0.046533159452956066, 'model__n_estimators': 214}",dart,0.046533159452956066,214
blood-transfusion-service-center,XGBoost,RandomSearch,105,0.6823644296399662,0.036713351412691435,47,"{'model__booster': 'dart', 'model__learning_rate': 0.11342892339587292, 'model__n_estimators': 257}",dart,0.11342892339587292,257
blood-transfusion-service-center,XGBoost,RandomSearch,106,0.6662225966391907,0.046290108490695085,124,"{'model__booster': 'dart', 'model__learning_rate': 0.39176821472725354, 'model__n_estimators': 150}",dart,0.39176821472725354,150
blood-transfusion-service-center,XGBoost,RandomSearch,107,0.6727675435076147,0.04071030673225764,83,"{'model__booster': 'dart', 'model__learning_rate': 0.36337852721023606, 'model__n_estimators': 126}",dart,0.36337852721023606,126
blood-transfusion-service-center,XGBoost,RandomSearch,108,0.6835764834258835,0.038844808361209834,43,"{'model__booster': 'dart', 'model__learning_rate': 0.14653057900092353, 'model__n_estimators': 196}",dart,0.14653057900092353,196
blood-transfusion-service-center,XGBoost,RandomSearch,109,0.6704864355402604,0.03974451477896661,104,"{'model__booster': 'dart', 'model__learning_rate': 0.27088038326860886, 'model__n_estimators': 296}",dart,0.27088038326860886,296
blood-transfusion-service-center,XGBoost,RandomSearch,110,0.6692115413489119,0.0462401859632981,116,"{'model__booster': 'dart', 'model__learning_rate': 0.2917563249519871, 'model__n_estimators': 246}",dart,0.2917563249519871,246
blood-transfusion-service-center,XGBoost,RandomSearch,111,0.6940255681838211,0.03163401492795956,11,"{'model__booster': 'dart', 'model__learning_rate': 0.019483226908266996, 'model__n_estimators': 148}",dart,0.019483226908266996,148
blood-transfusion-service-center,XGBoost,RandomSearch,112,0.6866571490428056,0.039341525018725405,30,"{'model__booster': 'dart', 'model__learning_rate': 0.07907316496874908, 'model__n_estimators': 257}",dart,0.07907316496874908,257
blood-transfusion-service-center,XGBoost,RandomSearch,113,0.6954586016482615,0.036364801432781486,5,"{'model__booster': 'gbtree', 'model__learning_rate': 0.11902853330073584, 'model__n_estimators': 105}",gbtree,0.11902853330073584,105
blood-transfusion-service-center,XGBoost,RandomSearch,114,0.6703392182027098,0.04661618795743907,106,"{'model__booster': 'gbtree', 'model__learning_rate': 0.3016103218199914, 'model__n_estimators': 136}",gbtree,0.3016103218199914,136
blood-transfusion-service-center,XGBoost,RandomSearch,115,0.6845730852018892,0.041226196668962954,37,"{'model__booster': 'dart', 'model__learning_rate': 0.13899261882150035, 'model__n_estimators': 145}",dart,0.13899261882150035,145
blood-transfusion-service-center,XGBoost,RandomSearch,116,0.66998189629076,0.04639135713281102,108,"{'model__booster': 'gbtree', 'model__learning_rate': 0.23319406297662695, 'model__n_estimators': 287}",gbtree,0.23319406297662695,287
blood-transfusion-service-center,XGBoost,RandomSearch,117,0.6932585975932558,0.036075048411256506,13,"{'model__booster': 'gbtree', 'model__learning_rate': 0.03938503984239, 'model__n_estimators': 259}",gbtree,0.03938503984239,259
blood-transfusion-service-center,XGBoost,RandomSearch,118,0.6851819809872982,0.04010811767622932,34,"{'model__booster': 'gbtree', 'model__learning_rate': 0.11470519418716116, 'model__n_estimators': 166}",gbtree,0.11470519418716116,166
blood-transfusion-service-center,XGBoost,RandomSearch,119,0.683466730292323,0.04210430078060886,44,"{'model__booster': 'dart', 'model__learning_rate': 0.15534787816667925, 'model__n_estimators': 153}",dart,0.15534787816667925,153
blood-transfusion-service-center,XGBoost,RandomSearch,120,0.6691063520277648,0.04057159453327527,117,"{'model__booster': 'dart', 'model__learning_rate': 0.37270656557622445, 'model__n_estimators': 273}",dart,0.37270656557622445,273
blood-transfusion-service-center,XGBoost,RandomSearch,121,0.6906986386582085,0.03879127386275709,21,"{'model__booster': 'dart', 'model__learning_rate': 0.09147829986999047, 'model__n_estimators': 274}",dart,0.09147829986999047,274
blood-transfusion-service-center,XGBoost,RandomSearch,122,0.6792185772390493,0.04449684684442402,56,"{'model__booster': 'dart', 'model__learning_rate': 0.14987224470550392, 'model__n_estimators': 226}",dart,0.14987224470550392,226
blood-transfusion-service-center,XGBoost,RandomSearch,123,0.6870901290350444,0.04071926070629765,28,"{'model__booster': 'gbtree', 'model__learning_rate': 0.12516332948338613, 'model__n_estimators': 116}",gbtree,0.12516332948338613,116
blood-transfusion-service-center,XGBoost,RandomSearch,124,0.6698548361464508,0.04739910109066021,110,"{'model__booster': 'dart', 'model__learning_rate': 0.2818361389881545, 'model__n_estimators': 142}",dart,0.2818361389881545,142
blood-transfusion-service-center,XGBoost,RandomSearch,125,0.6743163298862003,0.04405458900002686,72,"{'model__booster': 'dart', 'model__learning_rate': 0.15020154897570454, 'model__n_estimators': 269}",dart,0.15020154897570454,269
blood-transfusion-service-center,XGBoost,BayesSearch,1,0.6772527503213388,0.04214682170661377,114,"{'model__booster': 'gbtree', 'model__learning_rate': 0.14650764849197537, 'model__n_estimators': 287}",gbtree,0.14650764849197537,287
blood-transfusion-service-center,XGBoost,BayesSearch,2,0.6750251132716731,0.04483364902319893,117,"{'model__booster': 'dart', 'model__learning_rate': 0.26009024611418036, 'model__n_estimators': 161}",dart,0.26009024611418036,161
blood-transfusion-service-center,XGBoost,BayesSearch,3,0.6747461226749822,0.04797601755589906,118,"{'model__booster': 'gbtree', 'model__learning_rate': 0.29637979622397864, 'model__n_estimators': 121}",gbtree,0.29637979622397864,121
blood-transfusion-service-center,XGBoost,BayesSearch,4,0.6936215126585563,0.03167715465702316,68,"{'model__booster': 'dart', 'model__learning_rate': 0.018851614584505138, 'model__n_estimators': 220}",dart,0.018851614584505138,220
blood-transfusion-service-center,XGBoost,BayesSearch,5,0.6894020678237863,0.036147241772247575,102,"{'model__booster': 'dart', 'model__learning_rate': 0.05032097353868381, 'model__n_estimators': 205}",dart,0.05032097353868381,205
blood-transfusion-service-center,XGBoost,BayesSearch,6,0.6725829452641617,0.046571464311537074,121,"{'model__booster': 'dart', 'model__learning_rate': 0.3198355053524358, 'model__n_estimators': 133}",dart,0.3198355053524358,133
blood-transfusion-service-center,XGBoost,BayesSearch,7,0.6760705174486918,0.04410356548743934,115,"{'model__booster': 'dart', 'model__learning_rate': 0.17465468911001827, 'model__n_estimators': 172}",dart,0.17465468911001827,172
blood-transfusion-service-center,XGBoost,BayesSearch,8,0.6696451283617211,0.043981662779000764,123,"{'model__booster': 'dart', 'model__learning_rate': 0.2977899064616237, 'model__n_estimators': 199}",dart,0.2977899064616237,199
blood-transfusion-service-center,XGBoost,BayesSearch,9,0.6757237435190591,0.04205043326643315,116,"{'model__booster': 'dart', 'model__learning_rate': 0.13256765848431754, 'model__n_estimators': 274}",dart,0.13256765848431754,274
blood-transfusion-service-center,XGBoost,BayesSearch,10,0.6687754489644606,0.040850764322663324,124,"{'model__booster': 'gbtree', 'model__learning_rate': 0.20427384058302123, 'model__n_estimators': 248}",gbtree,0.20427384058302123,248
blood-transfusion-service-center,XGBoost,BayesSearch,11,0.6965585838639151,0.02683337656098335,22,"{'model__booster': 'gbtree', 'model__learning_rate': 0.01, 'model__n_estimators': 100}",gbtree,0.01,100
blood-transfusion-service-center,XGBoost,BayesSearch,12,0.6911684622257968,0.03067314668490983,93,"{'model__booster': 'gbtree', 'model__learning_rate': 0.01, 'model__n_estimators': 300}",gbtree,0.01,300
blood-transfusion-service-center,XGBoost,BayesSearch,13,0.6939407649636319,0.03185021272421381,61,"{'model__booster': 'gbtree', 'model__learning_rate': 0.0254097338262508, 'model__n_estimators': 100}",gbtree,0.0254097338262508,100
blood-transfusion-service-center,XGBoost,BayesSearch,14,0.6965585838639151,0.02683337656098335,22,"{'model__booster': 'dart', 'model__learning_rate': 0.01, 'model__n_estimators': 100}",dart,0.01,100
blood-transfusion-service-center,XGBoost,BayesSearch,15,0.6928144300669148,0.03593738938416642,77,"{'model__booster': 'gbtree', 'model__learning_rate': 0.02834241745150214, 'model__n_estimators': 300}",gbtree,0.02834241745150214,300
blood-transfusion-service-center,XGBoost,BayesSearch,16,0.6972915090388543,0.03229445947576138,8,"{'model__booster': 'gbtree', 'model__learning_rate': 0.05363103793661877, 'model__n_estimators': 101}",gbtree,0.05363103793661877,101
blood-transfusion-service-center,XGBoost,BayesSearch,17,0.6965402393812793,0.02977335106866825,25,"{'model__booster': 'gbtree', 'model__learning_rate': 0.01, 'model__n_estimators': 168}",gbtree,0.01,168
blood-transfusion-service-center,XGBoost,BayesSearch,18,0.6941943670865257,0.03270792062842397,57,"{'model__booster': 'gbtree', 'model__learning_rate': 0.018268671842396292, 'model__n_estimators': 101}",gbtree,0.018268671842396292,101
blood-transfusion-service-center,XGBoost,BayesSearch,19,0.6971960219693691,0.031112990228473636,10,"{'model__booster': 'dart', 'model__learning_rate': 0.02766442146088496, 'model__n_estimators': 156}",dart,0.02766442146088496,156
blood-transfusion-service-center,XGBoost,BayesSearch,20,0.6923030255418048,0.03486239301010479,81,"{'model__booster': 'dart', 'model__learning_rate': 0.1108800945916496, 'model__n_estimators': 100}",dart,0.1108800945916496,100
blood-transfusion-service-center,XGBoost,BayesSearch,21,0.6973436410908335,0.029015566477949582,7,"{'model__booster': 'dart', 'model__learning_rate': 0.01, 'model__n_estimators': 133}",dart,0.01,133
blood-transfusion-service-center,XGBoost,BayesSearch,22,0.6939339113344845,0.029071326349361045,62,"{'model__booster': 'gbtree', 'model__learning_rate': 0.010050920059888986, 'model__n_estimators': 237}",gbtree,0.010050920059888986,237
blood-transfusion-service-center,XGBoost,BayesSearch,23,0.6697861731160091,0.043533590212390796,122,"{'model__booster': 'gbtree', 'model__learning_rate': 0.39738086972354764, 'model__n_estimators': 297}",gbtree,0.39738086972354764,297
blood-transfusion-service-center,XGBoost,BayesSearch,24,0.6963624642651242,0.033061203715748,26,"{'model__booster': 'gbtree', 'model__learning_rate': 0.05633954210349902, 'model__n_estimators': 140}",gbtree,0.05633954210349902,140
blood-transfusion-service-center,XGBoost,BayesSearch,25,0.6887832954876624,0.038730299066229865,106,"{'model__booster': 'dart', 'model__learning_rate': 0.05284580434820258, 'model__n_estimators': 300}",dart,0.05284580434820258,300
blood-transfusion-service-center,XGBoost,BayesSearch,26,0.6923726840086019,0.02995362094435997,80,"{'model__booster': 'gbtree', 'model__learning_rate': 0.016415465063399293, 'model__n_estimators': 160}",gbtree,0.016415465063399293,160
blood-transfusion-service-center,XGBoost,BayesSearch,27,0.6961356607714404,0.03393957317006615,29,"{'model__booster': 'gbtree', 'model__learning_rate': 0.04196251609285244, 'model__n_estimators': 101}",gbtree,0.04196251609285244,101
blood-transfusion-service-center,XGBoost,BayesSearch,28,0.6950097853295942,0.031600079075193424,48,"{'model__booster': 'gbtree', 'model__learning_rate': 0.01688138705312139, 'model__n_estimators': 299}",gbtree,0.01688138705312139,299
blood-transfusion-service-center,XGBoost,BayesSearch,29,0.6933019228535711,0.036396101419037985,73,"{'model__booster': 'gbtree', 'model__learning_rate': 0.029176335623601654, 'model__n_estimators': 246}",gbtree,0.029176335623601654,246
blood-transfusion-service-center,XGBoost,BayesSearch,30,0.6950540325467148,0.03499436453115919,46,"{'model__booster': 'gbtree', 'model__learning_rate': 0.03889886502110264, 'model__n_estimators': 164}",gbtree,0.03889886502110264,164
blood-transfusion-service-center,XGBoost,BayesSearch,31,0.6952720241171003,0.02899306937398692,44,"{'model__booster': 'dart', 'model__learning_rate': 0.07140297127792533, 'model__n_estimators': 100}",dart,0.07140297127792533,100
blood-transfusion-service-center,XGBoost,BayesSearch,32,0.6941086246805394,0.035347830578151614,59,"{'model__booster': 'dart', 'model__learning_rate': 0.04413029744434961, 'model__n_estimators': 120}",dart,0.04413029744434961,120
blood-transfusion-service-center,XGBoost,BayesSearch,33,0.6944432888106723,0.0301235224702171,54,"{'model__booster': 'dart', 'model__learning_rate': 0.010009041512905893, 'model__n_estimators': 197}",dart,0.010009041512905893,197
blood-transfusion-service-center,XGBoost,BayesSearch,34,0.6952329049428573,0.028453191170996022,45,"{'model__booster': 'dart', 'model__learning_rate': 0.010246585609865352, 'model__n_estimators': 100}",dart,0.010246585609865352,100
blood-transfusion-service-center,XGBoost,BayesSearch,35,0.6912024903823263,0.030608043225284636,91,"{'model__booster': 'dart', 'model__learning_rate': 0.010075138490548042, 'model__n_estimators': 299}",dart,0.010075138490548042,299
blood-transfusion-service-center,XGBoost,BayesSearch,36,0.6911887614624603,0.03580278934798237,92,"{'model__booster': 'gbtree', 'model__learning_rate': 0.05293981319379822, 'model__n_estimators': 100}",gbtree,0.05293981319379822,100
blood-transfusion-service-center,XGBoost,BayesSearch,37,0.6913639642209454,0.033221883713683245,89,"{'model__booster': 'dart', 'model__learning_rate': 0.021012763139104194, 'model__n_estimators': 298}",dart,0.021012763139104194,298
blood-transfusion-service-center,XGBoost,BayesSearch,38,0.6953403062306494,0.031859624027831594,41,"{'model__booster': 'gbtree', 'model__learning_rate': 0.018130477394514056, 'model__n_estimators': 100}",gbtree,0.018130477394514056,100
blood-transfusion-service-center,XGBoost,BayesSearch,39,0.6905219353331946,0.031868949187895755,97,"{'model__booster': 'dart', 'model__learning_rate': 0.030455308992641473, 'model__n_estimators': 100}",dart,0.030455308992641473,100
blood-transfusion-service-center,XGBoost,BayesSearch,40,0.6906060052518892,0.034940790889336173,95,"{'model__booster': 'gbtree', 'model__learning_rate': 0.09100637813814731, 'model__n_estimators': 101}",gbtree,0.09100637813814731,101
blood-transfusion-service-center,XGBoost,BayesSearch,41,0.6960542545688376,0.028480065910866437,31,"{'model__booster': 'dart', 'model__learning_rate': 0.010216167741558948, 'model__n_estimators': 100}",dart,0.010216167741558948,100
blood-transfusion-service-center,XGBoost,BayesSearch,42,0.6921118691036113,0.033516328916632324,82,"{'model__booster': 'gbtree', 'model__learning_rate': 0.015841726615465117, 'model__n_estimators': 201}",gbtree,0.015841726615465117,201
blood-transfusion-service-center,XGBoost,BayesSearch,43,0.6937451177754019,0.033651810947740016,65,"{'model__booster': 'gbtree', 'model__learning_rate': 0.037829622914437235, 'model__n_estimators': 300}",gbtree,0.037829622914437235,300
blood-transfusion-service-center,XGBoost,BayesSearch,44,0.6905653309675305,0.04066180908881683,96,"{'model__booster': 'gbtree', 'model__learning_rate': 0.06991882221058836, 'model__n_estimators': 191}",gbtree,0.06991882221058836,191
blood-transfusion-service-center,XGBoost,BayesSearch,45,0.6905043335207668,0.031639858405716925,98,"{'model__booster': 'gbtree', 'model__learning_rate': 0.010026282890666736, 'model__n_estimators': 299}",gbtree,0.010026282890666736,299
blood-transfusion-service-center,XGBoost,BayesSearch,46,0.6983397354643655,0.027651855066946087,3,"{'model__booster': 'gbtree', 'model__learning_rate': 0.014531162414666749, 'model__n_estimators': 102}",gbtree,0.014531162414666749,102
blood-transfusion-service-center,XGBoost,BayesSearch,47,0.6855989620017685,0.039793683149796276,112,"{'model__booster': 'dart', 'model__learning_rate': 0.06360994614062916, 'model__n_estimators': 300}",dart,0.06360994614062916,300
blood-transfusion-service-center,XGBoost,BayesSearch,48,0.6938135180807764,0.03027338901678914,63,"{'model__booster': 'dart', 'model__learning_rate': 0.029888415565871823, 'model__n_estimators': 205}",dart,0.029888415565871823,205
blood-transfusion-service-center,XGBoost,BayesSearch,49,0.6967504378124951,0.028202562187833874,15,"{'model__booster': 'dart', 'model__learning_rate': 0.010134215214804638, 'model__n_estimators': 100}",dart,0.010134215214804638,100
blood-transfusion-service-center,XGBoost,BayesSearch,50,0.6965488918527425,0.032730139016376975,24,"{'model__booster': 'dart', 'model__learning_rate': 0.01810776467025315, 'model__n_estimators': 300}",dart,0.01810776467025315,300
blood-transfusion-service-center,XGBoost,BayesSearch,51,0.6936963267510727,0.0292863768233486,67,"{'model__booster': 'gbtree', 'model__learning_rate': 0.01001973853213222, 'model__n_estimators': 186}",gbtree,0.01001973853213222,186
blood-transfusion-service-center,XGBoost,BayesSearch,52,0.6893547967575802,0.039474608995559594,104,"{'model__booster': 'gbtree', 'model__learning_rate': 0.13872298711818576, 'model__n_estimators': 100}",gbtree,0.13872298711818576,100
blood-transfusion-service-center,XGBoost,BayesSearch,53,0.6726732696965565,0.03689063613952718,120,"{'model__booster': 'gbtree', 'model__learning_rate': 0.3881448478010395, 'model__n_estimators': 100}",gbtree,0.3881448478010395,100
blood-transfusion-service-center,XGBoost,BayesSearch,54,0.6976709336663929,0.029369024468745137,4,"{'model__booster': 'dart', 'model__learning_rate': 0.016150740386554334, 'model__n_estimators': 100}",dart,0.016150740386554334,100
blood-transfusion-service-center,XGBoost,BayesSearch,55,0.6967485557255566,0.02829613502607108,16,"{'model__booster': 'dart', 'model__learning_rate': 0.010083415266590727, 'model__n_estimators': 101}",dart,0.010083415266590727,101
blood-transfusion-service-center,XGBoost,BayesSearch,56,0.6961293576632069,0.03477936284684664,30,"{'model__booster': 'dart', 'model__learning_rate': 0.027782428591974582, 'model__n_estimators': 300}",dart,0.027782428591974582,300
blood-transfusion-service-center,XGBoost,BayesSearch,57,0.6927397971956705,0.03251994359466589,79,"{'model__booster': 'dart', 'model__learning_rate': 0.016256788535518547, 'model__n_estimators': 239}",dart,0.016256788535518547,239
blood-transfusion-service-center,XGBoost,BayesSearch,58,0.6937769581806819,0.03460479718420679,64,"{'model__booster': 'gbtree', 'model__learning_rate': 0.023588746406136504, 'model__n_estimators': 162}",gbtree,0.023588746406136504,162
blood-transfusion-service-center,XGBoost,BayesSearch,59,0.6906900485094539,0.044016400593603566,94,"{'model__booster': 'dart', 'model__learning_rate': 0.08212397933406283, 'model__n_estimators': 165}",dart,0.08212397933406283,165
blood-transfusion-service-center,XGBoost,BayesSearch,60,0.6917704570555709,0.033852834423447206,85,"{'model__booster': 'gbtree', 'model__learning_rate': 0.038319052427434656, 'model__n_estimators': 228}",gbtree,0.038319052427434656,228
blood-transfusion-service-center,XGBoost,BayesSearch,61,0.6956953173135485,0.02767948594773652,39,"{'model__booster': 'dart', 'model__learning_rate': 0.010044328216299667, 'model__n_estimators': 159}",dart,0.010044328216299667,159
blood-transfusion-service-center,XGBoost,BayesSearch,62,0.6948151672950647,0.031145964207705164,51,"{'model__booster': 'dart', 'model__learning_rate': 0.014761285027017311, 'model__n_estimators': 144}",dart,0.014761285027017311,144
blood-transfusion-service-center,XGBoost,BayesSearch,63,0.6934770575749656,0.028811505775024206,71,"{'model__booster': 'dart', 'model__learning_rate': 0.010022392379678668, 'model__n_estimators': 231}",dart,0.010022392379678668,231
blood-transfusion-service-center,XGBoost,BayesSearch,64,0.6916844123837623,0.030241152485397854,86,"{'model__booster': 'gbtree', 'model__learning_rate': 0.028766546259927455, 'model__n_estimators': 100}",gbtree,0.028766546259927455,100
