dataset,model,search_method,iteration,mean_test_score,std_test_score,rank_test_score,params,model__learning_rate,model__n_estimators,model__num_leaves
wdbc,LightGBM,GridSearch,1,0.9862754031103668,0.00988080004045846,205,"{'model__learning_rate': 0.01, 'model__n_estimators': 100, 'model__num_leaves': 12}",0.01,100.0,12.0
wdbc,LightGBM,GridSearch,2,0.9862754031103668,0.009880800040458439,205,"{'model__learning_rate': 0.01, 'model__n_estimators': 100, 'model__num_leaves': 15}",0.01,100.0,15.0
wdbc,LightGBM,GridSearch,3,0.9862754031103668,0.009880800040458439,205,"{'model__learning_rate': 0.01, 'model__n_estimators': 100, 'model__num_leaves': 21}",0.01,100.0,21.0
wdbc,LightGBM,GridSearch,4,0.9862754031103668,0.009880800040458439,205,"{'model__learning_rate': 0.01, 'model__n_estimators': 100, 'model__num_leaves': 31}",0.01,100.0,31.0
wdbc,LightGBM,GridSearch,5,0.9862754031103668,0.009880800040458439,205,"{'model__learning_rate': 0.01, 'model__n_estimators': 100, 'model__num_leaves': 41}",0.01,100.0,41.0
wdbc,LightGBM,GridSearch,6,0.9862754031103668,0.009880800040458439,205,"{'model__learning_rate': 0.01, 'model__n_estimators': 100, 'model__num_leaves': 51}",0.01,100.0,51.0
wdbc,LightGBM,GridSearch,7,0.9901290695999277,0.007386749410357444,199,"{'model__learning_rate': 0.01, 'model__n_estimators': 150, 'model__num_leaves': 12}",0.01,150.0,12.0
wdbc,LightGBM,GridSearch,8,0.9900178348946997,0.007358656247838431,200,"{'model__learning_rate': 0.01, 'model__n_estimators': 150, 'model__num_leaves': 15}",0.01,150.0,15.0
wdbc,LightGBM,GridSearch,9,0.9900178348946997,0.007358656247838431,200,"{'model__learning_rate': 0.01, 'model__n_estimators': 150, 'model__num_leaves': 21}",0.01,150.0,21.0
wdbc,LightGBM,GridSearch,10,0.9900178348946997,0.007358656247838431,200,"{'model__learning_rate': 0.01, 'model__n_estimators': 150, 'model__num_leaves': 31}",0.01,150.0,31.0
wdbc,LightGBM,GridSearch,11,0.9900178348946997,0.007358656247838431,200,"{'model__learning_rate': 0.01, 'model__n_estimators': 150, 'model__num_leaves': 41}",0.01,150.0,41.0
wdbc,LightGBM,GridSearch,12,0.9900178348946997,0.007358656247838431,200,"{'model__learning_rate': 0.01, 'model__n_estimators': 150, 'model__num_leaves': 51}",0.01,150.0,51.0
wdbc,LightGBM,GridSearch,13,0.991348418242557,0.0074584487532883565,198,"{'model__learning_rate': 0.01, 'model__n_estimators': 200, 'model__num_leaves': 12}",0.01,200.0,12.0
wdbc,LightGBM,GridSearch,14,0.9914596529477852,0.007491187060769981,193,"{'model__learning_rate': 0.01, 'model__n_estimators': 200, 'model__num_leaves': 15}",0.01,200.0,15.0
wdbc,LightGBM,GridSearch,15,0.9914596529477852,0.007491187060769981,193,"{'model__learning_rate': 0.01, 'model__n_estimators': 200, 'model__num_leaves': 21}",0.01,200.0,21.0
wdbc,LightGBM,GridSearch,16,0.9914596529477852,0.007491187060769981,193,"{'model__learning_rate': 0.01, 'model__n_estimators': 200, 'model__num_leaves': 31}",0.01,200.0,31.0
wdbc,LightGBM,GridSearch,17,0.9914596529477852,0.007491187060769981,193,"{'model__learning_rate': 0.01, 'model__n_estimators': 200, 'model__num_leaves': 41}",0.01,200.0,41.0
wdbc,LightGBM,GridSearch,18,0.9914596529477852,0.007491187060769981,193,"{'model__learning_rate': 0.01, 'model__n_estimators': 200, 'model__num_leaves': 51}",0.01,200.0,51.0
wdbc,LightGBM,GridSearch,19,0.9919936189133584,0.007891252914747711,187,"{'model__learning_rate': 0.01, 'model__n_estimators': 250, 'model__num_leaves': 12}",0.01,250.0,12.0
wdbc,LightGBM,GridSearch,20,0.991671049402802,0.007838576442056319,188,"{'model__learning_rate': 0.01, 'model__n_estimators': 250, 'model__num_leaves': 15}",0.01,250.0,15.0
wdbc,LightGBM,GridSearch,21,0.991671049402802,0.007838576442056319,188,"{'model__learning_rate': 0.01, 'model__n_estimators': 250, 'model__num_leaves': 21}",0.01,250.0,21.0
wdbc,LightGBM,GridSearch,22,0.991671049402802,0.007838576442056319,188,"{'model__learning_rate': 0.01, 'model__n_estimators': 250, 'model__num_leaves': 31}",0.01,250.0,31.0
wdbc,LightGBM,GridSearch,23,0.991671049402802,0.007838576442056319,188,"{'model__learning_rate': 0.01, 'model__n_estimators': 250, 'model__num_leaves': 41}",0.01,250.0,41.0
wdbc,LightGBM,GridSearch,24,0.991671049402802,0.007838576442056319,188,"{'model__learning_rate': 0.01, 'model__n_estimators': 250, 'model__num_leaves': 51}",0.01,250.0,51.0
wdbc,LightGBM,GridSearch,25,0.9925052540189867,0.007669704604595752,181,"{'model__learning_rate': 0.01, 'model__n_estimators': 300, 'model__num_leaves': 12}",0.01,300.0,12.0
wdbc,LightGBM,GridSearch,26,0.9923895132782459,0.007863309046994098,182,"{'model__learning_rate': 0.01, 'model__n_estimators': 300, 'model__num_leaves': 15}",0.01,300.0,15.0
wdbc,LightGBM,GridSearch,27,0.9923895132782459,0.007863309046994098,182,"{'model__learning_rate': 0.01, 'model__n_estimators': 300, 'model__num_leaves': 21}",0.01,300.0,21.0
wdbc,LightGBM,GridSearch,28,0.9923895132782459,0.007863309046994098,182,"{'model__learning_rate': 0.01, 'model__n_estimators': 300, 'model__num_leaves': 31}",0.01,300.0,31.0
wdbc,LightGBM,GridSearch,29,0.9923895132782459,0.007863309046994098,182,"{'model__learning_rate': 0.01, 'model__n_estimators': 300, 'model__num_leaves': 41}",0.01,300.0,41.0
wdbc,LightGBM,GridSearch,30,0.9923895132782459,0.007863309046994098,182,"{'model__learning_rate': 0.01, 'model__n_estimators': 300, 'model__num_leaves': 51}",0.01,300.0,51.0
wdbc,LightGBM,GridSearch,31,0.9938031781781781,0.006811569210927479,180,"{'model__learning_rate': 0.05, 'model__n_estimators': 100, 'model__num_leaves': 12}",0.05,100.0,12.0
wdbc,LightGBM,GridSearch,32,0.9939053391626921,0.006487682691183478,173,"{'model__learning_rate': 0.05, 'model__n_estimators': 100, 'model__num_leaves': 15}",0.05,100.0,15.0
wdbc,LightGBM,GridSearch,33,0.9940054392627922,0.0065535835952417005,164,"{'model__learning_rate': 0.05, 'model__n_estimators': 100, 'model__num_leaves': 21}",0.05,100.0,21.0
wdbc,LightGBM,GridSearch,34,0.9940054392627922,0.0065535835952417005,164,"{'model__learning_rate': 0.05, 'model__n_estimators': 100, 'model__num_leaves': 31}",0.05,100.0,31.0
wdbc,LightGBM,GridSearch,35,0.9940054392627922,0.0065535835952417005,164,"{'model__learning_rate': 0.05, 'model__n_estimators': 100, 'model__num_leaves': 41}",0.05,100.0,41.0
wdbc,LightGBM,GridSearch,36,0.9940054392627922,0.0065535835952417005,164,"{'model__learning_rate': 0.05, 'model__n_estimators': 100, 'model__num_leaves': 51}",0.05,100.0,51.0
wdbc,LightGBM,GridSearch,37,0.9942192192192192,0.006311269635874308,133,"{'model__learning_rate': 0.05, 'model__n_estimators': 150, 'model__num_leaves': 12}",0.05,150.0,12.0
wdbc,LightGBM,GridSearch,38,0.9941191191191191,0.006428071163082795,147,"{'model__learning_rate': 0.05, 'model__n_estimators': 150, 'model__num_leaves': 15}",0.05,150.0,15.0
wdbc,LightGBM,GridSearch,39,0.9942192192192192,0.006142305601994931,133,"{'model__learning_rate': 0.05, 'model__n_estimators': 150, 'model__num_leaves': 21}",0.05,150.0,21.0
wdbc,LightGBM,GridSearch,40,0.9942192192192192,0.006142305601994931,133,"{'model__learning_rate': 0.05, 'model__n_estimators': 150, 'model__num_leaves': 31}",0.05,150.0,31.0
wdbc,LightGBM,GridSearch,41,0.9942192192192192,0.006142305601994931,133,"{'model__learning_rate': 0.05, 'model__n_estimators': 150, 'model__num_leaves': 41}",0.05,150.0,41.0
wdbc,LightGBM,GridSearch,42,0.9942192192192192,0.006142305601994931,133,"{'model__learning_rate': 0.05, 'model__n_estimators': 150, 'model__num_leaves': 51}",0.05,150.0,51.0
wdbc,LightGBM,GridSearch,43,0.9941504004004005,0.006223450022216617,144,"{'model__learning_rate': 0.05, 'model__n_estimators': 200, 'model__num_leaves': 12}",0.05,200.0,12.0
wdbc,LightGBM,GridSearch,44,0.9941347597597598,0.006411808092671813,146,"{'model__learning_rate': 0.05, 'model__n_estimators': 200, 'model__num_leaves': 15}",0.05,200.0,15.0
wdbc,LightGBM,GridSearch,45,0.9943193193193194,0.006374065955486558,102,"{'model__learning_rate': 0.05, 'model__n_estimators': 200, 'model__num_leaves': 21}",0.05,200.0,21.0
wdbc,LightGBM,GridSearch,46,0.9943193193193194,0.006374065955486558,102,"{'model__learning_rate': 0.05, 'model__n_estimators': 200, 'model__num_leaves': 31}",0.05,200.0,31.0
wdbc,LightGBM,GridSearch,47,0.9943193193193194,0.006374065955486558,102,"{'model__learning_rate': 0.05, 'model__n_estimators': 200, 'model__num_leaves': 41}",0.05,200.0,41.0
wdbc,LightGBM,GridSearch,48,0.9943193193193194,0.006374065955486558,102,"{'model__learning_rate': 0.05, 'model__n_estimators': 200, 'model__num_leaves': 51}",0.05,200.0,51.0
wdbc,LightGBM,GridSearch,49,0.994019019019019,0.006548910869673234,163,"{'model__learning_rate': 0.05, 'model__n_estimators': 250, 'model__num_leaves': 12}",0.05,250.0,12.0
wdbc,LightGBM,GridSearch,50,0.9941504004004005,0.006223450022216617,144,"{'model__learning_rate': 0.05, 'model__n_estimators': 250, 'model__num_leaves': 15}",0.05,250.0,15.0
wdbc,LightGBM,GridSearch,51,0.994751001001001,0.005671923440095521,63,"{'model__learning_rate': 0.05, 'model__n_estimators': 250, 'model__num_leaves': 21}",0.05,250.0,21.0
wdbc,LightGBM,GridSearch,52,0.994751001001001,0.005671923440095521,63,"{'model__learning_rate': 0.05, 'model__n_estimators': 250, 'model__num_leaves': 31}",0.05,250.0,31.0
wdbc,LightGBM,GridSearch,53,0.994751001001001,0.005671923440095521,63,"{'model__learning_rate': 0.05, 'model__n_estimators': 250, 'model__num_leaves': 41}",0.05,250.0,41.0
wdbc,LightGBM,GridSearch,54,0.994751001001001,0.005671923440095521,63,"{'model__learning_rate': 0.05, 'model__n_estimators': 250, 'model__num_leaves': 51}",0.05,250.0,51.0
wdbc,LightGBM,GridSearch,55,0.9945508008008008,0.005730143322854881,86,"{'model__learning_rate': 0.05, 'model__n_estimators': 300, 'model__num_leaves': 12}",0.05,300.0,12.0
wdbc,LightGBM,GridSearch,56,0.9948667417417418,0.005521978183257295,55,"{'model__learning_rate': 0.05, 'model__n_estimators': 300, 'model__num_leaves': 15}",0.05,300.0,15.0
wdbc,LightGBM,GridSearch,57,0.9949512012012012,0.005623800216991401,51,"{'model__learning_rate': 0.05, 'model__n_estimators': 300, 'model__num_leaves': 21}",0.05,300.0,21.0
wdbc,LightGBM,GridSearch,58,0.9949512012012012,0.005623800216991401,51,"{'model__learning_rate': 0.05, 'model__n_estimators': 300, 'model__num_leaves': 31}",0.05,300.0,31.0
wdbc,LightGBM,GridSearch,59,0.9949512012012012,0.005623800216991401,51,"{'model__learning_rate': 0.05, 'model__n_estimators': 300, 'model__num_leaves': 41}",0.05,300.0,41.0
wdbc,LightGBM,GridSearch,60,0.9949512012012012,0.005623800216991401,51,"{'model__learning_rate': 0.05, 'model__n_estimators': 300, 'model__num_leaves': 51}",0.05,300.0,51.0
wdbc,LightGBM,GridSearch,61,0.9950137637637637,0.005380802297398975,50,"{'model__learning_rate': 0.1, 'model__n_estimators': 100, 'model__num_leaves': 12}",0.1,100.0,12.0
wdbc,LightGBM,GridSearch,62,0.9951138638638639,0.005439720376544381,40,"{'model__learning_rate': 0.1, 'model__n_estimators': 100, 'model__num_leaves': 15}",0.1,100.0,15.0
wdbc,LightGBM,GridSearch,63,0.9946133633633633,0.006182764039308036,82,"{'model__learning_rate': 0.1, 'model__n_estimators': 100, 'model__num_leaves': 21}",0.1,100.0,21.0
wdbc,LightGBM,GridSearch,64,0.9946133633633633,0.006182764039308036,82,"{'model__learning_rate': 0.1, 'model__n_estimators': 100, 'model__num_leaves': 31}",0.1,100.0,31.0
wdbc,LightGBM,GridSearch,65,0.9946133633633633,0.006182764039308036,82,"{'model__learning_rate': 0.1, 'model__n_estimators': 100, 'model__num_leaves': 41}",0.1,100.0,41.0
wdbc,LightGBM,GridSearch,66,0.9946133633633633,0.006182764039308036,82,"{'model__learning_rate': 0.1, 'model__n_estimators': 100, 'model__num_leaves': 51}",0.1,100.0,51.0
wdbc,LightGBM,GridSearch,67,0.9952296046046045,0.005124423844908293,27,"{'model__learning_rate': 0.1, 'model__n_estimators': 150, 'model__num_leaves': 12}",0.1,150.0,12.0
wdbc,LightGBM,GridSearch,68,0.9953140640640641,0.005166940497134429,24,"{'model__learning_rate': 0.1, 'model__n_estimators': 150, 'model__num_leaves': 15}",0.1,150.0,15.0
wdbc,LightGBM,GridSearch,69,0.9947134634634635,0.0056151076203170254,68,"{'model__learning_rate': 0.1, 'model__n_estimators': 150, 'model__num_leaves': 21}",0.1,150.0,21.0
wdbc,LightGBM,GridSearch,70,0.9947134634634635,0.0056151076203170254,68,"{'model__learning_rate': 0.1, 'model__n_estimators': 150, 'model__num_leaves': 31}",0.1,150.0,31.0
wdbc,LightGBM,GridSearch,71,0.9947134634634635,0.0056151076203170254,68,"{'model__learning_rate': 0.1, 'model__n_estimators': 150, 'model__num_leaves': 41}",0.1,150.0,41.0
wdbc,LightGBM,GridSearch,72,0.9947134634634635,0.0056151076203170254,68,"{'model__learning_rate': 0.1, 'model__n_estimators': 150, 'model__num_leaves': 51}",0.1,150.0,51.0
wdbc,LightGBM,GridSearch,73,0.9946665415415415,0.005585911983325385,73,"{'model__learning_rate': 0.1, 'model__n_estimators': 200, 'model__num_leaves': 12}",0.1,200.0,12.0
wdbc,LightGBM,GridSearch,74,0.9953140640640641,0.005166940497134429,24,"{'model__learning_rate': 0.1, 'model__n_estimators': 200, 'model__num_leaves': 15}",0.1,200.0,15.0
wdbc,LightGBM,GridSearch,75,0.9947822822822824,0.005628628272590562,57,"{'model__learning_rate': 0.1, 'model__n_estimators': 200, 'model__num_leaves': 21}",0.1,200.0,21.0
wdbc,LightGBM,GridSearch,76,0.9947822822822824,0.005628628272590562,57,"{'model__learning_rate': 0.1, 'model__n_estimators': 200, 'model__num_leaves': 31}",0.1,200.0,31.0
wdbc,LightGBM,GridSearch,77,0.9947822822822824,0.005628628272590562,57,"{'model__learning_rate': 0.1, 'model__n_estimators': 200, 'model__num_leaves': 41}",0.1,200.0,41.0
wdbc,LightGBM,GridSearch,78,0.9947822822822824,0.005628628272590562,57,"{'model__learning_rate': 0.1, 'model__n_estimators': 200, 'model__num_leaves': 51}",0.1,200.0,51.0
wdbc,LightGBM,GridSearch,79,0.9945351601601601,0.0059352354945892555,91,"{'model__learning_rate': 0.1, 'model__n_estimators': 250, 'model__num_leaves': 12}",0.1,250.0,12.0
wdbc,LightGBM,GridSearch,80,0.9947687025260556,0.0054336146882632014,61,"{'model__learning_rate': 0.1, 'model__n_estimators': 250, 'model__num_leaves': 15}",0.1,250.0,15.0
wdbc,LightGBM,GridSearch,81,0.9945508008008008,0.005902418869283047,86,"{'model__learning_rate': 0.1, 'model__n_estimators': 250, 'model__num_leaves': 21}",0.1,250.0,21.0
wdbc,LightGBM,GridSearch,82,0.9945508008008008,0.005902418869283047,86,"{'model__learning_rate': 0.1, 'model__n_estimators': 250, 'model__num_leaves': 31}",0.1,250.0,31.0
wdbc,LightGBM,GridSearch,83,0.9945508008008008,0.005902418869283047,86,"{'model__learning_rate': 0.1, 'model__n_estimators': 250, 'model__num_leaves': 41}",0.1,250.0,41.0
wdbc,LightGBM,GridSearch,84,0.9945508008008008,0.005902418869283047,86,"{'model__learning_rate': 0.1, 'model__n_estimators': 250, 'model__num_leaves': 51}",0.1,250.0,51.0
wdbc,LightGBM,GridSearch,85,0.9947666416416416,0.005639969038457456,62,"{'model__learning_rate': 0.1, 'model__n_estimators': 300, 'model__num_leaves': 12}",0.1,300.0,12.0
wdbc,LightGBM,GridSearch,86,0.9946686024259552,0.005551715843619063,72,"{'model__learning_rate': 0.1, 'model__n_estimators': 300, 'model__num_leaves': 15}",0.1,300.0,15.0
wdbc,LightGBM,GridSearch,87,0.994221280103633,0.006111374476362513,129,"{'model__learning_rate': 0.1, 'model__n_estimators': 300, 'model__num_leaves': 21}",0.1,300.0,21.0
wdbc,LightGBM,GridSearch,88,0.994221280103633,0.006111374476362513,129,"{'model__learning_rate': 0.1, 'model__n_estimators': 300, 'model__num_leaves': 31}",0.1,300.0,31.0
wdbc,LightGBM,GridSearch,89,0.994221280103633,0.006111374476362513,129,"{'model__learning_rate': 0.1, 'model__n_estimators': 300, 'model__num_leaves': 41}",0.1,300.0,41.0
wdbc,LightGBM,GridSearch,90,0.994221280103633,0.006111374476362513,129,"{'model__learning_rate': 0.1, 'model__n_estimators': 300, 'model__num_leaves': 51}",0.1,300.0,51.0
wdbc,LightGBM,GridSearch,91,0.9947353603603603,0.005724146268016257,67,"{'model__learning_rate': 0.15, 'model__n_estimators': 100, 'model__num_leaves': 12}",0.15,100.0,12.0
wdbc,LightGBM,GridSearch,92,0.9938876376376378,0.0065602925307290325,174,"{'model__learning_rate': 0.15, 'model__n_estimators': 100, 'model__num_leaves': 15}",0.15,100.0,15.0
wdbc,LightGBM,GridSearch,93,0.9944507007007009,0.005530035103433073,97,"{'model__learning_rate': 0.15, 'model__n_estimators': 100, 'model__num_leaves': 21}",0.15,100.0,21.0
wdbc,LightGBM,GridSearch,94,0.9944507007007009,0.005530035103433073,97,"{'model__learning_rate': 0.15, 'model__n_estimators': 100, 'model__num_leaves': 31}",0.15,100.0,31.0
wdbc,LightGBM,GridSearch,95,0.9944507007007009,0.005530035103433073,97,"{'model__learning_rate': 0.15, 'model__n_estimators': 100, 'model__num_leaves': 41}",0.15,100.0,41.0
wdbc,LightGBM,GridSearch,96,0.9944507007007009,0.005530035103433073,97,"{'model__learning_rate': 0.15, 'model__n_estimators': 100, 'model__num_leaves': 51}",0.15,100.0,51.0
wdbc,LightGBM,GridSearch,97,0.9943036786786786,0.0062508766911414885,106,"{'model__learning_rate': 0.15, 'model__n_estimators': 150, 'model__num_leaves': 12}",0.15,150.0,12.0
wdbc,LightGBM,GridSearch,98,0.9938876376376378,0.0065602925307290325,174,"{'model__learning_rate': 0.15, 'model__n_estimators': 150, 'model__num_leaves': 15}",0.15,150.0,15.0
wdbc,LightGBM,GridSearch,99,0.9938740578814109,0.0065926635646844246,176,"{'model__learning_rate': 0.15, 'model__n_estimators': 150, 'model__num_leaves': 21}",0.15,150.0,21.0
wdbc,LightGBM,GridSearch,100,0.9938740578814109,0.0065926635646844246,176,"{'model__learning_rate': 0.15, 'model__n_estimators': 150, 'model__num_leaves': 31}",0.15,150.0,31.0
wdbc,LightGBM,GridSearch,101,0.9938740578814109,0.0065926635646844246,176,"{'model__learning_rate': 0.15, 'model__n_estimators': 150, 'model__num_leaves': 41}",0.15,150.0,41.0
wdbc,LightGBM,GridSearch,102,0.9938740578814109,0.0065926635646844246,176,"{'model__learning_rate': 0.15, 'model__n_estimators': 150, 'model__num_leaves': 51}",0.15,150.0,51.0
wdbc,LightGBM,GridSearch,103,0.9941879379379379,0.006577357848018123,141,"{'model__learning_rate': 0.15, 'model__n_estimators': 200, 'model__num_leaves': 12}",0.15,200.0,12.0
wdbc,LightGBM,GridSearch,104,0.9941034784784785,0.006462397772487764,160,"{'model__learning_rate': 0.15, 'model__n_estimators': 200, 'model__num_leaves': 15}",0.15,200.0,15.0
wdbc,LightGBM,GridSearch,105,0.9941055393628921,0.006267362730850851,148,"{'model__learning_rate': 0.15, 'model__n_estimators': 200, 'model__num_leaves': 21}",0.15,200.0,21.0
wdbc,LightGBM,GridSearch,106,0.9941055393628921,0.006267362730850851,148,"{'model__learning_rate': 0.15, 'model__n_estimators': 200, 'model__num_leaves': 31}",0.15,200.0,31.0
wdbc,LightGBM,GridSearch,107,0.9941055393628921,0.006267362730850851,148,"{'model__learning_rate': 0.15, 'model__n_estimators': 200, 'model__num_leaves': 41}",0.15,200.0,41.0
wdbc,LightGBM,GridSearch,108,0.9941055393628921,0.006267362730850851,148,"{'model__learning_rate': 0.15, 'model__n_estimators': 200, 'model__num_leaves': 51}",0.15,200.0,51.0
wdbc,LightGBM,GridSearch,109,0.9941879379379379,0.006577357848018123,141,"{'model__learning_rate': 0.15, 'model__n_estimators': 250, 'model__num_leaves': 12}",0.15,250.0,12.0
wdbc,LightGBM,GridSearch,110,0.9941034784784785,0.006462397772487764,160,"{'model__learning_rate': 0.15, 'model__n_estimators': 250, 'model__num_leaves': 15}",0.15,250.0,15.0
wdbc,LightGBM,GridSearch,111,0.9941055393628921,0.006267362730850851,148,"{'model__learning_rate': 0.15, 'model__n_estimators': 250, 'model__num_leaves': 21}",0.15,250.0,21.0
wdbc,LightGBM,GridSearch,112,0.9941055393628921,0.006267362730850851,148,"{'model__learning_rate': 0.15, 'model__n_estimators': 250, 'model__num_leaves': 31}",0.15,250.0,31.0
wdbc,LightGBM,GridSearch,113,0.9941055393628921,0.006267362730850851,148,"{'model__learning_rate': 0.15, 'model__n_estimators': 250, 'model__num_leaves': 41}",0.15,250.0,41.0
wdbc,LightGBM,GridSearch,114,0.9941055393628921,0.006267362730850851,148,"{'model__learning_rate': 0.15, 'model__n_estimators': 250, 'model__num_leaves': 51}",0.15,250.0,51.0
wdbc,LightGBM,GridSearch,115,0.9941879379379379,0.006577357848018123,141,"{'model__learning_rate': 0.15, 'model__n_estimators': 300, 'model__num_leaves': 12}",0.15,300.0,12.0
wdbc,LightGBM,GridSearch,116,0.9941034784784785,0.006462397772487764,160,"{'model__learning_rate': 0.15, 'model__n_estimators': 300, 'model__num_leaves': 15}",0.15,300.0,15.0
wdbc,LightGBM,GridSearch,117,0.9941055393628921,0.006267362730850851,148,"{'model__learning_rate': 0.15, 'model__n_estimators': 300, 'model__num_leaves': 21}",0.15,300.0,21.0
wdbc,LightGBM,GridSearch,118,0.9941055393628921,0.006267362730850851,148,"{'model__learning_rate': 0.15, 'model__n_estimators': 300, 'model__num_leaves': 31}",0.15,300.0,31.0
wdbc,LightGBM,GridSearch,119,0.9941055393628921,0.006267362730850851,148,"{'model__learning_rate': 0.15, 'model__n_estimators': 300, 'model__num_leaves': 41}",0.15,300.0,41.0
wdbc,LightGBM,GridSearch,120,0.9941055393628921,0.006267362730850851,148,"{'model__learning_rate': 0.15, 'model__n_estimators': 300, 'model__num_leaves': 51}",0.15,300.0,51.0
wdbc,LightGBM,GridSearch,121,0.9942505005005005,0.006476612333475688,128,"{'model__learning_rate': 0.2, 'model__n_estimators': 100, 'model__num_leaves': 12}",0.2,100.0,12.0
wdbc,LightGBM,GridSearch,122,0.995066941941942,0.005648567942033765,41,"{'model__learning_rate': 0.2, 'model__n_estimators': 100, 'model__num_leaves': 15}",0.2,100.0,15.0
wdbc,LightGBM,GridSearch,123,0.9946196196196198,0.00604860601161396,78,"{'model__learning_rate': 0.2, 'model__n_estimators': 100, 'model__num_leaves': 21}",0.2,100.0,21.0
wdbc,LightGBM,GridSearch,124,0.9946196196196198,0.00604860601161396,78,"{'model__learning_rate': 0.2, 'model__n_estimators': 100, 'model__num_leaves': 31}",0.2,100.0,31.0
wdbc,LightGBM,GridSearch,125,0.9946196196196198,0.00604860601161396,78,"{'model__learning_rate': 0.2, 'model__n_estimators': 100, 'model__num_leaves': 41}",0.2,100.0,41.0
wdbc,LightGBM,GridSearch,126,0.9946196196196198,0.00604860601161396,78,"{'model__learning_rate': 0.2, 'model__n_estimators': 100, 'model__num_leaves': 51}",0.2,100.0,51.0
wdbc,LightGBM,GridSearch,127,0.99433495995996,0.0063492864264665765,101,"{'model__learning_rate': 0.2, 'model__n_estimators': 150, 'model__num_leaves': 12}",0.2,150.0,12.0
wdbc,LightGBM,GridSearch,128,0.9950356606606607,0.005751704764309777,42,"{'model__learning_rate': 0.2, 'model__n_estimators': 150, 'model__num_leaves': 15}",0.2,150.0,15.0
wdbc,LightGBM,GridSearch,129,0.9942900989224519,0.006146004366333428,112,"{'model__learning_rate': 0.2, 'model__n_estimators': 150, 'model__num_leaves': 21}",0.2,150.0,21.0
wdbc,LightGBM,GridSearch,130,0.9942900989224519,0.006146004366333428,112,"{'model__learning_rate': 0.2, 'model__n_estimators': 150, 'model__num_leaves': 31}",0.2,150.0,31.0
wdbc,LightGBM,GridSearch,131,0.9942900989224519,0.006146004366333428,112,"{'model__learning_rate': 0.2, 'model__n_estimators': 150, 'model__num_leaves': 41}",0.2,150.0,41.0
wdbc,LightGBM,GridSearch,132,0.9942900989224519,0.006146004366333428,112,"{'model__learning_rate': 0.2, 'model__n_estimators': 150, 'model__num_leaves': 51}",0.2,150.0,51.0
wdbc,LightGBM,GridSearch,133,0.9942192192192192,0.006491281177542748,133,"{'model__learning_rate': 0.2, 'model__n_estimators': 200, 'model__num_leaves': 12}",0.2,200.0,12.0
wdbc,LightGBM,GridSearch,134,0.9950356606606607,0.005751704764309777,42,"{'model__learning_rate': 0.2, 'model__n_estimators': 200, 'model__num_leaves': 15}",0.2,200.0,15.0
wdbc,LightGBM,GridSearch,135,0.9942900989224519,0.006146004366333428,112,"{'model__learning_rate': 0.2, 'model__n_estimators': 200, 'model__num_leaves': 21}",0.2,200.0,21.0
wdbc,LightGBM,GridSearch,136,0.9942900989224519,0.006146004366333428,112,"{'model__learning_rate': 0.2, 'model__n_estimators': 200, 'model__num_leaves': 31}",0.2,200.0,31.0
wdbc,LightGBM,GridSearch,137,0.9942900989224519,0.006146004366333428,112,"{'model__learning_rate': 0.2, 'model__n_estimators': 200, 'model__num_leaves': 41}",0.2,200.0,41.0
wdbc,LightGBM,GridSearch,138,0.9942900989224519,0.006146004366333428,112,"{'model__learning_rate': 0.2, 'model__n_estimators': 200, 'model__num_leaves': 51}",0.2,200.0,51.0
wdbc,LightGBM,GridSearch,139,0.9942192192192192,0.006491281177542748,133,"{'model__learning_rate': 0.2, 'model__n_estimators': 250, 'model__num_leaves': 12}",0.2,250.0,12.0
wdbc,LightGBM,GridSearch,140,0.9950356606606607,0.005751704764309777,42,"{'model__learning_rate': 0.2, 'model__n_estimators': 250, 'model__num_leaves': 15}",0.2,250.0,15.0
wdbc,LightGBM,GridSearch,141,0.9942900989224519,0.006146004366333428,112,"{'model__learning_rate': 0.2, 'model__n_estimators': 250, 'model__num_leaves': 21}",0.2,250.0,21.0
wdbc,LightGBM,GridSearch,142,0.9942900989224519,0.006146004366333428,112,"{'model__learning_rate': 0.2, 'model__n_estimators': 250, 'model__num_leaves': 31}",0.2,250.0,31.0
wdbc,LightGBM,GridSearch,143,0.9942900989224519,0.006146004366333428,112,"{'model__learning_rate': 0.2, 'model__n_estimators': 250, 'model__num_leaves': 41}",0.2,250.0,41.0
wdbc,LightGBM,GridSearch,144,0.9942900989224519,0.006146004366333428,112,"{'model__learning_rate': 0.2, 'model__n_estimators': 250, 'model__num_leaves': 51}",0.2,250.0,51.0
wdbc,LightGBM,GridSearch,145,0.9942192192192192,0.006491281177542748,133,"{'model__learning_rate': 0.2, 'model__n_estimators': 300, 'model__num_leaves': 12}",0.2,300.0,12.0
wdbc,LightGBM,GridSearch,146,0.9950356606606607,0.005751704764309777,42,"{'model__learning_rate': 0.2, 'model__n_estimators': 300, 'model__num_leaves': 15}",0.2,300.0,15.0
wdbc,LightGBM,GridSearch,147,0.9942900989224519,0.006146004366333428,112,"{'model__learning_rate': 0.2, 'model__n_estimators': 300, 'model__num_leaves': 21}",0.2,300.0,21.0
wdbc,LightGBM,GridSearch,148,0.9942900989224519,0.006146004366333428,112,"{'model__learning_rate': 0.2, 'model__n_estimators': 300, 'model__num_leaves': 31}",0.2,300.0,31.0
