dataset,model,search_method,iteration,mean_test_score,std_test_score,rank_test_score,params,model__max_features,model__max_samples,model__n_estimators
wdbc,RandomForest,GridSearch,1,0.9918118708415934,0.007430637347027644,29,"{'model__max_features': 0.25, 'model__max_samples': 0.5, 'model__n_estimators': 100}",0.25,0.5,100.0
wdbc,RandomForest,GridSearch,2,0.9923724947302206,0.006561220322409467,23,"{'model__max_features': 0.25, 'model__max_samples': 0.5, 'model__n_estimators': 150}",0.25,0.5,150.0
wdbc,RandomForest,GridSearch,3,0.9925195167522428,0.0068391212166550005,17,"{'model__max_features': 0.25, 'model__max_samples': 0.5, 'model__n_estimators': 200}",0.25,0.5,200.0
wdbc,RandomForest,GridSearch,4,0.9923805012072204,0.007444778435147441,21,"{'model__max_features': 0.25, 'model__max_samples': 0.5, 'model__n_estimators': 250}",0.25,0.5,250.0
wdbc,RandomForest,GridSearch,5,0.9923805012072204,0.007444778435147421,21,"{'model__max_features': 0.25, 'model__max_samples': 0.5, 'model__n_estimators': 300}",0.25,0.5,300.0
wdbc,RandomForest,GridSearch,6,0.9910294605195393,0.01085141901522118,45,"{'model__max_features': 0.25, 'model__max_samples': 0.8, 'model__n_estimators': 100}",0.25,0.8,100.0
wdbc,RandomForest,GridSearch,7,0.9912663231469054,0.010136119980994425,39,"{'model__max_features': 0.25, 'model__max_samples': 0.8, 'model__n_estimators': 150}",0.25,0.8,150.0
wdbc,RandomForest,GridSearch,8,0.9927635107462365,0.0073667439665545415,14,"{'model__max_features': 0.25, 'model__max_samples': 0.8, 'model__n_estimators': 200}",0.25,0.8,200.0
wdbc,RandomForest,GridSearch,9,0.9924819792147052,0.007418415965169246,18,"{'model__max_features': 0.25, 'model__max_samples': 0.8, 'model__n_estimators': 250}",0.25,0.8,250.0
wdbc,RandomForest,GridSearch,10,0.9924819792147052,0.007081534493861753,18,"{'model__max_features': 0.25, 'model__max_samples': 0.8, 'model__n_estimators': 300}",0.25,0.8,300.0
wdbc,RandomForest,GridSearch,11,0.9929939617855112,0.007220326515777705,12,"{'model__max_features': 0.25, 'model__max_samples': 1.0, 'model__n_estimators': 100}",0.25,1.0,100.0
wdbc,RandomForest,GridSearch,12,0.9927480562622755,0.007515515774642594,15,"{'model__max_features': 0.25, 'model__max_samples': 1.0, 'model__n_estimators': 150}",0.25,1.0,150.0
wdbc,RandomForest,GridSearch,13,0.9927871578638772,0.00820231640657089,13,"{'model__max_features': 0.25, 'model__max_samples': 1.0, 'model__n_estimators': 200}",0.25,1.0,200.0
wdbc,RandomForest,GridSearch,14,0.9923943916271176,0.008219927450281363,20,"{'model__max_features': 0.25, 'model__max_samples': 1.0, 'model__n_estimators': 250}",0.25,1.0,250.0
wdbc,RandomForest,GridSearch,15,0.9920158881236141,0.007974951375958836,26,"{'model__max_features': 0.25, 'model__max_samples': 1.0, 'model__n_estimators': 300}",0.25,1.0,300.0
wdbc,RandomForest,GridSearch,16,0.9909971736442325,0.009113661956846564,47,"{'model__max_features': 0.5, 'model__max_samples': 0.5, 'model__n_estimators': 100}",0.5,0.5,100.0
wdbc,RandomForest,GridSearch,17,0.9912286551257139,0.00878004559204159,41,"{'model__max_features': 0.5, 'model__max_samples': 0.5, 'model__n_estimators': 150}",0.5,0.5,150.0
wdbc,RandomForest,GridSearch,18,0.9914424350821409,0.008752238905473442,34,"{'model__max_features': 0.5, 'model__max_samples': 0.5, 'model__n_estimators': 200}",0.5,0.5,200.0
wdbc,RandomForest,GridSearch,19,0.9922911882470705,0.007586701003870433,24,"{'model__max_features': 0.5, 'model__max_samples': 0.5, 'model__n_estimators': 250}",0.5,0.5,250.0
wdbc,RandomForest,GridSearch,20,0.9920252973561796,0.007815601991450195,25,"{'model__max_features': 0.5, 'model__max_samples': 0.5, 'model__n_estimators': 300}",0.5,0.5,300.0
wdbc,RandomForest,GridSearch,21,0.9905766325443418,0.00975357073688335,53,"{'model__max_features': 0.5, 'model__max_samples': 0.8, 'model__n_estimators': 100}",0.5,0.8,100.0
wdbc,RandomForest,GridSearch,22,0.9904398332155685,0.009365739299402952,55,"{'model__max_features': 0.5, 'model__max_samples': 0.8, 'model__n_estimators': 150}",0.5,0.8,150.0
wdbc,RandomForest,GridSearch,23,0.9909907312312967,0.008647753885760988,48,"{'model__max_features': 0.5, 'model__max_samples': 0.8, 'model__n_estimators': 200}",0.5,0.8,200.0
wdbc,RandomForest,GridSearch,24,0.9910074391156517,0.008731965719274194,46,"{'model__max_features': 0.5, 'model__max_samples': 0.8, 'model__n_estimators': 250}",0.5,0.8,250.0
wdbc,RandomForest,GridSearch,25,0.9912288472590565,0.008602229348345014,40,"{'model__max_features': 0.5, 'model__max_samples': 0.8, 'model__n_estimators': 300}",0.5,0.8,300.0
wdbc,RandomForest,GridSearch,26,0.9897565661544224,0.011751524729007125,56,"{'model__max_features': 0.5, 'model__max_samples': 1.0, 'model__n_estimators': 100}",0.5,1.0,100.0
wdbc,RandomForest,GridSearch,27,0.9892927280810877,0.012002112224372566,58,"{'model__max_features': 0.5, 'model__max_samples': 1.0, 'model__n_estimators': 150}",0.5,1.0,150.0
wdbc,RandomForest,GridSearch,28,0.9888709276041402,0.012264505157799597,60,"{'model__max_features': 0.5, 'model__max_samples': 1.0, 'model__n_estimators': 200}",0.5,1.0,200.0
wdbc,RandomForest,GridSearch,29,0.9910666873934065,0.008932607159974494,43,"{'model__max_features': 0.5, 'model__max_samples': 1.0, 'model__n_estimators': 250}",0.5,1.0,250.0
wdbc,RandomForest,GridSearch,30,0.9916050977448035,0.008522446827108928,30,"{'model__max_features': 0.5, 'model__max_samples': 1.0, 'model__n_estimators': 300}",0.5,1.0,300.0
wdbc,RandomForest,GridSearch,31,0.9905938064242023,0.009092686865913512,52,"{'model__max_features': 0.75, 'model__max_samples': 0.5, 'model__n_estimators': 100}",0.75,0.5,100.0
wdbc,RandomForest,GridSearch,32,0.9911620953013145,0.008204781547908421,42,"{'model__max_features': 0.75, 'model__max_samples': 0.5, 'model__n_estimators': 150}",0.75,0.5,150.0
wdbc,RandomForest,GridSearch,33,0.9913421488253613,0.008255843089587921,38,"{'model__max_features': 0.75, 'model__max_samples': 0.5, 'model__n_estimators': 200}",0.75,0.5,200.0
wdbc,RandomForest,GridSearch,34,0.9915392208974334,0.00808086408498166,31,"{'model__max_features': 0.75, 'model__max_samples': 0.5, 'model__n_estimators': 250}",0.75,0.5,250.0
wdbc,RandomForest,GridSearch,35,0.9915359066126259,0.00784673584640677,32,"{'model__max_features': 0.75, 'model__max_samples': 0.5, 'model__n_estimators': 300}",0.75,0.5,300.0
wdbc,RandomForest,GridSearch,36,0.9907571888654013,0.009090832017353357,49,"{'model__max_features': 0.75, 'model__max_samples': 0.8, 'model__n_estimators': 100}",0.75,0.8,100.0
wdbc,RandomForest,GridSearch,37,0.991402266236825,0.008514619836898486,35,"{'model__max_features': 0.75, 'model__max_samples': 0.8, 'model__n_estimators': 150}",0.75,0.8,150.0
wdbc,RandomForest,GridSearch,38,0.9914990520521176,0.00793518430767879,33,"{'model__max_features': 0.75, 'model__max_samples': 0.8, 'model__n_estimators': 200}",0.75,0.8,200.0
wdbc,RandomForest,GridSearch,39,0.9913989519520175,0.008078567354534737,36,"{'model__max_features': 0.75, 'model__max_samples': 0.8, 'model__n_estimators': 250}",0.75,0.8,250.0
wdbc,RandomForest,GridSearch,40,0.9910329609610266,0.008451708534712526,44,"{'model__max_features': 0.75, 'model__max_samples': 0.8, 'model__n_estimators': 300}",0.75,0.8,300.0
wdbc,RandomForest,GridSearch,41,0.9896183580934202,0.011451056598961099,57,"{'model__max_features': 0.75, 'model__max_samples': 1.0, 'model__n_estimators': 100}",0.75,1.0,100.0
wdbc,RandomForest,GridSearch,42,0.9889451215921804,0.012071429753619394,59,"{'model__max_features': 0.75, 'model__max_samples': 1.0, 'model__n_estimators': 150}",0.75,1.0,150.0
wdbc,RandomForest,GridSearch,43,0.9905681232703291,0.009445684225417724,54,"{'model__max_features': 0.75, 'model__max_samples': 1.0, 'model__n_estimators': 200}",0.75,1.0,200.0
wdbc,RandomForest,GridSearch,44,0.9907184655538218,0.009356139364396743,50,"{'model__max_features': 0.75, 'model__max_samples': 1.0, 'model__n_estimators': 250}",0.75,1.0,250.0
wdbc,RandomForest,GridSearch,45,0.990647207560567,0.009454615321464294,51,"{'model__max_features': 0.75, 'model__max_samples': 1.0, 'model__n_estimators': 300}",0.75,1.0,300.0
wdbc,RandomForest,GridSearch,46,0.9913795630635217,0.008287874759056235,37,"{'model__max_features': 1, 'model__max_samples': 0.5, 'model__n_estimators': 100}",1.0,0.5,100.0
wdbc,RandomForest,GridSearch,47,0.9919622640290621,0.007706364814647188,27,"{'model__max_features': 1, 'model__max_samples': 0.5, 'model__n_estimators': 150}",1.0,0.5,150.0
wdbc,RandomForest,GridSearch,48,0.9919445625040076,0.0075491400292976045,28,"{'model__max_features': 1, 'model__max_samples': 0.5, 'model__n_estimators': 200}",1.0,0.5,200.0
wdbc,RandomForest,GridSearch,49,0.9926897459521944,0.006024920937348613,16,"{'model__max_features': 1, 'model__max_samples': 0.5, 'model__n_estimators': 250}",1.0,0.5,250.0
wdbc,RandomForest,GridSearch,50,0.9933327684158673,0.005364119615430179,11,"{'model__max_features': 1, 'model__max_samples': 0.5, 'model__n_estimators': 300}",1.0,0.5,300.0
wdbc,RandomForest,GridSearch,51,0.9944877426255019,0.004153844676347923,7,"{'model__max_features': 1, 'model__max_samples': 0.8, 'model__n_estimators': 100}",1.0,0.8,100.0
wdbc,RandomForest,GridSearch,52,0.9934342464233519,0.005759876836075353,10,"{'model__max_features': 1, 'model__max_samples': 0.8, 'model__n_estimators': 150}",1.0,0.8,150.0
wdbc,RandomForest,GridSearch,53,0.9938179757409049,0.0052343380499020875,9,"{'model__max_features': 1, 'model__max_samples': 0.8, 'model__n_estimators': 200}",1.0,0.8,200.0
wdbc,RandomForest,GridSearch,54,0.9943786304543764,0.0051175888462868975,8,"{'model__max_features': 1, 'model__max_samples': 0.8, 'model__n_estimators': 250}",1.0,0.8,250.0
wdbc,RandomForest,GridSearch,55,0.9946900653598046,0.004690390258467767,5,"{'model__max_features': 1, 'model__max_samples': 0.8, 'model__n_estimators': 300}",1.0,0.8,300.0
wdbc,RandomForest,GridSearch,56,0.994621184891297,0.0033178829990164666,6,"{'model__max_features': 1, 'model__max_samples': 1.0, 'model__n_estimators': 100}",1.0,1.0,100.0
wdbc,RandomForest,GridSearch,57,0.9952284140615131,0.003073729881130004,1,"{'model__max_features': 1, 'model__max_samples': 1.0, 'model__n_estimators': 150}",1.0,1.0,150.0
wdbc,RandomForest,GridSearch,58,0.995062623270722,0.003447827317141204,2,"{'model__max_features': 1, 'model__max_samples': 1.0, 'model__n_estimators': 200}",1.0,1.0,200.0
wdbc,RandomForest,GridSearch,59,0.9949437544018533,0.0037941590539143605,4,"{'model__max_features': 1, 'model__max_samples': 1.0, 'model__n_estimators': 250}",1.0,1.0,250.0
wdbc,RandomForest,GridSearch,60,0.9950595567922826,0.004251062974459775,3,"{'model__max_features': 1, 'model__max_samples': 1.0, 'model__n_estimators': 300}",1.0,1.0,300.0
wdbc,RandomForest,RandomSearch,1,0.9926107909379969,0.007480767287234358,18,"{'model__max_features': 0.4370861069626263, 'model__max_samples': 0.9753571532049581, 'model__n_estimators': 206}",0.4370861069626263,0.9753571532049581,206.0
wdbc,RandomForest,RandomSearch,2,0.9911025363598892,0.009383278848453967,73,"{'model__max_features': 0.8017219002454924, 'model__max_samples': 0.7984250789732434, 'model__n_estimators': 221}",0.8017219002454924,0.7984250789732434,221.0
wdbc,RandomForest,RandomSearch,3,0.9930123830891023,0.006633126460413378,10,"{'model__max_features': 0.2403950683025824, 'model__max_samples': 0.5290418060840998, 'model__n_estimators': 187}",0.2403950683025824,0.5290418060840998,187.0
wdbc,RandomForest,RandomSearch,4,0.9920730635636291,0.007589646558780061,39,"{'model__max_features': 0.4003377500251196, 'model__max_samples': 0.5714334089609704, 'model__n_estimators': 230}",0.4003377500251196,0.5714334089609704,230.0
wdbc,RandomForest,RandomSearch,5,0.9939970544957705,0.00597738697102897,5,"{'model__max_features': 0.1185260448662222, 'model__max_samples': 0.9849549260809971, 'model__n_estimators': 257}",0.1185260448662222,0.9849549260809971,257.0
wdbc,RandomForest,RandomSearch,6,0.994226096802816,0.005761628413080811,2,"{'model__max_features': 0.29110519961044856, 'model__max_samples': 0.5909124836035503, 'model__n_estimators': 120}",0.29110519961044856,0.5909124836035503,120.0
wdbc,RandomForest,RandomSearch,7,0.991569627068343,0.00837874491137989,53,"{'model__max_features': 0.6557333586649449, 'model__max_samples': 0.8058265802441404, 'model__n_estimators': 188}",0.6557333586649449,0.8058265802441404,188.0
wdbc,RandomForest,RandomSearch,8,0.9925417859624985,0.0074635449273353595,20,"{'model__max_features': 0.36210622617823773, 'model__max_samples': 0.8059264473611898, 'model__n_estimators': 269}",0.36210622617823773,0.8059264473611898,269.0
wdbc,RandomForest,RandomSearch,9,0.9925266789437149,0.009023151935779093,22,"{'model__max_features': 0.1419990968922539, 'model__max_samples': 0.9868777594207296, 'model__n_estimators': 114}",0.1419990968922539,0.9868777594207296,114.0
wdbc,RandomForest,RandomSearch,10,0.9907793964259686,0.00890409808028495,83,"{'model__max_features': 0.5104629857953323, 'model__max_samples': 0.8925879806965068, 'model__n_estimators': 150}",0.5104629857953323,0.8925879806965068,150.0
wdbc,RandomForest,RandomSearch,11,0.9925529205676267,0.0075206451780564865,19,"{'model__max_features': 0.4442157921404465, 'model__max_samples': 0.9916154429033941, 'model__n_estimators': 230}",0.4442157921404465,0.9916154429033941,230.0
wdbc,RandomForest,RandomSearch,12,0.9878528344520993,0.012865815300897265,118,"{'model__max_features': 0.8739463660626885, 'model__max_samples': 0.8401537692938899, 'model__n_estimators': 172}",0.8739463660626885,0.8401537692938899,172.0
wdbc,RandomForest,RandomSearch,13,0.9923241949009143,0.008956084737310261,30,"{'model__max_features': 0.1585464336867516, 'model__max_samples': 0.9744427686266666, 'model__n_estimators': 159}",0.1585464336867516,0.9744427686266666,159.0
wdbc,RandomForest,RandomSearch,14,0.9915807676501338,0.008244245583587722,52,"{'model__max_features': 0.6069593960609854, 'model__max_samples': 0.692708251269958, 'model__n_estimators': 189}",0.6069593960609854,0.692708251269958,189.0
wdbc,RandomForest,RandomSearch,15,0.9916078535595728,0.009740870822486541,50,"{'model__max_features': 0.1879049026057455, 'model__max_samples': 0.8421165132560784, 'model__n_estimators': 210}",0.1879049026057455,0.8421165132560784,210.0
wdbc,RandomForest,RandomSearch,16,0.9893783792912523,0.011703041838944474,101,"{'model__max_features': 0.7149371669429124, 'model__max_samples': 0.8049983288913105, 'model__n_estimators': 107}",0.7149371669429124,0.8049983288913105,107.0
wdbc,RandomForest,RandomSearch,17,0.993933616822836,0.005869619147161861,6,"{'model__max_features': 0.13094966900369656, 'model__max_samples': 0.954660201039391, 'model__n_estimators': 263}",0.13094966900369656,0.954660201039391,263.0
wdbc,RandomForest,RandomSearch,18,0.9924553901256161,0.007382266571550179,24,"{'model__max_features': 0.2640124790092561, 'model__max_samples': 0.8776807051588262, 'model__n_estimators': 233}",0.2640124790092561,0.8776807051588262,233.0
wdbc,RandomForest,RandomSearch,19,0.9927464921982114,0.006957466208739241,15,"{'model__max_features': 0.28714749658136995, 'model__max_samples': 0.7838501639099957, 'model__n_estimators': 290}",0.28714749658136995,0.7838501639099957,290.0
wdbc,RandomForest,RandomSearch,20,0.991273516163222,0.008853234150547916,68,"{'model__max_features': 0.8580562971354987, 'model__max_samples': 0.7248770666848828, 'model__n_estimators': 289}",0.8580562971354987,0.7248770666848828,289.0
wdbc,RandomForest,RandomSearch,21,0.9904756205323626,0.009448823111677189,88,"{'model__max_features': 0.9339929792144148, 'model__max_samples': 0.8636359979282104, 'model__n_estimators': 114}",0.9339929792144148,0.8636359979282104,114.0
wdbc,RandomForest,RandomSearch,22,0.9928792514869773,0.007338546623648761,13,"{'model__max_features': 0.17964325184672755, 'model__max_samples': 0.5979914312095727, 'model__n_estimators': 289}",0.17964325184672755,0.5979914312095727,289.0
wdbc,RandomForest,RandomSearch,23,0.9923938888301048,0.007844004825799373,27,"{'model__max_features': 0.39279729768693794, 'model__max_samples': 0.6943386448447411, 'model__n_estimators': 181}",0.39279729768693794,0.6943386448447411,181.0
wdbc,RandomForest,RandomSearch,24,0.9915472273744331,0.00836310607993758,54,"{'model__max_features': 0.5857229191501718, 'model__max_samples': 0.7933755828319241, 'model__n_estimators': 287}",0.5857229191501718,0.7933755828319241,287.0
wdbc,RandomForest,RandomSearch,25,0.9916601506507161,0.008018172243496876,49,"{'model__max_features': 0.5884264748424236, 'model__max_samples': 0.5704621124873813, 'model__n_estimators': 114}",0.5884264748424236,0.5704621124873813,114.0
wdbc,RandomForest,RandomSearch,26,0.9928909197139625,0.006432241306359852,12,"{'model__max_features': 0.24874024515670226, 'model__max_samples': 0.5078182033705969, 'model__n_estimators': 108}",0.24874024515670226,0.5078182033705969,108.0
wdbc,RandomForest,RandomSearch,27,0.9908997048519106,0.009301095755028693,78,"{'model__max_features': 0.7950202923669917, 'model__max_samples': 0.5993578407670862, 'model__n_estimators': 162}",0.7950202923669917,0.5993578407670862,162.0
wdbc,RandomForest,RandomSearch,28,0.9911087926161455,0.009249982768352842,72,"{'model__max_features': 0.8339152856093507, 'model__max_samples': 0.8534286719238086, 'model__n_estimators': 262}",0.8339152856093507,0.8534286719238086,262.0
wdbc,RandomForest,RandomSearch,29,0.9877168344815404,0.015908372648563922,120,"{'model__max_features': 0.8111579864780851, 'model__max_samples': 0.8029799873905057, 'model__n_estimators': 140}",0.8111579864780851,0.8029799873905057,140.0
wdbc,RandomForest,RandomSearch,30,0.9897801456457112,0.009805164484167805,98,"{'model__max_features': 0.9234637079894027, 'model__max_samples': 0.9250192888948996, 'model__n_estimators': 111}",0.9234637079894027,0.9250192888948996,111.0
wdbc,RandomForest,RandomSearch,31,0.9913781222988348,0.00914715081910128,62,"{'model__max_features': 0.39780822236738433, 'model__max_samples': 0.5317791751430119, 'model__n_estimators': 250}",0.39780822236738433,0.5317791751430119,250.0
wdbc,RandomForest,RandomSearch,32,0.9913948301831897,0.008358706724550554,61,"{'model__max_features': 0.7019571273972466, 'model__max_samples': 0.8329611783087483, 'model__n_estimators': 271}",0.7019571273972466,0.8329611783087483,271.0
wdbc,RandomForest,RandomSearch,33,0.9913760614144209,0.008747955777115915,63,"{'model__max_features': 0.6738017242196918, 'model__max_samples': 0.9436063712881633, 'model__n_estimators': 292}",0.6738017242196918,0.9436063712881633,292.0
wdbc,RandomForest,RandomSearch,34,0.9923426162045053,0.007451174240096999,29,"{'model__max_features': 0.44463418727841086, 'model__max_samples': 0.9858560476945519, 'model__n_estimators': 230}",0.44463418727841086,0.9858560476945519,230.0
wdbc,RandomForest,RandomSearch,35,0.9882091423483615,0.013027533924961011,115,"{'model__max_features': 0.7847065437552077, 'model__max_samples': 0.7806385987847482, 'model__n_estimators': 241}",0.7847065437552077,0.7806385987847482,241.0
wdbc,RandomForest,RandomSearch,36,0.9919142488076311,0.008379473735253204,42,"{'model__max_features': 0.5444160367279517, 'model__max_samples': 0.7613664146909971, 'model__n_estimators': 114}",0.5444160367279517,0.7613664146909971,114.0
wdbc,RandomForest,RandomSearch,37,0.9923106151446873,0.007817336704019835,31,"{'model__max_features': 0.19980173873064822, 'model__max_samples': 0.7196682509328851, 'model__n_estimators': 278}",0.19980173873064822,0.7196682509328851,278.0
wdbc,RandomForest,RandomSearch,38,0.9926388824414613,0.007625132321520611,17,"{'model__max_features': 0.12828626711806082, 'model__max_samples': 0.8182052056318903, 'model__n_estimators': 151}",0.12828626711806082,0.8182052056318903,151.0
wdbc,RandomForest,RandomSearch,39,0.9913138095155288,0.00866898735193618,67,"{'model__max_features': 0.6069480147787453, 'model__max_samples': 0.8477580432130638, 'model__n_estimators': 250}",0.6069480147787453,0.8477580432130638,250.0
wdbc,RandomForest,RandomSearch,40,0.988977470117176,0.011705016181125625,106,"{'model__max_features': 0.6439756413500355, 'model__max_samples': 0.7699205456508366, 'model__n_estimators': 128}",0.6439756413500355,0.7699205456508366,128.0
wdbc,RandomForest,RandomSearch,41,0.9922855901196623,0.006899942755981317,32,"{'model__max_features': 0.3059183489424602, 'model__max_samples': 0.5384899549143964, 'model__n_estimators': 286}",0.3059183489424602,0.5384899549143964,286.0
wdbc,RandomForest,RandomSearch,42,0.990854352970716,0.009342307657939697,80,"{'model__max_features': 0.725306439735734, 'model__max_samples': 0.9402339195076288, 'model__n_estimators': 269}",0.725306439735734,0.9402339195076288,269.0
wdbc,RandomForest,RandomSearch,43,0.9908898236471767,0.009614211712382078,79,"{'model__max_features': 0.8273083416079753, 'model__max_samples': 0.8167018782552118, 'model__n_estimators': 233}",0.8273083416079753,0.8167018782552118,233.0
wdbc,RandomForest,RandomSearch,44,0.990803266501796,0.010086700615187242,81,"{'model__max_features': 0.5108811134346193, 'model__max_samples': 0.6092202186084168, 'model__n_estimators': 183}",0.5108811134346193,0.6092202186084168,183.0
wdbc,RandomForest,RandomSearch,45,0.9866563990461049,0.016054986031723364,125,"{'model__max_features': 0.90330309864098, 'model__max_samples': 0.7696711209578253, 'model__n_estimators': 191}",0.90330309864098,0.7696711209578253,191.0
wdbc,RandomForest,RandomSearch,46,0.9933328917152447,0.006725152569384807,7,"{'model__max_features': 0.42066805426927745, 'model__max_samples': 0.9534142207728771, 'model__n_estimators': 228}",0.42066805426927745,0.9534142207728771,228.0
wdbc,RandomForest,RandomSearch,47,0.9905053745510871,0.010964381197395595,87,"{'model__max_features': 0.30514164628774754, 'model__max_samples': 0.7135538943131281, 'model__n_estimators': 215}",0.30514164628774754,0.7135538943131281,215.0
wdbc,RandomForest,RandomSearch,48,0.9917018835600961,0.008133349474243849,48,"{'model__max_features': 0.4173119707007521, 'model__max_samples': 0.6523906290790145, 'model__n_estimators': 297}",0.4173119707007521,0.6523906290790145,297.0
wdbc,RandomForest,RandomSearch,49,0.9912512469529663,0.008539756581525518,70,"{'model__max_features': 0.5596725723198092, 'model__max_samples': 0.7087055015743895, 'model__n_estimators': 264}",0.5596725723198092,0.7087055015743895,264.0
wdbc,RandomForest,RandomSearch,50,0.9901035226402872,0.009411702063505995,93,"{'model__max_features': 0.7231924296012433, 'model__max_samples': 0.6347061668992607, 'model__n_estimators': 251}",0.7231924296012433,0.6347061668992607,251.0
wdbc,RandomForest,RandomSearch,51,0.9885325193429377,0.012669926283114096,113,"{'model__max_features': 0.9486187335212672, 'model__max_samples': 0.6616014660103776, 'model__n_estimators': 195}",0.9486187335212672,0.6616014660103776,195.0
wdbc,RandomForest,RandomSearch,52,0.9899579521286647,0.01119950034396889,94,"{'model__max_features': 0.602291801815607, 'model__max_samples': 0.7019180855290204, 'model__n_estimators': 161}",0.602291801815607,0.7019180855290204,161.0
wdbc,RandomForest,RandomSearch,53,0.9871414142377999,0.015342129660579953,123,"{'model__max_features': 0.9746038744488646, 'model__max_samples': 0.9812236474710556, 'model__n_estimators': 138}",0.9746038744488646,0.9812236474710556,138.0
wdbc,RandomForest,RandomSearch,54,0.9914802832833487,0.008100728509489522,57,"{'model__max_features': 0.547523655303147, 'model__max_samples': 0.6504391549083848, 'model__n_estimators': 212}",0.547523655303147,0.6504391549083848,212.0
wdbc,RandomForest,RandomSearch,55,0.9882666284520468,0.012518756052950887,114,"{'model__max_features': 0.9979664365440477, 'model__max_samples': 0.6333905071376424, 'model__n_estimators': 101}",0.9979664365440477,0.6333905071376424,101.0
wdbc,RandomForest,RandomSearch,56,0.9903176868633995,0.00978225764853969,92,"{'model__max_features': 0.5524111209059753, 'model__max_samples': 0.5257393756249946, 'model__n_estimators': 228}",0.5524111209059753,0.5257393756249946,228.0
wdbc,RandomForest,RandomSearch,57,0.9928608550315676,0.007021557147159514,14,"{'model__max_features': 0.3156057016002752, 'model__max_samples': 0.5724474360456115, 'model__n_estimators': 271}",0.3156057016002752,0.5724474360456115,271.0
wdbc,RandomForest,RandomSearch,58,0.9906304996762122,0.009396023687829946,86,"{'model__max_features': 0.5030048481157825, 'model__max_samples': 0.776446544535664, 'model__n_estimators': 167}",0.5030048481157825,0.776446544535664,167.0
wdbc,RandomForest,RandomSearch,59,0.9926609654950376,0.007646742210772472,16,"{'model__max_features': 0.17276799369944373, 'model__max_samples': 0.6848272280307022, 'model__n_estimators': 244}",0.17276799369944373,0.6848272280307022,244.0
wdbc,RandomForest,RandomSearch,60,0.9915919022552618,0.008504590912629484,51,"{'model__max_features': 0.7553947137506736, 'model__max_samples': 0.6838915663596266, 'model__n_estimators': 215}",0.7553947137506736,0.6838915663596266,215.0
wdbc,RandomForest,RandomSearch,61,0.9888999558676652,0.012473397732299617,108,"{'model__max_features': 0.9850808268053587, 'model__max_samples': 0.6994122212222765, 'model__n_estimators': 243}",0.9850808268053587,0.6994122212222765,243.0
wdbc,RandomForest,RandomSearch,62,0.9874265398929649,0.013210728654728854,121,"{'model__max_features': 0.8517722460303142, 'model__max_samples': 0.6603900324858679, 'model__n_estimators': 169}",0.8517722460303142,0.6603900324858679,169.0
wdbc,RandomForest,RandomSearch,63,0.9908020499029095,0.00930600442204073,82,"{'model__max_features': 0.7262315261117936, 'model__max_samples': 0.9291794024068599, 'model__n_estimators': 286}",0.7262315261117936,0.9291794024068599,286.0
wdbc,RandomForest,RandomSearch,64,0.9919648324795384,0.009592259084234398,40,"{'model__max_features': 0.29821694280899347, 'model__max_samples': 0.855574766219009, 'model__n_estimators': 246}",0.29821694280899347,0.855574766219009,246.0
wdbc,RandomForest,RandomSearch,65,0.9921711027793153,0.007293539274130539,38,"{'model__max_features': 0.4137993885625565, 'model__max_samples': 0.5480882755457104, 'model__n_estimators': 260}",0.4137993885625565,0.5480882755457104,260.0
wdbc,RandomForest,RandomSearch,66,0.9914292027910918,0.008507771335304714,59,"{'model__max_features': 0.4578148189787701, 'model__max_samples': 0.75887567526374, 'model__n_estimators': 203}",0.4578148189787701,0.75887567526374,203.0
wdbc,RandomForest,RandomSearch,67,0.9925308375140501,0.00802330889140986,21,"{'model__max_features': 0.22376884973139394, 'model__max_samples': 0.6705331755251293, 'model__n_estimators': 277}",0.22376884973139394,0.6705331755251293,277.0
wdbc,RandomForest,RandomSearch,68,0.9894257860801978,0.011691585920472751,100,"{'model__max_features': 0.9322242564507065, 'model__max_samples': 0.9386696766904905, 'model__n_estimators': 198}",0.9322242564507065,0.9386696766904905,198.0
wdbc,RandomForest,RandomSearch,69,0.9929154111171303,0.006950229564050971,11,"{'model__max_features': 0.30569501961756973, 'model__max_samples': 0.587477463547968, 'model__n_estimators': 211}",0.30569501961756973,0.587477463547968,211.0
wdbc,RandomForest,RandomSearch,70,0.9878148736972268,0.01550164352859568,119,"{'model__max_features': 0.5996807304395161, 'model__max_samples': 0.7648252891780032, 'model__n_estimators': 101}",0.5996807304395161,0.7648252891780032,101.0
wdbc,RandomForest,RandomSearch,71,0.9887272198669258,0.012114915100336226,111,"{'model__max_features': 0.9966283297821319, 'model__max_samples': 0.9827096756443968, 'model__n_estimators': 296}",0.9966283297821319,0.9827096756443968,296.0
wdbc,RandomForest,RandomSearch,72,0.9870299505977218,0.015617703825249572,124,"{'model__max_features': 0.9103762514469974, 'model__max_samples': 0.816550728636634, 'model__n_estimators': 108}",0.9103762514469974,0.816550728636634,108.0
wdbc,RandomForest,RandomSearch,73,0.9917972914680039,0.007934042619259432,46,"{'model__max_features': 0.3509842173329637, 'model__max_samples': 0.8501789149863856, 'model__n_estimators': 230}",0.3509842173329637,0.8501789149863856,230.0
