dataset,model,search_method,iteration,mean_test_score,std_test_score,rank_test_score,params,model__max_features,model__max_samples,model__n_estimators
blood-transfusion-service-center,RandomForest,GridSearch,40,0.704416193452567,0.042609727043413016,52,"{'model__max_features': 0.75, 'model__max_samples': 0.8, 'model__n_estimators': 300}",0.75,0.8,300.0
blood-transfusion-service-center,RandomForest,GridSearch,41,0.6998860594910391,0.04545373671230502,59,"{'model__max_features': 0.75, 'model__max_samples': 1.0, 'model__n_estimators': 100}",0.75,1.0,100.0
blood-transfusion-service-center,RandomForest,GridSearch,42,0.7026709209171014,0.04239061237715438,58,"{'model__max_features': 0.75, 'model__max_samples': 1.0, 'model__n_estimators': 150}",0.75,1.0,150.0
blood-transfusion-service-center,RandomForest,GridSearch,43,0.7038739066295111,0.04097265237703556,53,"{'model__max_features': 0.75, 'model__max_samples': 1.0, 'model__n_estimators': 200}",0.75,1.0,200.0
blood-transfusion-service-center,RandomForest,GridSearch,44,0.7030058757071953,0.04357637484961218,56,"{'model__max_features': 0.75, 'model__max_samples': 1.0, 'model__n_estimators': 250}",0.75,1.0,250.0
blood-transfusion-service-center,RandomForest,GridSearch,45,0.7032415822010291,0.04137750638093167,55,"{'model__max_features': 0.75, 'model__max_samples': 1.0, 'model__n_estimators': 300}",0.75,1.0,300.0
blood-transfusion-service-center,RandomForest,GridSearch,46,0.7204260457003875,0.040577488650996536,7,"{'model__max_features': 1, 'model__max_samples': 0.5, 'model__n_estimators': 100}",1.0,0.5,100.0
blood-transfusion-service-center,RandomForest,GridSearch,47,0.7238401804627278,0.035614580056512204,1,"{'model__max_features': 1, 'model__max_samples': 0.5, 'model__n_estimators': 150}",1.0,0.5,150.0
blood-transfusion-service-center,RandomForest,GridSearch,48,0.7223095814549998,0.03119710089117646,3,"{'model__max_features': 1, 'model__max_samples': 0.5, 'model__n_estimators': 200}",1.0,0.5,200.0
blood-transfusion-service-center,RandomForest,GridSearch,49,0.7194823438480833,0.0332173497503441,13,"{'model__max_features': 1, 'model__max_samples': 0.5, 'model__n_estimators': 250}",1.0,0.5,250.0
blood-transfusion-service-center,RandomForest,GridSearch,50,0.7198073077897312,0.03525640324702837,9,"{'model__max_features': 1, 'model__max_samples': 0.5, 'model__n_estimators': 300}",1.0,0.5,300.0
blood-transfusion-service-center,RandomForest,GridSearch,51,0.7133289665335887,0.043970813379258074,31,"{'model__max_features': 1, 'model__max_samples': 0.8, 'model__n_estimators': 100}",1.0,0.8,100.0
blood-transfusion-service-center,RandomForest,GridSearch,52,0.7188536596515834,0.04186884809675496,15,"{'model__max_features': 1, 'model__max_samples': 0.8, 'model__n_estimators': 150}",1.0,0.8,150.0
blood-transfusion-service-center,RandomForest,GridSearch,53,0.7196986040094591,0.03942403352834605,11,"{'model__max_features': 1, 'model__max_samples': 0.8, 'model__n_estimators': 200}",1.0,0.8,200.0
blood-transfusion-service-center,RandomForest,GridSearch,54,0.7210467347802838,0.0396709089365941,5,"{'model__max_features': 1, 'model__max_samples': 0.8, 'model__n_estimators': 250}",1.0,0.8,250.0
blood-transfusion-service-center,RandomForest,GridSearch,55,0.7172721156783916,0.0401883180217147,18,"{'model__max_features': 1, 'model__max_samples': 0.8, 'model__n_estimators': 300}",1.0,0.8,300.0
blood-transfusion-service-center,RandomForest,GridSearch,56,0.7144782808330024,0.0413758753732936,22,"{'model__max_features': 1, 'model__max_samples': 1.0, 'model__n_estimators': 100}",1.0,1.0,100.0
blood-transfusion-service-center,RandomForest,GridSearch,57,0.7132258615234999,0.03931346747650308,33,"{'model__max_features': 1, 'model__max_samples': 1.0, 'model__n_estimators': 150}",1.0,1.0,150.0
blood-transfusion-service-center,RandomForest,GridSearch,58,0.7129459930250747,0.03817066151317035,35,"{'model__max_features': 1, 'model__max_samples': 1.0, 'model__n_estimators': 200}",1.0,1.0,200.0
blood-transfusion-service-center,RandomForest,GridSearch,59,0.7142160208893573,0.03710873147609787,26,"{'model__max_features': 1, 'model__max_samples': 1.0, 'model__n_estimators': 250}",1.0,1.0,250.0
blood-transfusion-service-center,RandomForest,GridSearch,60,0.714439108819777,0.03651948704438818,24,"{'model__max_features': 1, 'model__max_samples': 1.0, 'model__n_estimators': 300}",1.0,1.0,300.0
blood-transfusion-service-center,RandomForest,RandomSearch,1,0.7132036692807644,0.03807525915374936,60,"{'model__max_features': 0.4370861069626263, 'model__max_samples': 0.9753571532049581, 'model__n_estimators': 206}",0.4370861069626263,0.9753571532049581,206.0
blood-transfusion-service-center,RandomForest,RandomSearch,2,0.7031319325900667,0.041688996413840745,122,"{'model__max_features': 0.8017219002454924, 'model__max_samples': 0.7984250789732434, 'model__n_estimators': 221}",0.8017219002454924,0.7984250789732434,221.0
blood-transfusion-service-center,RandomForest,RandomSearch,3,0.7198530040777503,0.036176461755285334,10,"{'model__max_features': 0.2403950683025824, 'model__max_samples': 0.5290418060840998, 'model__n_estimators': 187}",0.2403950683025824,0.5290418060840998,187.0
blood-transfusion-service-center,RandomForest,RandomSearch,4,0.7163073221079566,0.03615118382092252,41,"{'model__max_features': 0.4003377500251196, 'model__max_samples': 0.5714334089609704, 'model__n_estimators': 230}",0.4003377500251196,0.5714334089609704,230.0
blood-transfusion-service-center,RandomForest,RandomSearch,5,0.7134569287162824,0.036881499799130274,57,"{'model__max_features': 0.1185260448662222, 'model__max_samples': 0.9849549260809971, 'model__n_estimators': 257}",0.1185260448662222,0.9849549260809971,257.0
blood-transfusion-service-center,RandomForest,RandomSearch,6,0.7194331513690235,0.035225177080564524,16,"{'model__max_features': 0.29110519961044856, 'model__max_samples': 0.5909124836035503, 'model__n_estimators': 120}",0.29110519961044856,0.5909124836035503,120.0
blood-transfusion-service-center,RandomForest,RandomSearch,7,0.7124454761090165,0.03615240791863783,67,"{'model__max_features': 0.6557333586649449, 'model__max_samples': 0.8058265802441404, 'model__n_estimators': 188}",0.6557333586649449,0.8058265802441404,188.0
blood-transfusion-service-center,RandomForest,RandomSearch,8,0.7175540966337227,0.0374470619780089,28,"{'model__max_features': 0.36210622617823773, 'model__max_samples': 0.8059264473611898, 'model__n_estimators': 269}",0.36210622617823773,0.8059264473611898,269.0
blood-transfusion-service-center,RandomForest,RandomSearch,9,0.7128244792496863,0.03914401665382385,63,"{'model__max_features': 0.1419990968922539, 'model__max_samples': 0.9868777594207296, 'model__n_estimators': 114}",0.1419990968922539,0.9868777594207296,114.0
blood-transfusion-service-center,RandomForest,RandomSearch,10,0.7112880650538445,0.03689796588075966,73,"{'model__max_features': 0.5104629857953323, 'model__max_samples': 0.8925879806965068, 'model__n_estimators': 150}",0.5104629857953323,0.8925879806965068,150.0
blood-transfusion-service-center,RandomForest,RandomSearch,11,0.7178190845915331,0.039451174367457736,25,"{'model__max_features': 0.4442157921404465, 'model__max_samples': 0.9916154429033941, 'model__n_estimators': 230}",0.4442157921404465,0.9916154429033941,230.0
blood-transfusion-service-center,RandomForest,RandomSearch,12,0.7060273281852864,0.041476010887888076,111,"{'model__max_features': 0.8739463660626885, 'model__max_samples': 0.8401537692938899, 'model__n_estimators': 172}",0.8739463660626885,0.8401537692938899,172.0
blood-transfusion-service-center,RandomForest,RandomSearch,13,0.7130054082340197,0.038152164223330606,62,"{'model__max_features': 0.1585464336867516, 'model__max_samples': 0.9744427686266666, 'model__n_estimators': 159}",0.1585464336867516,0.9744427686266666,159.0
blood-transfusion-service-center,RandomForest,RandomSearch,14,0.713722379503557,0.03500070174392383,52,"{'model__max_features': 0.6069593960609854, 'model__max_samples': 0.692708251269958, 'model__n_estimators': 189}",0.6069593960609854,0.692708251269958,189.0
blood-transfusion-service-center,RandomForest,RandomSearch,15,0.7167413958687353,0.040131150074860886,36,"{'model__max_features': 0.1879049026057455, 'model__max_samples': 0.8421165132560784, 'model__n_estimators': 210}",0.1879049026057455,0.8421165132560784,210.0
blood-transfusion-service-center,RandomForest,RandomSearch,16,0.7103303956253667,0.035043332714652244,78,"{'model__max_features': 0.7149371669429124, 'model__max_samples': 0.8049983288913105, 'model__n_estimators': 107}",0.7149371669429124,0.8049983288913105,107.0
blood-transfusion-service-center,RandomForest,RandomSearch,17,0.7139766069321674,0.034683925076183286,51,"{'model__max_features': 0.13094966900369656, 'model__max_samples': 0.954660201039391, 'model__n_estimators': 263}",0.13094966900369656,0.954660201039391,263.0
blood-transfusion-service-center,RandomForest,RandomSearch,18,0.7172951370363118,0.0355242740903154,31,"{'model__max_features': 0.2640124790092561, 'model__max_samples': 0.8776807051588262, 'model__n_estimators': 233}",0.2640124790092561,0.8776807051588262,233.0
blood-transfusion-service-center,RandomForest,RandomSearch,19,0.7196233309863967,0.03157451021720542,12,"{'model__max_features': 0.28714749658136995, 'model__max_samples': 0.7838501639099957, 'model__n_estimators': 290}",0.28714749658136995,0.7838501639099957,290.0
blood-transfusion-service-center,RandomForest,RandomSearch,20,0.7070722860590252,0.043473984671274,101,"{'model__max_features': 0.8580562971354987, 'model__max_samples': 0.7248770666848828, 'model__n_estimators': 289}",0.8580562971354987,0.7248770666848828,289.0
blood-transfusion-service-center,RandomForest,RandomSearch,21,0.7056211979170173,0.03668247520986096,114,"{'model__max_features': 0.9339929792144148, 'model__max_samples': 0.8636359979282104, 'model__n_estimators': 114}",0.9339929792144148,0.8636359979282104,114.0
blood-transfusion-service-center,RandomForest,RandomSearch,22,0.7208785021734084,0.040758508432803126,4,"{'model__max_features': 0.17964325184672755, 'model__max_samples': 0.5979914312095727, 'model__n_estimators': 289}",0.17964325184672755,0.5979914312095727,289.0
blood-transfusion-service-center,RandomForest,RandomSearch,23,0.7193017145709681,0.02905389408576822,17,"{'model__max_features': 0.39279729768693794, 'model__max_samples': 0.6943386448447411, 'model__n_estimators': 181}",0.39279729768693794,0.6943386448447411,181.0
blood-transfusion-service-center,RandomForest,RandomSearch,24,0.7058140928689421,0.041779678505111696,113,"{'model__max_features': 0.5857229191501718, 'model__max_samples': 0.7933755828319241, 'model__n_estimators': 287}",0.5857229191501718,0.7933755828319241,287.0
blood-transfusion-service-center,RandomForest,RandomSearch,25,0.711115203646002,0.041081991696601476,74,"{'model__max_features': 0.5884264748424236, 'model__max_samples': 0.5704621124873813, 'model__n_estimators': 114}",0.5884264748424236,0.5704621124873813,114.0
blood-transfusion-service-center,RandomForest,RandomSearch,26,0.7202055080534497,0.03757612366313157,6,"{'model__max_features': 0.24874024515670226, 'model__max_samples': 0.5078182033705969, 'model__n_estimators': 108}",0.24874024515670226,0.5078182033705969,108.0
blood-transfusion-service-center,RandomForest,RandomSearch,27,0.7086905445151438,0.04123194250663422,88,"{'model__max_features': 0.7950202923669917, 'model__max_samples': 0.5993578407670862, 'model__n_estimators': 162}",0.7950202923669917,0.5993578407670862,162.0
blood-transfusion-service-center,RandomForest,RandomSearch,28,0.7042631063661201,0.044067195353639795,118,"{'model__max_features': 0.8339152856093507, 'model__max_samples': 0.8534286719238086, 'model__n_estimators': 262}",0.8339152856093507,0.8534286719238086,262.0
blood-transfusion-service-center,RandomForest,RandomSearch,29,0.706423264734728,0.03979023648315616,106,"{'model__max_features': 0.8111579864780851, 'model__max_samples': 0.8029799873905057, 'model__n_estimators': 140}",0.8111579864780851,0.8029799873905057,140.0
blood-transfusion-service-center,RandomForest,RandomSearch,30,0.7020416511712834,0.04628669673831832,123,"{'model__max_features': 0.9234637079894027, 'model__max_samples': 0.9250192888948996, 'model__n_estimators': 111}",0.9234637079894027,0.9250192888948996,111.0
blood-transfusion-service-center,RandomForest,RandomSearch,31,0.7223453770907156,0.037084851899071763,2,"{'model__max_features': 0.39780822236738433, 'model__max_samples': 0.5317791751430119, 'model__n_estimators': 250}",0.39780822236738433,0.5317791751430119,250.0
blood-transfusion-service-center,RandomForest,RandomSearch,32,0.7087617430996318,0.036740268783494505,86,"{'model__max_features': 0.7019571273972466, 'model__max_samples': 0.8329611783087483, 'model__n_estimators': 271}",0.7019571273972466,0.8329611783087483,271.0
blood-transfusion-service-center,RandomForest,RandomSearch,33,0.7068050305782434,0.03782987486032184,103,"{'model__max_features': 0.6738017242196918, 'model__max_samples': 0.9436063712881633, 'model__n_estimators': 292}",0.6738017242196918,0.9436063712881633,292.0
blood-transfusion-service-center,RandomForest,RandomSearch,34,0.7133265549667724,0.037515080681617526,59,"{'model__max_features': 0.44463418727841086, 'model__max_samples': 0.9858560476945519, 'model__n_estimators': 230}",0.44463418727841086,0.9858560476945519,230.0
blood-transfusion-service-center,RandomForest,RandomSearch,35,0.7075326950439935,0.041442614493509056,99,"{'model__max_features': 0.7847065437552077, 'model__max_samples': 0.7806385987847482, 'model__n_estimators': 241}",0.7847065437552077,0.7806385987847482,241.0
blood-transfusion-service-center,RandomForest,RandomSearch,36,0.7095425105951632,0.04502179921160397,83,"{'model__max_features': 0.5444160367279517, 'model__max_samples': 0.7613664146909971, 'model__n_estimators': 114}",0.5444160367279517,0.7613664146909971,114.0
blood-transfusion-service-center,RandomForest,RandomSearch,37,0.7192008829337027,0.034179850278073895,18,"{'model__max_features': 0.19980173873064822, 'model__max_samples': 0.7196682509328851, 'model__n_estimators': 278}",0.19980173873064822,0.7196682509328851,278.0
blood-transfusion-service-center,RandomForest,RandomSearch,38,0.7174021556059068,0.03545498122851601,29,"{'model__max_features': 0.12828626711806082, 'model__max_samples': 0.8182052056318903, 'model__n_estimators': 151}",0.12828626711806082,0.8182052056318903,151.0
blood-transfusion-service-center,RandomForest,RandomSearch,39,0.7097079400154206,0.03852767315529511,81,"{'model__max_features': 0.6069480147787453, 'model__max_samples': 0.8477580432130638, 'model__n_estimators': 250}",0.6069480147787453,0.8477580432130638,250.0
blood-transfusion-service-center,RandomForest,RandomSearch,40,0.7060149823394923,0.040864362689819446,112,"{'model__max_features': 0.6439756413500355, 'model__max_samples': 0.7699205456508366, 'model__n_estimators': 128}",0.6439756413500355,0.7699205456508366,128.0
blood-transfusion-service-center,RandomForest,RandomSearch,41,0.7179832474301213,0.04131326589080258,24,"{'model__max_features': 0.3059183489424602, 'model__max_samples': 0.5384899549143964, 'model__n_estimators': 286}",0.3059183489424602,0.5384899549143964,286.0
blood-transfusion-service-center,RandomForest,RandomSearch,42,0.7087468820243975,0.03896453387318561,87,"{'model__max_features': 0.725306439735734, 'model__max_samples': 0.9402339195076288, 'model__n_estimators': 269}",0.725306439735734,0.9402339195076288,269.0
blood-transfusion-service-center,RandomForest,RandomSearch,43,0.7085778476246919,0.03943188880848913,90,"{'model__max_features': 0.8273083416079753, 'model__max_samples': 0.8167018782552118, 'model__n_estimators': 233}",0.8273083416079753,0.8167018782552118,233.0
blood-transfusion-service-center,RandomForest,RandomSearch,44,0.7130847991430118,0.037393704929434356,61,"{'model__max_features': 0.5108811134346193, 'model__max_samples': 0.6092202186084168, 'model__n_estimators': 183}",0.5108811134346193,0.6092202186084168,183.0
blood-transfusion-service-center,RandomForest,RandomSearch,45,0.707950369512934,0.043408083548762424,94,"{'model__max_features': 0.90330309864098, 'model__max_samples': 0.7696711209578253, 'model__n_estimators': 191}",0.90330309864098,0.7696711209578253,191.0
blood-transfusion-service-center,RandomForest,RandomSearch,46,0.7147557900784645,0.033952413113669755,48,"{'model__max_features': 0.42066805426927745, 'model__max_samples': 0.9534142207728771, 'model__n_estimators': 228}",0.42066805426927745,0.9534142207728771,228.0
blood-transfusion-service-center,RandomForest,RandomSearch,47,0.7167934515658837,0.03618155335727977,34,"{'model__max_features': 0.30514164628774754, 'model__max_samples': 0.7135538943131281, 'model__n_estimators': 215}",0.30514164628774754,0.7135538943131281,215.0
blood-transfusion-service-center,RandomForest,RandomSearch,48,0.7163491302426848,0.03940164360383274,40,"{'model__max_features': 0.4173119707007521, 'model__max_samples': 0.6523906290790145, 'model__n_estimators': 297}",0.4173119707007521,0.6523906290790145,297.0
blood-transfusion-service-center,RandomForest,RandomSearch,49,0.7074471945211107,0.0376251321441245,100,"{'model__max_features': 0.5596725723198092, 'model__max_samples': 0.7087055015743895, 'model__n_estimators': 264}",0.5596725723198092,0.7087055015743895,264.0
blood-transfusion-service-center,RandomForest,RandomSearch,50,0.7150856758065363,0.03424822832846279,46,"{'model__max_features': 0.7231924296012433, 'model__max_samples': 0.6347061668992607, 'model__n_estimators': 251}",0.7231924296012433,0.6347061668992607,251.0
blood-transfusion-service-center,RandomForest,RandomSearch,51,0.7093837873060216,0.041443166000051886,84,"{'model__max_features': 0.9486187335212672, 'model__max_samples': 0.6616014660103776, 'model__n_estimators': 195}",0.9486187335212672,0.6616014660103776,195.0
blood-transfusion-service-center,RandomForest,RandomSearch,52,0.7124621077783013,0.035860787807321895,66,"{'model__max_features': 0.602291801815607, 'model__max_samples': 0.7019180855290204, 'model__n_estimators': 161}",0.602291801815607,0.7019180855290204,161.0
blood-transfusion-service-center,RandomForest,RandomSearch,53,0.7018961976469299,0.03734124904625813,124,"{'model__max_features': 0.9746038744488646, 'model__max_samples': 0.9812236474710556, 'model__n_estimators': 138}",0.9746038744488646,0.9812236474710556,138.0
blood-transfusion-service-center,RandomForest,RandomSearch,54,0.7134684405415314,0.036597748026095785,56,"{'model__max_features': 0.547523655303147, 'model__max_samples': 0.6504391549083848, 'model__n_estimators': 212}",0.547523655303147,0.6504391549083848,212.0
blood-transfusion-service-center,RandomForest,RandomSearch,55,0.7088215082368581,0.04154181408092886,85,"{'model__max_features': 0.9979664365440477, 'model__max_samples': 0.6333905071376424, 'model__n_estimators': 101}",0.9979664365440477,0.6333905071376424,101.0
blood-transfusion-service-center,RandomForest,RandomSearch,56,0.7147453872126278,0.042915912676074246,49,"{'model__max_features': 0.5524111209059753, 'model__max_samples': 0.5257393756249946, 'model__n_estimators': 228}",0.5524111209059753,0.5257393756249946,228.0
blood-transfusion-service-center,RandomForest,RandomSearch,57,0.7148481699093467,0.036814457937717135,47,"{'model__max_features': 0.3156057016002752, 'model__max_samples': 0.5724474360456115, 'model__n_estimators': 271}",0.3156057016002752,0.5724474360456115,271.0
blood-transfusion-service-center,RandomForest,RandomSearch,58,0.7125768458334999,0.03945649135194656,65,"{'model__max_features': 0.5030048481157825, 'model__max_samples': 0.776446544535664, 'model__n_estimators': 167}",0.5030048481157825,0.776446544535664,167.0
blood-transfusion-service-center,RandomForest,RandomSearch,59,0.7195488764039284,0.029707745417685637,15,"{'model__max_features': 0.17276799369944373, 'model__max_samples': 0.6848272280307022, 'model__n_estimators': 244}",0.17276799369944373,0.6848272280307022,244.0
blood-transfusion-service-center,RandomForest,RandomSearch,60,0.7083268546785467,0.0378584923348892,92,"{'model__max_features': 0.7553947137506736, 'model__max_samples': 0.6838915663596266, 'model__n_estimators': 215}",0.7553947137506736,0.6838915663596266,215.0
blood-transfusion-service-center,RandomForest,RandomSearch,61,0.7078588627130411,0.039455888722694225,96,"{'model__max_features': 0.9850808268053587, 'model__max_samples': 0.6994122212222765, 'model__n_estimators': 243}",0.9850808268053587,0.6994122212222765,243.0
blood-transfusion-service-center,RandomForest,RandomSearch,62,0.7095603596132728,0.04021433176087071,82,"{'model__max_features': 0.8517722460303142, 'model__max_samples': 0.6603900324858679, 'model__n_estimators': 169}",0.8517722460303142,0.6603900324858679,169.0
blood-transfusion-service-center,RandomForest,RandomSearch,63,0.7101311687473724,0.03571815415787659,79,"{'model__max_features': 0.7262315261117936, 'model__max_samples': 0.9291794024068599, 'model__n_estimators': 286}",0.7262315261117936,0.9291794024068599,286.0
blood-transfusion-service-center,RandomForest,RandomSearch,64,0.7201779945685078,0.03534284941552997,7,"{'model__max_features': 0.29821694280899347, 'model__max_samples': 0.855574766219009, 'model__n_estimators': 246}",0.29821694280899347,0.855574766219009,246.0
blood-transfusion-service-center,RandomForest,RandomSearch,65,0.7161435464718221,0.039664015186728734,43,"{'model__max_features': 0.4137993885625565, 'model__max_samples': 0.5480882755457104, 'model__n_estimators': 260}",0.4137993885625565,0.5480882755457104,260.0
blood-transfusion-service-center,RandomForest,RandomSearch,66,0.7173931857215209,0.03146979544960685,30,"{'model__max_features': 0.4578148189787701, 'model__max_samples': 0.75887567526374, 'model__n_estimators': 203}",0.4578148189787701,0.75887567526374,203.0
blood-transfusion-service-center,RandomForest,RandomSearch,67,0.7188229485676174,0.03559885336956917,21,"{'model__max_features': 0.22376884973139394, 'model__max_samples': 0.6705331755251293, 'model__n_estimators': 277}",0.22376884973139394,0.6705331755251293,277.0
blood-transfusion-service-center,RandomForest,RandomSearch,68,0.7005731020536832,0.04159830760136256,125,"{'model__max_features': 0.9322242564507065, 'model__max_samples': 0.9386696766904905, 'model__n_estimators': 198}",0.9322242564507065,0.9386696766904905,198.0
blood-transfusion-service-center,RandomForest,RandomSearch,69,0.7196024632345773,0.03682813537193892,14,"{'model__max_features': 0.30569501961756973, 'model__max_samples': 0.587477463547968, 'model__n_estimators': 211}",0.30569501961756973,0.587477463547968,211.0
blood-transfusion-service-center,RandomForest,RandomSearch,70,0.7065431538271854,0.04140836589732197,104,"{'model__max_features': 0.5996807304395161, 'model__max_samples': 0.7648252891780032, 'model__n_estimators': 101}",0.5996807304395161,0.7648252891780032,101.0
blood-transfusion-service-center,RandomForest,RandomSearch,71,0.7042066147151479,0.0394138166978707,119,"{'model__max_features': 0.9966283297821319, 'model__max_samples': 0.9827096756443968, 'model__n_estimators': 296}",0.9966283297821319,0.9827096756443968,296.0
blood-transfusion-service-center,RandomForest,RandomSearch,72,0.7036223485184607,0.04604306877613019,120,"{'model__max_features': 0.9103762514469974, 'model__max_samples': 0.816550728636634, 'model__n_estimators': 108}",0.9103762514469974,0.816550728636634,108.0
blood-transfusion-service-center,RandomForest,RandomSearch,73,0.7172904622329586,0.03381642140032961,32,"{'model__max_features': 0.3509842173329637, 'model__max_samples': 0.8501789149863856, 'model__n_estimators': 230}",0.3509842173329637,0.8501789149863856,230.0
blood-transfusion-service-center,RandomForest,RandomSearch,74,0.7085185257999604,0.04161364414849685,91,"{'model__max_features': 0.8706918626902832, 'model__max_samples': 0.702254063561095, 'model__n_estimators': 260}",0.8706918626902832,0.702254063561095,260.0
blood-transfusion-service-center,RandomForest,RandomSearch,75,0.7167125059905253,0.03941661160132526,38,"{'model__max_features': 0.677828481538859, 'model__max_samples': 0.5420699824975244, 'model__n_estimators': 299}",0.677828481538859,0.5420699824975244,299.0
blood-transfusion-service-center,RandomForest,RandomSearch,76,0.7064812043819083,0.04237477367572657,105,"{'model__max_features': 0.8068065860025492, 'model__max_samples': 0.8344941273571143, 'model__n_estimators': 211}",0.8068065860025492,0.8344941273571143,211.0
blood-transfusion-service-center,RandomForest,RandomSearch,77,0.7167195334604155,0.03255009429800863,37,"{'model__max_features': 0.1913243885794289, 'model__max_samples': 0.8317508845540279, 'model__n_estimators': 192}",0.1913243885794289,0.8317508845540279,192.0
blood-transfusion-service-center,RandomForest,RandomSearch,78,0.7167437284421216,0.03873921988939508,35,"{'model__max_features': 0.3555288772637192, 'model__max_samples': 0.6526819301721967, 'model__n_estimators': 293}",0.3555288772637192,0.6526819301721967,293.0
blood-transfusion-service-center,RandomForest,RandomSearch,79,0.7123539101154386,0.035060268116691995,68,"{'model__max_features': 0.7227056779234239, 'model__max_samples': 0.8259806297513003, 'model__n_estimators': 268}",0.7227056779234239,0.8259806297513003,268.0
blood-transfusion-service-center,RandomForest,RandomSearch,80,0.7197190466911852,0.033070349758878535,11,"{'model__max_features': 0.2583327274096109, 'model__max_samples': 0.5090376818077604, 'model__n_estimators': 241}",0.2583327274096109,0.5090376818077604,241.0
blood-transfusion-service-center,RandomForest,RandomSearch,81,0.7199017147646278,0.03388448031151589,9,"{'model__max_features': 0.39285972834334093, 'model__max_samples': 0.8732457025590121, 'model__n_estimators': 227}",0.39285972834334093,0.8732457025590121,227.0
blood-transfusion-service-center,RandomForest,RandomSearch,82,0.704915189618945,0.038234498258373564,115,"{'model__max_features': 0.769753470750906, 'model__max_samples': 0.8604699621260646, 'model__n_estimators': 227}",0.769753470750906,0.8604699621260646,227.0
blood-transfusion-service-center,RandomForest,RandomSearch,83,0.7141784194159896,0.043968489323498984,50,"{'model__max_features': 0.6114777430019245, 'model__max_samples': 0.5468373839140462, 'model__n_estimators': 214}",0.6114777430019245,0.5468373839140462,214.0
blood-transfusion-service-center,RandomForest,RandomSearch,84,0.7068119845835465,0.03645447563511137,102,"{'model__max_features': 0.6726993563673058, 'model__max_samples': 0.6252309093027921, 'model__n_estimators': 257}",0.6726993563673058,0.6252309093027921,257.0
blood-transfusion-service-center,RandomForest,RandomSearch,85,0.7044973082917315,0.04106610295012074,117,"{'model__max_features': 0.975709499277201, 'model__max_samples': 0.6965488623333802, 'model__n_estimators': 281}",0.975709499277201,0.6965488623333802,281.0
blood-transfusion-service-center,RandomForest,RandomSearch,86,0.70626801547561,0.041012913697132794,108,"{'model__max_features': 0.9154889089466987, 'model__max_samples': 0.7171971827552144, 'model__n_estimators': 120}",0.9154889089466987,0.7171971827552144,120.0
blood-transfusion-service-center,RandomForest,RandomSearch,87,0.7082974467600767,0.037080110155505094,93,"{'model__max_features': 0.5523733837946729, 'model__max_samples': 0.7884519423131795, 'model__n_estimators': 291}",0.5523733837946729,0.7884519423131795,291.0
blood-transfusion-service-center,RandomForest,RandomSearch,88,0.7169777710380131,0.04025002655718518,33,"{'model__max_features': 0.8777508085647128, 'model__max_samples': 0.6150926341207776, 'model__n_estimators': 147}",0.8777508085647128,0.6150926341207776,147.0
blood-transfusion-service-center,RandomForest,RandomSearch,89,0.7246599394327864,0.03503634874282489,1,"{'model__max_features': 0.35269512619677024, 'model__max_samples': 0.5121579832157269, 'model__n_estimators': 148}",0.35269512619677024,0.5121579832157269,148.0
blood-transfusion-service-center,RandomForest,RandomSearch,90,0.7136435185917553,0.04155174048281235,53,"{'model__max_features': 0.13924339457899038, 'model__max_samples': 0.9972752553986706, 'model__n_estimators': 257}",0.13924339457899038,0.9972752553986706,257.0
blood-transfusion-service-center,RandomForest,RandomSearch,91,0.7032723634695008,0.04024630282013199,121,"{'model__max_features': 0.9585357193023286, 'model__max_samples': 0.9574321951102243, 'model__n_estimators': 198}",0.9585357193023286,0.9574321951102243,198.0
blood-transfusion-service-center,RandomForest,RandomSearch,92,0.7061644826791114,0.03857838891172219,110,"{'model__max_features': 0.7729468965076726, 'model__max_samples': 0.9765359235119766, 'model__n_estimators': 192}",0.7729468965076726,0.9765359235119766,192.0
blood-transfusion-service-center,RandomForest,RandomSearch,93,0.7152981415423103,0.0389196161672139,45,"{'model__max_features': 0.4853657334855829, 'model__max_samples': 0.9833274095218347, 'model__n_estimators': 198}",0.4853657334855829,0.9833274095218347,198.0
blood-transfusion-service-center,RandomForest,RandomSearch,94,0.712350197464527,0.044624676853330866,69,"{'model__max_features': 0.9822984253444411, 'model__max_samples': 0.5376731280030641, 'model__n_estimators': 259}",0.9822984253444411,0.5376731280030641,259.0
blood-transfusion-service-center,RandomForest,RandomSearch,95,0.7075988594181675,0.03918155445279831,97,"{'model__max_features': 0.8660230043651712, 'model__max_samples': 0.6584610025781388, 'model__n_estimators': 227}",0.8660230043651712,0.6584610025781388,227.0
blood-transfusion-service-center,RandomForest,RandomSearch,96,0.7215926802303448,0.03008695600421389,3,"{'model__max_features': 0.4354181803846444, 'model__max_samples': 0.6973457334047362, 'model__n_estimators': 153}",0.4354181803846444,0.6973457334047362,153.0
blood-transfusion-service-center,RandomForest,RandomSearch,97,0.7104092376137111,0.03669560740068304,77,"{'model__max_features': 0.7264268170074757, 'model__max_samples': 0.7850305850446825, 'model__n_estimators': 123}",0.7264268170074757,0.7850305850446825,123.0
blood-transfusion-service-center,RandomForest,RandomSearch,98,0.7196098451411247,0.03571350722936389,13,"{'model__max_features': 0.2880268458538242, 'model__max_samples': 0.8355717584120252, 'model__n_estimators': 250}",0.2880268458538242,0.8355717584120252,250.0
