model,sampling_method,dataset_id,dataset_usage_percent,reference_auc,reference_risk,best_dataset_auc,best_dataset_risk,tunability_risk_diff,n_trials
xgboost,bayesian,1590,100,0.9284627262940279,0.07153727370597207,0.9291112440925907,0.07088875590740928,0.0006485177985627866,32
xgboost,bayesian,1510,100,0.9931597552585106,0.006840244741489365,0.9938803579443933,0.006119642055606667,0.0007206026858826986,32
xgboost,bayesian,1461,100,0.5518631764986003,0.4481368235013997,0.5518631764986003,0.4481368235013997,0.0,32
xgboost,bayesian,24,100,0.9655555901888413,0.034444409811158705,0.9773476478668515,0.022652352133148534,0.01179205767801017,32
xgboost,bayesian,40945,100,0.9699569051453111,0.030043094854688923,0.9715591595736524,0.028440840426347647,0.0016022544283412765,32
xgboost,random,1590,100,0.9197553033061789,0.08024469669382106,0.9228411584938925,0.07715884150610752,0.0030858551877135376,32
xgboost,random,1510,100,0.993085190730949,0.00691480926905097,0.9942728073869574,0.005727192613042553,0.0011876166560084167,32
xgboost,random,1461,100,0.48662331592245567,0.5133766840775443,0.49387235376691774,0.5061276462330823,0.0072490378444620696,32
xgboost,random,24,100,0.9722093126069158,0.027790687393084212,0.9832548560127737,0.016745143987226263,0.01104554340585795,32
xgboost,random,40945,100,0.9580233110957748,0.041976688904225234,0.9621535925159114,0.03784640748408863,0.004130281420136606,32
xgboost,grid,1590,100,0.9183605064216657,0.08163949357833433,0.9295971386959083,0.07040286130409168,0.011236632274242653,32
xgboost,grid,1510,100,0.9915195306204151,0.00848046937958491,0.993419582958561,0.0065804170414389684,0.001900052338145941,32
xgboost,grid,1461,100,0.618213307604345,0.381786692395655,0.6196032363975441,0.3803967636024559,0.0013899287931991022,32
xgboost,grid,24,100,0.992575490955103,0.007424509044896999,0.9960129650285634,0.003987034971436598,0.0034374740734604003,32
xgboost,grid,40945,100,0.9716032512844107,0.02839674871558928,0.9828782301970709,0.01712176980292912,0.01127497891266016,32
