dataset,data_fraction,model,tuning_method,iteration,AUC,rf__max_depth,rf__min_samples_split,rf__n_estimators,xgb__learning_rate,xgb__max_depth,xgb__n_estimators,xgb__subsample,sgd__alpha,sgd__l1_ratio,sgd__penalty
eeg-eye-state,0.5,XGBoost,BayesSearch,28,0.9567639088720723,,,,0.9339782115783368,9,583,0.7706717395538148,,,
eeg-eye-state,0.5,XGBoost,BayesSearch,29,0.8504697537226366,,,,0.001,15,2,1.0,,,
eeg-eye-state,0.5,XGBoost,BayesSearch,30,0.9647398650673972,,,,0.0023821521538172985,13,2000,0.5911493311722319,,,
eeg-eye-state,0.5,XGBoost,BayesSearch,31,0.9712417972875134,,,,0.04676666451774148,14,880,0.2890918465612914,,,
eeg-eye-state,0.5,XGBoost,BayesSearch,32,0.9718784009840948,,,,0.16593574781421605,10,1399,0.7523884107278311,,,
eeg-eye-state,0.5,XGBoost,BayesSearch,33,0.971011654423124,,,,0.017382989382636514,9,2000,1.0,,,
eeg-eye-state,0.5,XGBoost,BayesSearch,34,0.970657433283068,,,,0.35073858359455745,7,697,1.0,,,
eeg-eye-state,0.5,XGBoost,BayesSearch,35,0.9717306887511586,,,,0.11781560374439032,13,700,0.46439190232690764,,,
eeg-eye-state,0.5,XGBoost,BayesSearch,36,0.9671043416155942,,,,0.2138360761384483,4,2000,1.0,,,
eeg-eye-state,0.5,XGBoost,BayesSearch,37,0.9636027690927789,,,,0.5116968821826025,8,2000,0.7266879176366816,,,
eeg-eye-state,0.5,XGBoost,BayesSearch,38,0.9718477777162912,,,,0.19284591024206277,12,543,1.0,,,
eeg-eye-state,0.5,XGBoost,BayesSearch,39,0.9748768152032059,,,,0.019970968400515692,12,2000,0.6645214306655123,,,
eeg-eye-state,0.5,XGBoost,BayesSearch,40,0.9708084600344018,,,,0.021129079107803345,14,2000,1.0,,,
eeg-eye-state,0.5,SGDClassifier,RandomSearch,1,0.6236427767709327,,,,,,,,7.459343285726545e-05,0.9507143064099162,elasticnet
eeg-eye-state,0.5,SGDClassifier,RandomSearch,2,0.6519830619463314,,,,,,,,0.007915074397656213,0.596850157946487,l1
eeg-eye-state,0.5,SGDClassifier,RandomSearch,3,0.532312663420168,,,,,,,,6.025215736203857e-06,0.05808361216819946,l2
eeg-eye-state,0.5,SGDClassifier,RandomSearch,4,0.65611050200831,,,,,,,,0.0010129197956845733,0.7080725777960455,l1
eeg-eye-state,0.5,SGDClassifier,RandomSearch,5,0.5304225232765657,,,,,,,,1.914511128571072e-06,0.7219987722668247,l1
eeg-eye-state,0.5,SGDClassifier,RandomSearch,6,0.5979801901323041,,,,,,,,1.152644954031561e-05,0.18182496720710062,l2
eeg-eye-state,0.5,SGDClassifier,RandomSearch,7,0.6568231234637927,,,,,,,,0.0012229467525390603,0.6116531604882809,l2
eeg-eye-state,0.5,SGDClassifier,RandomSearch,8,0.6277465828756416,,,,,,,,0.00014445251022763062,0.2912291401980419,elasticnet
eeg-eye-state,0.5,SGDClassifier,RandomSearch,9,0.617185230275445,,,,,,,,9.984006580328649e-05,0.04666566321361543,elasticnet
eeg-eye-state,0.5,SGDClassifier,RandomSearch,10,0.5992974950311046,,,,,,,,0.00019069966103000426,0.7851759613930136,elasticnet
eeg-eye-state,0.5,SGDClassifier,RandomSearch,11,0.6231993518531329,,,,,,,,8.171653749019031e-05,0.9832308858067882,l2
eeg-eye-state,0.5,SGDClassifier,RandomSearch,12,0.5422400783494505,,,,,,,,1.707072883030664e-06,0.6075448519014384,l2
eeg-eye-state,0.5,SGDClassifier,RandomSearch,13,0.6169174748327177,,,,,,,,0.00017885301261862016,0.013264961159866528,l2
eeg-eye-state,0.5,SGDClassifier,RandomSearch,14,0.648832828373661,,,,,,,,0.06732248920775338,0.8083973481164611,l2
eeg-eye-state,0.5,SGDClassifier,RandomSearch,15,0.5740571492144304,,,,,,,,1.201797402730995e-06,0.230893825622149,elasticnet
eeg-eye-state,0.5,SGDClassifier,RandomSearch,16,0.6577458565637839,,,,,,,,0.002608060094552367,0.6099966577826209,elasticnet
eeg-eye-state,0.5,SGDClassifier,RandomSearch,17,0.6457975941784375,,,,,,,,7.359075652019385e-06,0.3910606075732408,l1
eeg-eye-state,0.5,SGDClassifier,RandomSearch,18,0.6499877218709793,,,,,,,,0.0020540519425388455,0.31171107608941095,l1
eeg-eye-state,0.5,SGDClassifier,RandomSearch,19,0.5469400654372398,,,,,,,,1.0957420145894568e-05,0.5677003278199915,l2
eeg-eye-state,0.5,SGDClassifier,RandomSearch,20,0.5,,,,,,,,0.07045683638454502,0.7751328233611146,l1
eeg-eye-state,0.5,SGDClassifier,RandomSearch,21,0.6240625677314628,,,,,,,,9.456951897345889e-05,0.9266588657937942,elasticnet
eeg-eye-state,0.5,SGDClassifier,RandomSearch,22,0.6511369950979714,,,,,,,,0.040679084943595456,0.0884925020519195,elasticnet
eeg-eye-state,0.5,SGDClassifier,RandomSearch,23,0.6193994726745339,,,,,,,,0.00040194932171246393,0.9611720243493491,l2
eeg-eye-state,0.5,SGDClassifier,RandomSearch,24,0.6219654863522543,,,,,,,,8.777815504719653e-05,0.2713490317738959,l2
eeg-eye-state,0.5,SGDClassifier,RandomSearch,25,0.651388177948711,,,,,,,,0.0008585306974480479,0.965255307264138,l2
eeg-eye-state,0.5,SGDClassifier,RandomSearch,26,0.5950603876430143,,,,,,,,5.0654860639753525e-06,0.8021969807540397,l2
eeg-eye-state,0.5,SGDClassifier,RandomSearch,27,0.565131439388699,,,,,,,,1.1972422479639328e-06,0.4234014807063696,l2
eeg-eye-state,0.5,SGDClassifier,RandomSearch,28,0.570172965980936,,,,,,,,9.853225172032555e-06,0.005522117123602399,elasticnet
eeg-eye-state,0.5,SGDClassifier,RandomSearch,29,0.635855191861618,,,,,,,,9.867611000082876e-06,0.71134195274865,elasticnet
eeg-eye-state,0.5,SGDClassifier,RandomSearch,30,0.6585750626011648,,,,,,,,0.007183758655813992,0.07404465173409036,elasticnet
eeg-eye-state,0.5,SGDClassifier,RandomSearch,31,0.6579849342168975,,,,,,,,0.0018004668413421285,0.9149596755437808,l2
eeg-eye-state,0.5,SGDClassifier,RandomSearch,32,0.6568471897495491,,,,,,,,0.001307647338292854,0.3308980248526492,elasticnet
eeg-eye-state,0.5,SGDClassifier,RandomSearch,33,0.620779032875411,,,,,,,,3.588488911386258e-05,0.32518332202674705,elasticnet
eeg-eye-state,0.5,SGDClassifier,RandomSearch,34,0.6523003910555272,,,,,,,,0.0009046673956058785,0.27472179299006416,elasticnet
eeg-eye-state,0.5,SGDClassifier,RandomSearch,35,0.6020400428408709,,,,,,,,0.00022965432344634342,0.1195942459383017,l1
eeg-eye-state,0.5,SGDClassifier,RandomSearch,36,0.6385377901212365,,,,,,,,0.017561803816666714,0.7217295211648732,elasticnet
eeg-eye-state,0.5,SGDClassifier,RandomSearch,37,0.6583746062928582,,,,,,,,0.007158728631500196,0.49379559636439074,l2
eeg-eye-state,0.5,SGDClassifier,RandomSearch,38,0.6587739337050206,,,,,,,,0.0035753161317240768,0.11089082081183133,l2
eeg-eye-state,0.5,SGDClassifier,RandomSearch,39,0.5710632744444291,,,,,,,,1.0199902295182438e-05,0.8957635956735194,l2
eeg-eye-state,0.5,SGDClassifier,RandomSearch,40,0.5939627056154283,,,,,,,,3.730610475453591e-05,0.5085706911647028,l1
eeg-eye-state,0.5,SGDClassifier,BayesSearch,1,0.6257277529525154,,,,,,,,0.00011233621690895234,0.7277257431773251,elasticnet
eeg-eye-state,0.5,SGDClassifier,BayesSearch,2,0.6604058296326016,,,,,,,,0.01537948446580078,0.8833152773808622,l2
eeg-eye-state,0.5,SGDClassifier,BayesSearch,3,0.6147046735285844,,,,,,,,0.00016755699440936588,0.9187225216693771,l2
eeg-eye-state,0.5,SGDClassifier,BayesSearch,4,0.6445680519624255,,,,,,,,0.011533999859559564,0.1718715613965607,l1
eeg-eye-state,0.5,SGDClassifier,BayesSearch,5,0.6499175405466477,,,,,,,,0.009948719998234101,0.43802918644092337,l1
eeg-eye-state,0.5,SGDClassifier,BayesSearch,6,0.6564912392955466,,,,,,,,0.0046788604247112444,0.9393697376027718,l2
eeg-eye-state,0.5,SGDClassifier,BayesSearch,7,0.6578418334878187,,,,,,,,0.0012172976749510152,0.7753643788278826,l1
eeg-eye-state,0.5,SGDClassifier,BayesSearch,8,0.6310590837402985,,,,,,,,0.0005212131190318165,0.9200092264373164,l1
eeg-eye-state,0.5,SGDClassifier,BayesSearch,9,0.6093303260563803,,,,,,,,0.05989491205267932,0.700621444621366,elasticnet
eeg-eye-state,0.5,SGDClassifier,BayesSearch,10,0.5709252175476944,,,,,,,,1.0426811836320545e-06,0.8178300196637516,elasticnet
eeg-eye-state,0.5,SGDClassifier,BayesSearch,11,0.5,,,,,,,,0.1,1.0,l1
eeg-eye-state,0.5,SGDClassifier,BayesSearch,12,0.6593754467394362,,,,,,,,0.009830497153078897,1.0,l2
eeg-eye-state,0.5,SGDClassifier,BayesSearch,13,0.658218247490189,,,,,,,,0.0026071698333393883,0.021634217222057866,elasticnet
eeg-eye-state,0.5,SGDClassifier,BayesSearch,14,0.6545745830047637,,,,,,,,0.002922945823154881,0.0,l1
eeg-eye-state,0.5,SGDClassifier,BayesSearch,15,0.6449058446199891,,,,,,,,0.1,0.9877084213714227,l2
eeg-eye-state,0.5,SGDClassifier,BayesSearch,16,0.615437470313444,,,,,,,,6.702482585802845e-05,0.03297824601289666,elasticnet
eeg-eye-state,0.5,SGDClassifier,BayesSearch,17,0.6533398528469119,,,,,,,,0.002413723114325037,1.0,l1
eeg-eye-state,0.5,SGDClassifier,BayesSearch,18,0.5879528352678591,,,,,,,,1e-06,0.18087933500011183,l2
eeg-eye-state,0.5,SGDClassifier,BayesSearch,19,0.5879528352678591,,,,,,,,1e-06,0.4900963054063297,l2
eeg-eye-state,0.5,SGDClassifier,BayesSearch,20,0.6569201091542963,,,,,,,,0.005032381067865008,0.07344897389195103,l2
eeg-eye-state,0.5,SGDClassifier,BayesSearch,21,0.6214562754497369,,,,,,,,1e-06,0.0859510630731776,l1
eeg-eye-state,0.5,SGDClassifier,BayesSearch,22,0.6679057201093848,,,,,,,,1.2620473885296514e-05,0.0005399235759840479,l1
eeg-eye-state,0.5,SGDClassifier,BayesSearch,23,0.5923803833543158,,,,,,,,3.3301916991722015e-05,0.04908528330339802,l1
eeg-eye-state,0.5,SGDClassifier,BayesSearch,24,0.6462800727695308,,,,,,,,6.046707756084704e-06,0.007245445323581243,l1
eeg-eye-state,0.5,SGDClassifier,BayesSearch,25,0.6487106235214366,,,,,,,,0.0007717686472268776,0.0,elasticnet
eeg-eye-state,0.5,SGDClassifier,BayesSearch,26,0.6519676422303077,,,,,,,,0.008237396225826693,0.9734081102059174,elasticnet
eeg-eye-state,0.5,SGDClassifier,BayesSearch,27,0.5673540401385295,,,,,,,,8.653548487883838e-06,0.8316942056191277,l2
eeg-eye-state,0.5,SGDClassifier,BayesSearch,28,0.6573894737812949,,,,,,,,0.0014558658923405647,0.11950018243230427,l2
eeg-eye-state,0.5,SGDClassifier,BayesSearch,29,0.6309017161711605,,,,,,,,1.0111895988231063e-05,1.0,l1
eeg-eye-state,0.5,SGDClassifier,BayesSearch,30,0.6586747863720838,,,,,,,,0.0014543804489812182,1.0,elasticnet
eeg-eye-state,0.5,SGDClassifier,BayesSearch,31,0.6604656350732538,,,,,,,,0.0130268661514515,0.0,l2
eeg-eye-state,0.5,SGDClassifier,BayesSearch,32,0.6532371027765864,,,,,,,,0.002329620809741716,0.0,l1
eeg-eye-state,0.5,SGDClassifier,BayesSearch,33,0.6588132755973051,,,,,,,,0.003732772130717392,0.0,l2
eeg-eye-state,0.5,SGDClassifier,BayesSearch,34,0.6587549112516082,,,,,,,,0.0035320515532157107,0.0327692677528676,l2
eeg-eye-state,0.5,SGDClassifier,BayesSearch,35,0.658797999990777,,,,,,,,0.003690436687297967,0.0,l2
eeg-eye-state,0.5,SGDClassifier,BayesSearch,36,0.6496483440089648,,,,,,,,0.0007990109994717268,1.0,l2
eeg-eye-state,0.5,SGDClassifier,BayesSearch,37,0.6587870476691153,,,,,,,,0.003659448105241888,0.0,l2
eeg-eye-state,0.5,SGDClassifier,BayesSearch,38,0.6588036202611034,,,,,,,,0.003712111319049456,0.0,l2
eeg-eye-state,0.5,SGDClassifier,BayesSearch,39,0.6606061418314126,,,,,,,,1.604903192539953e-05,0.016636162784424115,l1
eeg-eye-state,0.5,SGDClassifier,BayesSearch,40,0.658794829581875,,,,,,,,0.003707428289820816,0.0,l2
eeg-eye-state,0.75,RandomForest,RandomSearch,1,0.9058886816922929,8,21,862,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,2,0.9567043847431584,16,12,73,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,3,0.9542837028884332,30,22,616,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,4,0.9553104787590792,27,20,216,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,5,0.9460987466292174,12,12,89,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,6,0.9686009123287292,22,5,873,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,7,0.9698364492415226,25,4,663,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,8,0.9699885146494034,22,3,345,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,9,0.940151399253224,13,31,807,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,10,0.7778601892005552,3,29,278,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,11,0.7415267073410754,2,13,315,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,12,0.9483863942873522,23,30,749,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,13,0.9573741450601536,26,18,476,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,14,0.9635366185140206,28,11,477,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,15,0.9586355946203654,29,17,784,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,16,0.9475935555763656,31,31,688,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,17,0.9562667242222291,31,20,877,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,18,0.9552555942598577,24,21,833,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,19,0.96970775605585,26,4,486,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,20,0.9555201092320975,20,8,22,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,21,0.9370821134050753,10,8,275,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,22,0.8330067800459926,5,26,317,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,23,0.9530638644858062,15,19,778,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,24,0.9543983066895183,27,22,899,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,25,0.9489245770850696,21,29,368,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,26,0.9658223890727249,29,8,429,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,27,0.9654202327187179,30,9,944,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,28,0.8027572415670046,4,15,82,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,29,0.8332481224680881,5,19,873,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,30,0.8348308047470445,5,3,391,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,31,0.9636504267295956,23,11,773,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,32,0.9483854347320448,23,30,704,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,33,0.9498929824176496,19,27,557,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,34,0.7774694151263966,3,11,959,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,35,0.8338601753038926,5,15,864,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,36,0.9574785976269954,17,16,457,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,37,0.9480811325619498,15,24,253,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,38,0.9470256558954141,26,31,297,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,39,0.9583394543897789,22,17,750,,,,,,,
eeg-eye-state,0.75,RandomForest,RandomSearch,40,0.9548432706407517,19,16,54,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,1,0.9479592725543586,14,24,933,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,2,0.9496931804312091,27,28,305,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,3,0.9437097678704002,15,30,107,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,4,0.9668750045107726,26,7,599,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,5,0.9602095596923433,26,15,528,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,6,0.9476210574917869,24,30,165,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,7,0.9516743780534951,21,25,360,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,8,0.947865435744245,18,30,497,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,9,0.9535294384083652,31,23,872,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,10,0.743247934945551,2,27,742,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,11,0.9683056518301313,17,2,1000,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,12,0.829288817434678,32,2,2,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,13,0.9469617080675268,25,32,1000,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,14,0.9700190343578888,19,2,1000,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,15,0.9708381458934219,27,2,1000,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,16,0.8395400036804328,19,2,2,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,17,0.9454366395461391,11,7,170,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,18,0.9705358589053084,32,2,426,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,19,0.7426817516107462,2,32,238,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,20,0.9709277298830088,32,2,680,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,21,0.742379744935072,2,2,508,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,22,0.9465484062559508,32,32,513,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,23,0.9707366885523367,30,2,570,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,24,0.970908951369716,32,2,1000,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,25,0.9597662202769952,13,2,581,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,26,0.9707993133485351,22,2,793,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,27,0.9361847112144107,12,32,343,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,28,0.9692694683457923,18,2,684,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,29,0.964992209513827,15,2,402,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,30,0.9710549300685525,28,2,829,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,31,0.9586910701720638,19,16,1000,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,32,0.9677944755840527,17,2,225,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,33,0.9684317855811015,17,2,876,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,34,0.9702539620589483,20,2,551,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,35,0.9709545416856077,32,2,876,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,36,0.9702590352042155,32,2,273,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,37,0.9710507396856227,24,2,916,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,38,0.9710024693933368,28,2,717,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,39,0.9119697044784181,8,2,1000,,,,,,,
eeg-eye-state,0.75,RandomForest,BayesSearch,40,0.9710294649922815,32,2,780,,,,,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,1,0.9808736285781701,,,,0.013292918943162162,13,1296,0.7587945476302645,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,2,0.9586494131972595,,,,0.06251373574521747,7,123,0.2403950683025824,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,3,0.945848583782118,,,,0.001493656855461763,8,1398,0.6410035105688879,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,4,0.9800104565668147,,,,0.13311216080736882,6,1334,0.9729188669457949,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,5,0.9667909429854807,,,,0.31428808908401085,6,387,0.26364247048639056,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,6,0.9719120381036508,,,,0.0035498788321965016,12,1339,0.5722807884690141,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,7,0.7749688873236089,,,,0.019762189340280067,1,476,0.6506676052501416,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,8,0.9568309230301855,,,,0.00262108787826544,12,701,0.4297256589643226,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,9,0.9795673955712307,,,,0.023345864076016232,14,564,0.4442157921404465,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,10,0.9719753337135901,,,,0.890620438616168,9,1156,0.8739463660626885,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,11,0.9556669056390252,,,,0.10988100318524602,9,168,0.11193846504387989,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,12,0.9646647490351931,,,,0.6708188643346283,14,243,0.4468748522859245,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,13,0.7842457563571483,,,,0.0011166029133981342,2,1365,0.31692291942341055,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,14,0.9809448479608149,,,,0.11214774784159455,12,510,0.849875420562548,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,15,0.7710093242037651,,,,0.0033120277014659447,1,1957,0.2640124790092561,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,16,0.9735160707829573,,,,0.18453732926615923,14,1415,0.28714749658136995,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,17,0.9812295335968804,,,,0.05047786565710605,13,704,0.8580562971354987,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,18,0.98147236479937,,,,0.022349221517675502,10,1983,0.9339929792144148,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,19,0.9744358759185845,,,,0.15199034037054074,8,1487,0.27638457617723067,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,20,0.947358390101518,,,,0.0013667272915456217,8,1750,0.4498095607205338,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,21,0.930903537070465,,,,0.0065169906111771725,5,793,0.4210779940242304,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,22,0.9558881991076881,,,,0.006963114377829285,12,494,0.2268318024772864,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,23,0.8468940860378511,,,,0.25502980701628913,1,1882,0.9881982429404655,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,24,0.9540460967933801,,,,0.20736445177905022,12,649,0.10496990541124217,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,25,0.8358504610147597,,,,0.27950159165083344,1,393,0.7561064512368886,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,26,0.9754435441779847,,,,0.20597335357437185,5,1515,0.4226191556898453,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,27,0.9056115921789282,,,,0.002226420430376967,7,202,0.6609683141448022,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,28,0.9519400277620961,,,,0.009833181933644887,7,408,0.7019571273972466,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,29,0.9785540017831356,,,,0.09948716832761018,12,1897,0.3472496136910578,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,30,0.9325716223367149,,,,0.04827588872094673,3,614,0.9745408858501934,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,31,0.9682208162523883,,,,0.35216117382054263,5,1243,0.31238642777406017,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,32,0.9612612830081023,,,,0.005864148617634939,11,394,0.7395966007172087,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,33,0.9598235616341277,,,,0.0021511587551819597,12,1486,0.2815472821018566,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,34,0.8362667006926563,,,,0.4867329944599205,1,565,0.6069480147787453,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,35,0.9794911120826529,,,,0.12205294397769414,5,1432,0.6439756413500355,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,36,0.9806547913261838,,,,0.04164120360093465,13,1061,0.9485682135021829,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,37,0.9615499936300371,,,,0.06260318075113791,3,1111,0.8924210551137319,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,38,0.975280833444204,,,,0.07465555774745708,14,1978,0.19494483384724354,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,39,0.9817494066545522,,,,0.023420907100434138,12,1581,0.4748589530833296,,,
eeg-eye-state,0.75,XGBoost,RandomSearch,40,0.9706960145172041,,,,0.4465198567657794,10,1373,0.42066805426927745,,,
eeg-eye-state,0.75,XGBoost,BayesSearch,1,0.9812037875048809,,,,0.016994636371262764,11,1866,0.3842196341383438,,,
eeg-eye-state,0.75,XGBoost,BayesSearch,2,0.9783855537612515,,,,0.3252108800594495,13,608,0.9561015159339965,,,
eeg-eye-state,0.75,XGBoost,BayesSearch,3,0.9706854945319104,,,,0.02160217783087772,14,212,0.4899995216832027,,,
eeg-eye-state,0.75,XGBoost,BayesSearch,4,0.974154166767688,,,,0.2736452822078245,3,1197,0.8224883030406795,,,
eeg-eye-state,0.75,XGBoost,BayesSearch,5,0.9791236900731943,,,,0.25041499136197737,7,1054,0.7441419358963297,,,
eeg-eye-state,0.75,XGBoost,BayesSearch,6,0.9740574248872815,,,,0.15925169151603527,14,329,0.26958276258888714,,,
eeg-eye-state,0.75,XGBoost,BayesSearch,7,0.9810711776605536,,,,0.07099668574083867,12,719,0.8868927658010121,,,
eeg-eye-state,0.75,XGBoost,BayesSearch,8,0.9814493883634742,,,,0.042678505501429924,14,994,0.853890793354474,,,
eeg-eye-state,0.75,XGBoost,BayesSearch,9,0.9633640505622318,,,,0.7352481813242628,11,1744,0.47423897882150823,,,
eeg-eye-state,0.75,XGBoost,BayesSearch,10,0.950291346346962,,,,0.0010253943538922508,12,1483,0.32909883207764046,,,
eeg-eye-state,0.75,XGBoost,BayesSearch,11,0.981232586120018,,,,0.05433271180053984,15,2000,0.8257823936569215,,,
eeg-eye-state,0.75,XGBoost,BayesSearch,12,0.6268127696958552,,,,1.0,1,2,1.0,,,
eeg-eye-state,0.75,XGBoost,BayesSearch,13,0.7392649831072312,,,,0.001,1,2000,0.1,,,
eeg-eye-state,0.75,XGBoost,BayesSearch,14,0.9204977527381422,,,,0.001,12,2000,0.1,,,
eeg-eye-state,0.75,XGBoost,BayesSearch,15,0.8932867911623232,,,,0.001,5,2000,0.24711514552411945,,,
eeg-eye-state,0.75,XGBoost,BayesSearch,16,0.9312690265137327,,,,0.001,10,2000,0.13905900714486602,,,
