dataset,data_fraction,model,tuning_method,iteration,AUC,rf__max_depth,rf__min_samples_split,rf__n_estimators,xgb__learning_rate,xgb__max_depth,xgb__n_estimators,xgb__subsample,sgd__alpha,sgd__l1_ratio,sgd__penalty
qsar-biodeg,1.0,RandomForest,RandomSearch,22,0.9190351704250161,5,26,317,,,,,,,
qsar-biodeg,1.0,RandomForest,RandomSearch,23,0.9282175856724326,15,19,778,,,,,,,
qsar-biodeg,1.0,RandomForest,RandomSearch,24,0.9260721069600371,27,22,899,,,,,,,
qsar-biodeg,1.0,RandomForest,RandomSearch,25,0.9242230035828117,21,29,368,,,,,,,
qsar-biodeg,1.0,RandomForest,RandomSearch,26,0.9322659329338123,29,8,429,,,,,,,
qsar-biodeg,1.0,RandomForest,RandomSearch,27,0.9322092012491549,30,9,944,,,,,,,
qsar-biodeg,1.0,RandomForest,RandomSearch,28,0.9131361560431777,4,15,82,,,,,,,
qsar-biodeg,1.0,RandomForest,RandomSearch,29,0.920980007082837,5,19,873,,,,,,,
qsar-biodeg,1.0,RandomForest,RandomSearch,30,0.9246895969681778,5,3,391,,,,,,,
qsar-biodeg,1.0,RandomForest,RandomSearch,31,0.9311416245452497,23,11,773,,,,,,,
qsar-biodeg,1.0,RandomForest,RandomSearch,32,0.9229306157928868,23,30,704,,,,,,,
qsar-biodeg,1.0,RandomForest,RandomSearch,33,0.924344055706053,19,27,557,,,,,,,
qsar-biodeg,1.0,RandomForest,RandomSearch,34,0.8984706591177729,3,11,959,,,,,,,
qsar-biodeg,1.0,RandomForest,RandomSearch,35,0.9217437116825417,5,15,864,,,,,,,
qsar-biodeg,1.0,RandomForest,RandomSearch,36,0.9295280944868853,17,16,457,,,,,,,
qsar-biodeg,1.0,RandomForest,RandomSearch,37,0.9253792537265382,15,24,253,,,,,,,
qsar-biodeg,1.0,RandomForest,RandomSearch,38,0.9229773901125434,26,31,297,,,,,,,
qsar-biodeg,1.0,RandomForest,RandomSearch,39,0.928684524001159,22,17,750,,,,,,,
qsar-biodeg,1.0,RandomForest,RandomSearch,40,0.9255079635923782,19,16,54,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,1,0.9260799946648761,14,24,933,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,2,0.9253808864584435,27,28,305,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,3,0.9240490946386604,15,30,107,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,4,0.9321620359936899,26,7,599,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,5,0.9291093792399288,26,15,528,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,6,0.9235346921035565,24,30,165,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,7,0.9251557764215116,21,25,360,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,8,0.9230750090835085,18,30,497,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,9,0.9258793986027494,31,23,872,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,10,0.8738798309317609,2,27,742,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,11,0.8141810239758631,16,2,2,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,12,0.93204059293464,25,9,626,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,13,0.9320895978880268,22,7,626,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,14,0.9165803350089915,32,11,23,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,15,0.9060417979367789,32,7,10,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,16,0.9329520367755615,20,2,1000,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,17,0.9329520367755615,32,2,1000,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,18,0.8423835931140107,31,27,2,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,19,0.9271767535770625,10,9,82,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,20,0.9259592874849949,19,24,650,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,21,0.8492897846173658,5,29,2,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,22,0.8510062457744438,10,15,2,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,23,0.9296476978480134,31,15,1000,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,24,0.9260718080091249,25,24,824,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,25,0.9123015310885954,4,24,829,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,26,0.9227867284191935,5,8,613,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,27,0.9304989950650102,19,14,635,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,28,0.9333587364954674,25,5,989,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,29,0.9189710109600003,5,25,994,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,30,0.9312132807792961,28,11,978,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,31,0.9124935265629384,4,21,514,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,32,0.9114737130163227,4,29,587,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,33,0.9228201304345827,12,26,93,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,34,0.9324552263518331,32,4,154,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,35,0.9224423024739339,9,31,146,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,36,0.9339137273659666,31,6,541,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,37,0.8731860578493011,2,4,191,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,38,0.9184804785054295,5,26,552,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,39,0.9328555561176854,32,2,800,,,,,,,
qsar-biodeg,1.0,RandomForest,BayesSearch,40,0.9296291168990052,32,10,98,,,,,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,1,0.9273393598771082,,,,0.013292918943162162,13,1296,0.7587945476302645,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,2,0.9209200214324808,,,,0.06251373574521747,7,123,0.2403950683025824,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,3,0.924261269299581,,,,0.001493656855461763,8,1398,0.6410035105688879,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,4,0.9157632906676723,,,,0.13311216080736882,6,1334,0.9729188669457949,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,5,0.9078489447032796,,,,0.31428808908401085,6,387,0.26364247048639056,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,6,0.9297765226949735,,,,0.0035498788321965016,12,1339,0.5722807884690141,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,7,0.9108846992323861,,,,0.019762189340280067,1,476,0.6506676052501416,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,8,0.9228901424386116,,,,0.00262108787826544,12,701,0.4297256589643226,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,9,0.9285036586992417,,,,0.023345864076016232,14,564,0.4442157921404465,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,10,0.902004868300625,,,,0.890620438616168,9,1156,0.8739463660626885,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,11,0.9137527652959385,,,,0.10988100318524602,9,168,0.11193846504387989,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,12,0.9054127937192713,,,,0.6708188643346283,14,243,0.4468748522859245,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,13,0.8974926986988736,,,,0.0011166029133981342,2,1365,0.31692291942341055,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,14,0.9228164740349634,,,,0.11214774784159455,12,510,0.849875420562548,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,15,0.9035230445160904,,,,0.0033120277014659447,1,1957,0.2640124790092561,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,16,0.9086743941644781,,,,0.18453732926615923,14,1415,0.28714749658136995,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,17,0.9243395714423692,,,,0.05047786565710605,13,704,0.8580562971354987,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,18,0.9214058051667916,,,,0.022349221517675502,10,1983,0.9339929792144148,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,19,0.9093151264562359,,,,0.15199034037054074,8,1487,0.27638457617723067,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,20,0.9261215488416801,,,,0.0013667272915456217,8,1750,0.4498095607205338,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,21,0.9298016345716034,,,,0.0065169906111771725,5,793,0.4210779940242304,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,22,0.9218884729127478,,,,0.006963114377829285,12,494,0.2268318024772864,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,23,0.9108097545383048,,,,0.25502980701628913,1,1882,0.9881982429404655,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,24,0.8812838216964773,,,,0.20736445177905022,12,649,0.10496990541124217,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,25,0.9203570968646948,,,,0.27950159165083344,1,393,0.7561064512368886,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,26,0.9099057959683019,,,,0.20597335357437185,5,1515,0.4226191556898453,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,27,0.9149858343260038,,,,0.002226420430376967,7,202,0.6609683141448022,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,28,0.9280552323308512,,,,0.009833181933644887,7,408,0.7019571273972466,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,29,0.9154729863356437,,,,0.09948716832761018,12,1897,0.3472496136910578,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,30,0.9240931324076587,,,,0.04827588872094673,3,614,0.9745408858501934,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,31,0.903541912917899,,,,0.35216117382054263,5,1243,0.31238642777406017,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,32,0.9234717169440778,,,,0.005864148617634939,11,394,0.7395966007172087,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,33,0.9241299378642027,,,,0.0021511587551819597,12,1486,0.2815472821018566,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,34,0.9023192726754268,,,,0.4867329944599205,1,565,0.6069480147787453,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,35,0.9160297479153923,,,,0.12205294397769414,5,1432,0.6439756413500355,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,36,0.9232208051437953,,,,0.04164120360093465,13,1061,0.9485682135021829,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,37,0.9195442838285953,,,,0.06260318075113791,3,1111,0.8924210551137319,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,38,0.9081566226825555,,,,0.07465555774745708,14,1978,0.19494483384724354,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,39,0.9244604625920424,,,,0.023420907100434138,12,1581,0.4748589530833296,,,
qsar-biodeg,1.0,XGBoost,RandomSearch,40,0.9024658736035542,,,,0.4465198567657794,10,1373,0.42066805426927745,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,1,0.9248874794758701,,,,0.016994636371262764,11,1866,0.3842196341383438,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,2,0.9122808689813133,,,,0.3252108800594495,13,608,0.9561015159339965,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,3,0.9277693662700583,,,,0.02160217783087772,14,212,0.4899995216832027,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,4,0.9108260818573591,,,,0.2736452822078245,3,1197,0.8224883030406795,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,5,0.916603929134836,,,,0.25041499136197737,7,1054,0.7441419358963297,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,6,0.9172937238705405,,,,0.15925169151603527,14,329,0.26958276258888714,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,7,0.9244054556241865,,,,0.07099668574083867,12,719,0.8868927658010121,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,8,0.9251129344561624,,,,0.042678505501429924,14,994,0.853890793354474,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,9,0.9018100327926155,,,,0.7352481813242628,11,1744,0.47423897882150823,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,10,0.9198790628578788,,,,0.0010253943538922508,12,1483,0.32909883207764046,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,11,0.8204920157110203,,,,0.005027092399111816,2,2,0.8787034601873547,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,12,0.9111388994927032,,,,0.001,15,2000,1.0,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,13,0.9023950107392367,,,,1.0,1,308,0.8444777214932445,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,14,0.885233227704011,,,,1.0,5,129,0.2704679872301921,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,15,0.9235855942454249,,,,0.00485972512712289,13,2000,1.0,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,16,0.9078544522989325,,,,0.060845685570578616,8,1910,0.15390215522019324,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,17,0.8056258307385926,,,,0.001,15,2,0.1,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,18,0.9171939547526295,,,,0.006552517461198907,15,1393,0.10550219300208145,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,19,0.8977371945526544,,,,0.002975459621055344,1,1940,0.16284860206999552,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,20,0.9282509876878215,,,,0.03897807757775436,15,286,0.40002501415585545,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,21,0.9116289260303458,,,,0.09000152959585414,1,131,1.0,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,22,0.9284710960460293,,,,0.02121114486017189,15,644,0.5420218433754918,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,23,0.9257087896167449,,,,0.017669143084141335,15,2000,0.30003051997206,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,24,0.8933550341034002,,,,1.0,1,1051,1.0,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,25,0.8622052573967354,,,,0.044676869161488206,15,2,1.0,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,26,0.8461216063322403,,,,0.001,1,798,0.1867963550229398,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,27,0.9165687564101974,,,,0.07516177465840992,15,2000,1.0,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,28,0.9308542407336715,,,,0.003256980717604281,15,1898,0.5194369734330982,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,29,0.9217722959889987,,,,0.0587948572162074,1,513,0.4832981716621896,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,30,0.9202508658078344,,,,0.018119085190666913,1,2000,1.0,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,31,0.9233593114010679,,,,0.032958997349006515,15,1316,0.522855407271591,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,32,0.9257142282237256,,,,0.0773053762375159,15,307,0.5838409050311905,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,33,0.9228973057623938,,,,0.0032277511581328853,15,1709,1.0,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,34,0.9292138970780999,,,,0.0056829937589247155,15,1531,0.6039687335283968,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,35,0.9043882774448435,,,,0.001,15,2000,0.12062001094513292,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,36,0.9210218832067774,,,,0.038862865484703725,1,1119,1.0,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,37,0.9260925276069669,,,,0.014325906613704064,15,2000,0.6976281086156614,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,38,0.887305911869271,,,,0.002199222861845949,1,1821,0.7778922481277162,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,39,0.8522351639860735,,,,1.0,15,2000,0.1,,,
qsar-biodeg,1.0,XGBoost,BayesSearch,40,0.9170757541611667,,,,0.08373823291539101,15,1567,1.0,,,
qsar-biodeg,1.0,SGDClassifier,RandomSearch,1,0.9098680936590211,,,,,,,,7.459343285726545e-05,0.9507143064099162,elasticnet
qsar-biodeg,1.0,SGDClassifier,RandomSearch,2,0.9290470594728345,,,,,,,,0.007915074397656213,0.596850157946487,l1
qsar-biodeg,1.0,SGDClassifier,RandomSearch,3,0.8916775630441482,,,,,,,,6.025215736203857e-06,0.05808361216819946,l2
qsar-biodeg,1.0,SGDClassifier,RandomSearch,4,0.9216726763465439,,,,,,,,0.0010129197956845733,0.7080725777960455,l1
qsar-biodeg,1.0,SGDClassifier,RandomSearch,5,0.8804003067696284,,,,,,,,1.914511128571072e-06,0.7219987722668247,l1
qsar-biodeg,1.0,SGDClassifier,RandomSearch,6,0.8864088866608103,,,,,,,,1.152644954031561e-05,0.18182496720710062,l2
qsar-biodeg,1.0,SGDClassifier,RandomSearch,7,0.9267913138662631,,,,,,,,0.0012229467525390603,0.6116531604882809,l2
qsar-biodeg,1.0,SGDClassifier,RandomSearch,8,0.91738284573673,,,,,,,,0.00014445251022763062,0.2912291401980419,elasticnet
qsar-biodeg,1.0,SGDClassifier,RandomSearch,9,0.9098820983594493,,,,,,,,9.984006580328649e-05,0.04666566321361543,elasticnet
qsar-biodeg,1.0,SGDClassifier,RandomSearch,10,0.9171324858458241,,,,,,,,0.00019069966103000426,0.7851759613930136,elasticnet
qsar-biodeg,1.0,SGDClassifier,RandomSearch,11,0.8629967069407203,,,,,,,,8.171653749019031e-05,0.9832308858067882,l2
qsar-biodeg,1.0,SGDClassifier,RandomSearch,12,0.8844334190325949,,,,,,,,1.707072883030664e-06,0.6075448519014384,l2
qsar-biodeg,1.0,SGDClassifier,RandomSearch,13,0.9153657549430384,,,,,,,,0.00017885301261862016,0.013264961159866528,l2
qsar-biodeg,1.0,SGDClassifier,RandomSearch,14,0.9200262386916069,,,,,,,,0.06732248920775338,0.8083973481164611,l2
qsar-biodeg,1.0,SGDClassifier,RandomSearch,15,0.8788627102429782,,,,,,,,1.201797402730995e-06,0.230893825622149,elasticnet
qsar-biodeg,1.0,SGDClassifier,RandomSearch,16,0.9319088015747814,,,,,,,,0.002608060094552367,0.6099966577826209,elasticnet
qsar-biodeg,1.0,SGDClassifier,RandomSearch,17,0.8984048094302916,,,,,,,,7.359075652019385e-06,0.3910606075732408,l1
qsar-biodeg,1.0,SGDClassifier,RandomSearch,18,0.9255959471454787,,,,,,,,0.0020540519425388455,0.31171107608941095,l1
qsar-biodeg,1.0,SGDClassifier,RandomSearch,19,0.863007722132026,,,,,,,,1.0957420145894568e-05,0.5677003278199915,l2
qsar-biodeg,1.0,SGDClassifier,RandomSearch,20,0.8722831456074913,,,,,,,,0.07045683638454502,0.7751328233611146,l1
qsar-biodeg,1.0,SGDClassifier,RandomSearch,21,0.9091158411788784,,,,,,,,9.456951897345889e-05,0.9266588657937942,elasticnet
qsar-biodeg,1.0,SGDClassifier,RandomSearch,22,0.9222344051106808,,,,,,,,0.040679084943595456,0.0884925020519195,elasticnet
qsar-biodeg,1.0,SGDClassifier,RandomSearch,23,0.9256125504192212,,,,,,,,0.00040194932171246393,0.9611720243493491,l2
qsar-biodeg,1.0,SGDClassifier,RandomSearch,24,0.9003465760922056,,,,,,,,8.777815504719653e-05,0.2713490317738959,l2
qsar-biodeg,1.0,SGDClassifier,RandomSearch,25,0.917306981193688,,,,,,,,0.0008585306974480479,0.965255307264138,l2
qsar-biodeg,1.0,SGDClassifier,RandomSearch,26,0.8825221338656193,,,,,,,,5.0654860639753525e-06,0.8021969807540397,l2
qsar-biodeg,1.0,SGDClassifier,RandomSearch,27,0.8867716520947261,,,,,,,,1.1972422479639328e-06,0.4234014807063696,l2
qsar-biodeg,1.0,SGDClassifier,RandomSearch,28,0.887037086010477,,,,,,,,9.853225172032555e-06,0.005522117123602399,elasticnet
qsar-biodeg,1.0,SGDClassifier,RandomSearch,29,0.9059188601231678,,,,,,,,9.867611000082876e-06,0.71134195274865,elasticnet
qsar-biodeg,1.0,SGDClassifier,RandomSearch,30,0.930888068179205,,,,,,,,0.007183758655813992,0.07404465173409036,elasticnet
qsar-biodeg,1.0,SGDClassifier,RandomSearch,31,0.9291863935941719,,,,,,,,0.0018004668413421285,0.9149596755437808,l2
qsar-biodeg,1.0,SGDClassifier,RandomSearch,32,0.9293785500420831,,,,,,,,0.001307647338292854,0.3308980248526492,elasticnet
qsar-biodeg,1.0,SGDClassifier,RandomSearch,33,0.9019293601990552,,,,,,,,3.588488911386258e-05,0.32518332202674705,elasticnet
qsar-biodeg,1.0,SGDClassifier,RandomSearch,34,0.9290792541864626,,,,,,,,0.0009046673956058785,0.27472179299006416,elasticnet
qsar-biodeg,1.0,SGDClassifier,RandomSearch,35,0.9172501575241345,,,,,,,,0.00022965432344634342,0.1195942459383017,l1
qsar-biodeg,1.0,SGDClassifier,RandomSearch,36,0.9224612168681903,,,,,,,,0.017561803816666714,0.7217295211648732,elasticnet
qsar-biodeg,1.0,SGDClassifier,RandomSearch,37,0.9318596356478266,,,,,,,,0.007158728631500196,0.49379559636439074,l2
qsar-biodeg,1.0,SGDClassifier,RandomSearch,38,0.9320609215966739,,,,,,,,0.0035753161317240768,0.11089082081183133,l2
qsar-biodeg,1.0,SGDClassifier,RandomSearch,39,0.9105304768956938,,,,,,,,1.0199902295182438e-05,0.8957635956735194,l2
qsar-biodeg,1.0,SGDClassifier,RandomSearch,40,0.9082987393469992,,,,,,,,3.730610475453591e-05,0.5085706911647028,l1
qsar-biodeg,1.0,SGDClassifier,BayesSearch,1,0.9150135907683958,,,,,,,,0.00011233621690895234,0.7277257431773251,elasticnet
qsar-biodeg,1.0,SGDClassifier,BayesSearch,2,0.92915217521283,,,,,,,,0.01537948446580078,0.8833152773808622,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,3,0.9146589659977832,,,,,,,,0.00016755699440936588,0.9187225216693771,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,4,0.9251462099923193,,,,,,,,0.011533999859559564,0.1718715613965607,l1
qsar-biodeg,1.0,SGDClassifier,BayesSearch,5,0.927326413002985,,,,,,,,0.009948719998234101,0.43802918644092337,l1
qsar-biodeg,1.0,SGDClassifier,BayesSearch,6,0.9322457882415707,,,,,,,,0.0046788604247112444,0.9393697376027718,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,7,0.9229349850754507,,,,,,,,0.0012172976749510152,0.7753643788278826,l1
qsar-biodeg,1.0,SGDClassifier,BayesSearch,8,0.9199079691114719,,,,,,,,0.0005212131190318165,0.9200092264373164,l1
qsar-biodeg,1.0,SGDClassifier,BayesSearch,9,0.8921338081287051,,,,,,,,0.05989491205267932,0.700621444621366,elasticnet
qsar-biodeg,1.0,SGDClassifier,BayesSearch,10,0.8720453531530123,,,,,,,,1.0426811836320545e-06,0.8178300196637516,elasticnet
qsar-biodeg,1.0,SGDClassifier,BayesSearch,11,0.8832068234395912,,,,,,,,1e-06,1.0,l1
qsar-biodeg,1.0,SGDClassifier,BayesSearch,12,0.9284311746011304,,,,,,,,0.0015448225382988122,1.0,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,13,0.9280131492408946,,,,,,,,0.0014703407446940442,1.0,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,14,0.9311218018001444,,,,,,,,0.0020809366852743783,1.0,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,15,0.924551895578746,,,,,,,,0.001664838127680469,1.0,elasticnet
qsar-biodeg,1.0,SGDClassifier,BayesSearch,16,0.9165221890565569,,,,,,,,0.1,0.9339179033187887,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,17,0.9271521476173612,,,,,,,,0.0036243108715240955,1.0,l1
qsar-biodeg,1.0,SGDClassifier,BayesSearch,18,0.8615989734485598,,,,,,,,1.7065375710581516e-05,0.04292984983858373,l1
qsar-biodeg,1.0,SGDClassifier,BayesSearch,19,0.912471128240743,,,,,,,,0.0005657114016466326,0.0,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,20,0.9317560836510645,,,,,,,,0.0027660982226316634,0.0,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,21,0.9263995501938582,,,,,,,,0.00043308627576128323,1.0,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,22,0.9257892534045911,,,,,,,,0.00041022362038779754,1.0,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,23,0.931932510681746,,,,,,,,0.003201879627199247,0.0,elasticnet
qsar-biodeg,1.0,SGDClassifier,BayesSearch,24,0.9269280034218381,,,,,,,,0.0012330587508870598,0.0,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,25,0.927161070152281,,,,,,,,0.0012680908435420573,0.0,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,26,0.9266948677027231,,,,,,,,0.0012034643755417435,0.0,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,27,0.9277238337464988,,,,,,,,0.001381996557372179,0.0,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,28,0.9271692798042561,,,,,,,,0.001267181402043743,0.0,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,29,0.9289280310173069,,,,,,,,0.0014231654685995907,0.0,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,30,0.9264940416783565,,,,,,,,0.0011511553088879552,0.0,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,31,0.9264939956859084,,,,,,,,0.0011726215082098056,0.0,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,32,0.9265743904850823,,,,,,,,0.0011797426257995412,0.0,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,33,0.9274262626076798,,,,,,,,0.0013259886784527373,0.0,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,34,0.9266707676599503,,,,,,,,0.001189316983277114,0.0,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,35,0.9275389211091538,,,,,,,,0.0013417555365576044,0.0,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,36,0.9266546932993603,,,,,,,,0.0011985863481639711,0.0,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,37,0.9266466216247291,,,,,,,,0.00120177016542092,0.0,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,38,0.9276192929121038,,,,,,,,0.0013560085246493534,0.0,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,39,0.9276353672726938,,,,,,,,0.0013614183137232712,0.0,l2
qsar-biodeg,1.0,SGDClassifier,BayesSearch,40,0.9268476086226641,,,,,,,,0.0012178499317826552,0.0,l2
phoneme,0.25,RandomForest,RandomSearch,1,0.9039862665933271,8,21,862,,,,,,,
phoneme,0.25,RandomForest,RandomSearch,2,0.9042080572057503,16,12,73,,,,,,,
phoneme,0.25,RandomForest,RandomSearch,3,0.9042914847409016,30,22,616,,,,,,,
phoneme,0.25,RandomForest,RandomSearch,4,0.9033477639558357,27,20,216,,,,,,,
phoneme,0.25,RandomForest,RandomSearch,5,0.9049377555034772,12,12,89,,,,,,,
phoneme,0.25,RandomForest,RandomSearch,6,0.9127175327753692,22,5,873,,,,,,,
phoneme,0.25,RandomForest,RandomSearch,7,0.9116581414154183,25,4,663,,,,,,,
phoneme,0.25,RandomForest,RandomSearch,8,0.913115183630496,22,3,345,,,,,,,
phoneme,0.25,RandomForest,RandomSearch,9,0.9019259044305661,13,31,807,,,,,,,
