model,sampling_method,dataset_id,dataset_usage_percent,reference_auc,reference_risk,best_dataset_auc,best_dataset_risk,tunability_risk_diff,n_trials
decision_tree,bayesian,1590,75,0.9037728833360597,0.09622711666394035,0.9038557859294828,0.09614421407051721,8.290259342313977e-05,32
decision_tree,bayesian,1510,75,0.9647519428664818,0.035248057133518196,0.9647519428664818,0.035248057133518196,0.0,32
decision_tree,bayesian,1461,75,0.9022882222553414,0.09771177774465856,0.9022882222553414,0.09771177774465856,0.0,32
decision_tree,bayesian,24,75,0.9993320243701239,0.0006679756298760831,0.9993320243701239,0.0006679756298760831,0.0,32
decision_tree,bayesian,40945,75,0.9907316081831731,0.009268391816826926,0.9913376687892337,0.008662331210766316,0.00060606060606061,32
decision_tree,random,1590,75,0.902247016692623,0.09775298330737703,0.902247016692623,0.09775298330737703,0.0,32
decision_tree,random,1510,75,0.9601395369806813,0.03986046301931867,0.9653978860936407,0.034602113906359255,0.005258349112959415,32
decision_tree,random,1461,75,0.9044797020822457,0.0955202979177543,0.9044797020822457,0.0955202979177543,0.0,32
decision_tree,random,24,75,0.9994308060955402,0.0005691939044597527,0.999965183032596,3.4816967404038834e-05,0.0005343769370557139,32
decision_tree,random,40945,75,0.9887819175360161,0.011218082463983925,0.9907616854084813,0.009238314591518693,0.0019797678724652323,32
decision_tree,grid,1590,75,0.8987924206813028,0.10120757931869717,0.8987924206813028,0.10120757931869717,0.0,32
decision_tree,grid,1510,75,0.9606754807150425,0.039324519284957504,0.9665392673181398,0.03346073268186023,0.005863786603097276,32
decision_tree,grid,1461,75,0.8984942492954827,0.10150575070451728,0.8984942492954827,0.10150575070451728,0.0,32
decision_tree,grid,24,75,0.9989206304289402,0.0010793695710598072,0.9999139305987491,8.60694012508878e-05,0.0009933001698089194,32
decision_tree,grid,40945,75,0.9907217630853994,0.009278236914600613,0.9907217630853994,0.009278236914600613,0.0,32
random_forest,bayesian,1590,75,0.9161213625222981,0.08387863747770186,0.9161213625222981,0.08387863747770186,0.0,32
random_forest,bayesian,1510,75,0.9847877358490565,0.015212264150943455,0.9877030922431865,0.012296907756813469,0.0029153563941299865,32
random_forest,bayesian,1461,75,0.9246238580513605,0.07537614194863951,0.9246238580513605,0.07537614194863951,0.0,32
random_forest,bayesian,24,75,1.0,0.0,1.0,0.0,0.0,32
random_forest,bayesian,40945,75,0.9932388565235064,0.006761143476493592,0.9939981032380436,0.006001896761956393,0.0007592467145371984,32
random_forest,random,1590,75,0.9077991225197122,0.09220087748028782,0.9094420297110337,0.09055797028896628,0.001642907191321541,32
random_forest,random,1510,75,0.9832151270259913,0.016784872974008658,0.986741662158202,0.013258337841797974,0.003526535132210684,32
random_forest,random,1461,75,0.910279432467657,0.08972056753234303,0.9119134799026346,0.0880865200973654,0.0016340474349776368,32
random_forest,random,24,75,1.0,0.0,1.0,0.0,0.0,32
random_forest,random,40945,75,0.9918964909903807,0.008103509009619314,0.9939981032380436,0.006001896761956393,0.0021016122476629207,32
random_forest,grid,1590,75,0.916629010898801,0.083370989101199,0.916629010898801,0.083370989101199,0.0,32
random_forest,grid,1510,75,0.9871331236897276,0.01286687631027239,0.9879979035639413,0.012002096436058651,0.0008647798742137391,32
random_forest,grid,1461,75,0.9251759019078444,0.07482409809215562,0.9251759019078444,0.07482409809215562,0.0,32
random_forest,grid,24,75,1.0,0.0,1.0,0.0,0.0,32
random_forest,grid,40945,75,0.9933268301494829,0.0066731698505171355,0.9937446597118729,0.006255340288127131,0.00041782956239000413,32
knn,bayesian,1590,75,0.8862792310025132,0.11372076899748684,0.8863625247169006,0.11363747528309942,8.329371438742239e-05,32
knn,bayesian,1510,75,0.9907656077410338,0.009234392258966162,0.9907656077410338,0.009234392258966162,0.0,32
knn,bayesian,1461,75,0.877791774232799,0.12220822576720103,0.877791774232799,0.12220822576720103,0.0,32
knn,bayesian,24,75,0.9998634253076434,0.0001365746923566169,0.9999913631842782,8.636815721829727e-06,0.00012793787663478717,32
knn,bayesian,40945,75,0.943622995980671,0.05637700401932899,0.9528555299643229,0.04714447003567712,0.00923253398365187,32
knn,random,1590,75,0.8862792310025132,0.11372076899748684,0.8863625247169006,0.11363747528309942,8.329371438742239e-05,32
knn,random,1510,75,0.9907656077410338,0.009234392258966162,0.9907656077410338,0.009234392258966162,0.0,32
knn,random,1461,75,0.877791774232799,0.12220822576720103,0.877791774232799,0.12220822576720103,0.0,32
knn,random,24,75,0.9998634253076434,0.0001365746923566169,0.9999954111843664,4.588815633588261e-06,0.00013198587672302864,32
knn,random,40945,75,0.943622995980671,0.05637700401932899,0.9528633879781421,0.04713661202185793,0.009240391997471065,32
knn,grid,1590,75,0.8862792310025132,0.11372076899748684,0.8863625247169006,0.11363747528309942,8.329371438742239e-05,21
knn,grid,1510,75,0.9907656077410338,0.009234392258966162,0.9907656077410338,0.009234392258966162,0.0,21
knn,grid,1461,75,0.877791774232799,0.12220822576720103,0.877791774232799,0.12220822576720103,0.0,21
knn,grid,24,75,0.9998634253076434,0.0001365746923566169,0.9999954111843664,4.588815633588261e-06,0.00013198587672302864,21
knn,grid,40945,75,0.943622995980671,0.05637700401932899,0.9529821614054104,0.047017838594589634,0.009359165424739357,21
