trial_number,state,value,brier_score,duration,params,n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,max_samples,dataset,test_brier_score
38,1,-0.15480906066454944,0.15480906066454944,23.337736,"{'n_estimators': 1293, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_samples': None}",1293,log_loss,20.0,3,4,sqrt,,Gym,0.1786213871377209
39,1,-0.15485726842862213,0.15485726842862213,16.676239,"{'n_estimators': 864, 'criterion': 'log_loss', 'max_depth': None, 'min_samples_split': 8, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_samples': None}",864,log_loss,,8,4,sqrt,,Gym,0.1786213871377209
40,2,-0.15504773893526996,0.15504773893526996,1.553543,"{'n_estimators': 715, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 7, 'min_samples_leaf': 5, 'max_features': 0.25, 'max_samples': 0.5}",715,entropy,10.0,7,5,0.25,0.5,Gym,0.1786213871377209
41,1,-0.15478637897697245,0.15478637897697245,11.464877,"{'n_estimators': 676, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_samples': None}",676,log_loss,15.0,4,5,sqrt,,Gym,0.1786213871377209
42,2,-0.15167969685467358,0.15167969685467358,2.002072,"{'n_estimators': 595, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 3, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'max_samples': None}",595,log_loss,15.0,3,6,sqrt,,Gym,0.1786213871377209
43,1,-0.15452048938658222,0.15452048938658222,8.014162,"{'n_estimators': 489, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_samples': 0.9}",489,log_loss,15.0,2,5,sqrt,0.9,Gym,0.1786213871377209
44,1,-0.1548282592339345,0.1548282592339345,3.639464,"{'n_estimators': 221, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_samples': 0.9}",221,log_loss,15.0,2,5,sqrt,0.9,Gym,0.1786213871377209
45,1,-0.1547588528141959,0.1547588528141959,5.242139,"{'n_estimators': 295, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_samples': 0.9}",295,log_loss,20.0,6,4,sqrt,0.9,Gym,0.1786213871377209
46,2,-0.16060021409835115,0.16060021409835115,0.901101,"{'n_estimators': 378, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 0.1, 'max_samples': 0.9}",378,log_loss,20.0,5,4,0.1,0.9,Gym,0.1786213871377209
47,2,-0.15386054961518872,0.15386054961518872,0.851658,"{'n_estimators': 283, 'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'max_samples': 0.9}",283,gini,20.0,6,5,sqrt,0.9,Gym,0.1786213871377209
