dataset,params,mean_test_score,std_test_score,rank_test_score,mean_fit_time,mean_score_time,brier_score
Bank,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_samples': None, 'min_samples_leaf': 2, 'min_samples_split': 19, 'n_estimators': 134}",-0.19158520305996063,0.0028661037133889647,87,1.0044393062591552,0.03399405479431152,0.19158520305996063
Bank,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 0.1, 'max_samples': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 1319}",-0.19365499253364188,0.002445011199086499,93,8.063944816589355,0.3123187065124512,0.19365499253364188
Bank,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 0.1, 'max_samples': 0.5, 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 828}",-0.1959416621869857,0.002429754399783487,100,3.9276968955993654,0.17032432556152344,0.1959416621869857
Bank,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'max_samples': None, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 1019}",-0.19156883319504475,0.0027261492314078727,86,7.884515762329102,0.25240583419799806,0.19156883319504475
Bank,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 0.25, 'max_samples': None, 'min_samples_leaf': 4, 'min_samples_split': 19, 'n_estimators': 1108}",-0.18973923024010958,0.002997805713364766,65,10.684562635421752,0.2721669673919678,0.18973923024010958
Bank,"{'criterion': 'gini', 'max_depth': None, 'max_features': 0.33, 'max_samples': 0.9, 'min_samples_leaf': 5, 'min_samples_split': 13, 'n_estimators': 1492}",-0.1867160517721708,0.004098268416832683,15,21.947952127456666,0.567065954208374,0.1867160517721708
Bank,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 0.25, 'max_samples': 0.5, 'min_samples_leaf': 3, 'min_samples_split': 10, 'n_estimators': 1396}",-0.1900209350805257,0.0029896473179301325,70,10.492913866043091,0.34632062911987305,0.1900209350805257
Bank,"{'criterion': 'log_loss', 'max_depth': 15, 'max_features': 0.33, 'max_samples': None, 'min_samples_leaf': 9, 'min_samples_split': 14, 'n_estimators': 798}",-0.1874936178385978,0.0036523748855194073,31,11.537254905700683,0.25870528221130373,0.1874936178385978
Bank,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 0.33, 'max_samples': None, 'min_samples_leaf': 9, 'min_samples_split': 13, 'n_estimators': 364}",-0.1901637141488649,0.003103906488649106,72,4.167805767059326,0.12382016181945801,0.1901637141488649
Bank,"{'criterion': 'gini', 'max_depth': None, 'max_features': 0.1, 'max_samples': 0.9, 'min_samples_leaf': 4, 'min_samples_split': 16, 'n_estimators': 243}",-0.1890614899190083,0.003508120583664269,48,1.7573877334594727,0.08356590270996093,0.1890614899190083
Bank,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 0.25, 'max_samples': None, 'min_samples_leaf': 9, 'min_samples_split': 5, 'n_estimators': 1274}",-0.19046002620140143,0.0030364372837555324,78,12.767898178100586,0.29983181953430177,0.19046002620140143
Bank,"{'criterion': 'log_loss', 'max_depth': 20, 'max_features': 'sqrt', 'max_samples': 0.5, 'min_samples_leaf': 7, 'min_samples_split': 15, 'n_estimators': 1346}",-0.1890915279119559,0.0032494983268659895,49,9.041327953338623,0.3976249694824219,0.1890915279119559
Bank,"{'criterion': 'entropy', 'max_depth': 10, 'max_features': 0.25, 'max_samples': 0.9, 'min_samples_leaf': 2, 'min_samples_split': 16, 'n_estimators': 687}",-0.1898469769769823,0.002972815817806335,67,7.00101866722107,0.16460895538330078,0.1898469769769823
Bank,"{'criterion': 'log_loss', 'max_depth': 15, 'max_features': 0.1, 'max_samples': None, 'min_samples_leaf': 1, 'min_samples_split': 7, 'n_estimators': 1297}",-0.1884707651286096,0.0031817338224974364,43,8.575633716583251,0.36149115562438966,0.1884707651286096
Bank,"{'criterion': 'log_loss', 'max_depth': None, 'max_features': 0.1, 'max_samples': 0.5, 'min_samples_leaf': 2, 'min_samples_split': 3, 'n_estimators': 128}",-0.18851145574389877,0.003530097115042674,45,0.742115068435669,0.03989367485046387,0.18851145574389877
Bank,"{'criterion': 'log_loss', 'max_depth': 15, 'max_features': 0.25, 'max_samples': None, 'min_samples_leaf': 1, 'min_samples_split': 18, 'n_estimators': 610}",-0.18646783706397752,0.003677963303737926,10,6.703830146789551,0.164420747756958,0.18646783706397752
Bank,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_samples': None, 'min_samples_leaf': 4, 'min_samples_split': 7, 'n_estimators': 1375}",-0.19136537776737436,0.002775485555278545,83,9.365666675567628,1.4434814453125,0.19136537776737436
