number,value,user_attrs_colsample_bytree,user_attrs_gamma,user_attrs_learning_rate,user_attrs_max_depth,user_attrs_n_estimators,user_attrs_subsample,state
0,0.9269855467628295,0.8536794670262118,0.0014811222645031913,0.055592791119930575,7,145,0.6416825932398131,COMPLETE
1,0.9173315459340258,0.8467770062884172,0.7793941193056543,0.0790548192574527,2,195,0.9106809481919533,COMPLETE
2,0.927002118184002,0.6965738389449877,3.0875865152303517,0.29492907385016315,4,1681,0.9366950034510145,COMPLETE
3,0.9270852349745544,0.9476691982799266,1.2677063310796013e-06,0.006551846357376366,11,1258,0.503398583716135,COMPLETE
4,0.9196673887263693,0.9757455938393009,0.00992880148462945,0.18372486151493045,4,904,0.5069795753104055,COMPLETE
5,0.9227076985367866,0.7086450402529901,0.0012953863491981554,0.0032981726689849705,7,979,0.8286596980993837,COMPLETE
6,0.9247199392261368,0.7845647943449989,0.0003561284907903889,0.0029691970823628186,10,1046,0.6065314735225622,COMPLETE
7,0.9264955418087565,0.5972996211375652,0.5155371678657676,0.2804932446415108,3,217,0.5478025481214917,COMPLETE
8,0.9286803900248525,0.9715596070383061,3.3335666374967697e-07,0.014962785028709232,5,1311,0.9569790370812878,COMPLETE
9,0.9193529991136105,0.6474839482779811,6.237303667332699,0.0015564960309761542,9,1111,0.6062215150985437,COMPLETE
10,0.9290554228352154,0.6697560888740242,0.0009395523771754325,0.007127747978875691,8,1810,0.7170573347334837,COMPLETE
11,0.9281445343035132,0.961415614484775,1.864165931250815e-07,0.03451587207655327,5,575,0.7138735906861419,COMPLETE
12,0.924424354480908,0.6411715770248387,2.326383187590434,0.004479903727023336,5,1541,0.775955798213184,COMPLETE
13,0.9193443562513325,0.7335532851435368,0.3816599110771846,0.010459945507954826,9,111,0.5447497498335383,COMPLETE
14,0.9271519134829628,0.955362155667275,3.5418167766879813,0.03231030068103311,4,1098,0.8265233921480887,COMPLETE
15,0.9128038040401605,0.9945880734169681,4.2508858568436896e-07,0.15524133647070787,10,337,0.6372160261120748,COMPLETE
16,0.9212366828900191,0.7368109619689104,4.406431568157397e-05,0.027964849806876992,9,1385,0.516120062282927,COMPLETE
17,0.9034211013488959,0.8312747570587191,3.8064467938834167e-06,0.29221741784819655,11,1541,0.9950100514143212,COMPLETE
18,0.9234641703144378,0.5041692852282031,1.3404140200658994,0.10098157156117885,5,1416,0.5884397432630253,COMPLETE
19,0.9263447489017697,0.8859019247689077,2.437680954558137e-07,0.012887305773227099,4,1216,0.5104387097492684,COMPLETE
20,0.9282498715442579,0.676170758882046,0.164589964884555,0.029171756011040176,3,1840,0.5996145017134544,COMPLETE
21,0.9156806668235659,0.6101331010293887,1.5112530195980065e-08,0.2654342096972252,4,1504,0.8399950738897859,COMPLETE
22,0.9153618938494548,0.9990636252480782,1.0602335307219374e-05,0.040544358725943586,2,291,0.8127672402095854,COMPLETE
23,0.9286058065322758,0.6330305367972674,9.649312018425895e-07,0.008026729065058491,11,903,0.9351099739509852,COMPLETE
24,0.9243045262628574,0.9535127151035147,5.47338528272771e-07,0.06210111032034035,6,767,0.6126489523080991,COMPLETE
25,0.9227189304092964,0.6684220612153906,5.4600472526734146e-08,0.0018741411711853005,7,1726,0.7201251114102191,COMPLETE
26,0.921584989693824,0.561414976065933,1.623771408762576,0.014278533438829446,2,1916,0.5220768557468085,COMPLETE
27,0.9256807966069385,0.8655354104386479,0.004656201872702034,0.004025348045232263,11,933,0.6564024542090028,COMPLETE
28,0.9276718598973691,0.6577446538576343,0.00021905503731503294,0.12931110295989132,7,132,0.7540354170571157,COMPLETE
29,0.9275656138715048,0.8988513815255295,0.00012952629603419987,0.08157690510133347,3,722,0.5347071379754689,COMPLETE
30,0.9273355966313742,0.789879224837791,0.13938973948122305,0.01305684389161843,10,1180,0.7738854097060057,COMPLETE
31,0.9219000311064361,0.812068716098072,0.00458525425742386,0.0015916144658756253,11,1087,0.5310838741200845,COMPLETE
32,0.9250329170006543,0.7508998264863711,1.271268912133131e-07,0.004452166631210793,11,707,0.5017044273403961,COMPLETE
33,0.9285458520378752,0.945994237469719,4.4689866438584514e-07,0.020780600914666613,6,677,0.8497803189687645,COMPLETE
34,0.9252009404616272,0.8606697925312454,1.6508331747470497,0.0627414140032484,2,755,0.5045102773191982,COMPLETE
35,0.9275467407770286,0.7719816980807126,0.3146132946965627,0.017869374220982615,10,593,0.5354118444632583,COMPLETE
36,0.9243237256408018,0.7122142570125294,0.28881958042519834,0.0016622502914780575,9,1861,0.5233088956809514,COMPLETE
37,0.9279540216844552,0.5178313306195135,1.3049328987296627e-05,0.027419648905558047,5,462,0.6466999667972311,COMPLETE
38,0.9271838510931502,0.8675591620576911,0.0009516158424166473,0.06194165400291181,5,1008,0.9109463441024026,COMPLETE
39,0.9268931190994175,0.9870859334238693,3.651123948059151e-06,0.008255175199588915,11,1743,0.9220878063093202,COMPLETE
40,0.905543323580743,0.6158119714893735,0.0012503210989930065,0.274938657067533,7,959,0.8181773852235484,COMPLETE
41,0.9121298563567425,0.5221965051165831,1.0298716802566558e-07,0.2267557982801295,7,533,0.58219019404801,COMPLETE
42,0.9087979417645119,0.7410213913770025,0.0003336988312133282,0.0808118393796924,10,1268,0.5707971456093651,COMPLETE
43,0.9295657811396141,0.5003382935507242,1.689978855538172e-08,0.011428604494593346,7,1363,0.7581471901069431,COMPLETE
44,0.9256829974269888,0.6103688827587794,0.4222238972207557,0.030766978210103543,10,792,0.7504537386370689,COMPLETE
45,0.9210697676460269,0.6642797450770104,6.320125036002454e-06,0.008587128609991885,9,190,0.9093970221239127,COMPLETE
46,0.9280291066206092,0.743736022323995,0.00024401316115365185,0.021924847546622,9,622,0.6465269009564281,COMPLETE
47,0.8994772811795292,0.6489421117142293,0.012519266058208632,0.26239663563895654,10,1068,0.6365989004574845,COMPLETE
48,0.9228102265585704,0.9541171929822042,0.4681273944098808,0.010429909637617273,6,461,0.9642447438774328,COMPLETE
49,0.927539775789839,0.8256538156925355,2.477047061026353,0.003922999050924941,10,1438,0.7709219183878704,COMPLETE
