mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__colsample_bytree,param_model__gamma,param_model__learning_rate,param_model__max_depth,param_model__n_estimators,param_model__subsample,params,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,mean_test_f1,std_test_f1,rank_test_f1
2.0795164903004966,0.1421151356910565,0.1864019234975179,0.019803732117345835,0.6872700594236812,3.6010467344475403,0.06504856968981275,6,1738,0.7229163764267956,"{'model__colsample_bytree': np.float64(0.6872700594236812), 'model__gamma': np.float64(3.6010467344475403), 'model__learning_rate': np.float64(0.06504856968981275), 'model__max_depth': 6, 'model__n_estimators': 1738, 'model__subsample': np.float64(0.7229163764267956)}",0.9335187008255326,0.9334951834026143,0.936115784535149,0.9343765562544318,0.0012298575870480961,17,0.8812302839116719,0.8780757097791798,0.8796529968454259,0.8796529968454259,0.0012878494967314212,20,0.8210976478973628,0.8125151588649042,0.8175077732599857,0.817040193340751,0.0035193515248997994,27
17.863396247227985,0.6222992427181037,1.9538498719533284,0.033261201862437334,0.5499874579090014,0.0001359064372443865,0.006708674079838546,9,1787,0.8254442364744264,"{'model__colsample_bytree': np.float64(0.5499874579090014), 'model__gamma': np.float64(0.0001359064372443865), 'model__learning_rate': np.float64(0.006708674079838546), 'model__max_depth': 9, 'model__n_estimators': 1787, 'model__subsample': np.float64(0.8254442364744264)}",0.9360501795236036,0.9369846560546887,0.9376484130361254,0.936894416204806,0.0006555888005028487,6,0.8823343848580442,0.882807570977918,0.8812302839116719,0.882124079915878,0.0006608730331217929,12,0.8234737340274492,0.8201404018397482,0.8196407185628742,0.8210849514766906,0.0017013979351116991,15
2.219901959101359,0.08458856719529892,0.32918651898701984,0.005183489691193941,0.5282057895135501,0.031476682280899074,0.21130455749498983,3,1315,0.9961057796456088,"{'model__colsample_bytree': np.float64(0.5282057895135501), 'model__gamma': np.float64(0.031476682280899074), 'model__learning_rate': np.float64(0.21130455749498983), 'model__max_depth': 3, 'model__n_estimators': 1315, 'model__subsample': np.float64(0.9961057796456088)}",0.9305549598899713,0.9314772684736997,0.9318230172498444,0.9312850818711719,0.0005352221561342636,28,0.8793375394321766,0.8823343848580442,0.8794952681388013,0.8803890641430074,0.0013770558205792613,17,0.8213868783562923,0.8222963315864698,0.8196411709159585,0.8211081269529069,0.001101739928544705,14
33.91597048441569,0.34274788059286726,2.315080404281616,0.09609488358032484,0.8087407548138583,0.0031979998894294754,0.0010411279241071866,10,1684,0.7623873301291946,"{'model__colsample_bytree': np.float64(0.8087407548138583), 'model__gamma': np.float64(0.0031979998894294754), 'model__learning_rate': np.float64(0.0010411279241071866), 'model__max_depth': 10, 'model__n_estimators': 1684, 'model__subsample': np.float64(0.7623873301291946)}",0.9309470624447054,0.9312342914800688,0.9321702508373977,0.9314505349207239,0.0005222505019777979,26,0.8730283911671924,0.8712933753943217,0.87397476340694,0.8727655099894847,0.0011103423807541008,35,0.8004956629491945,0.793939393939394,0.8007978060334081,0.7984109543073322,0.003164275767999317,38
5.1445848147074384,0.0258485766512556,0.6955215136210123,0.0033430012739787,0.6999304858576277,2.630213296503227e-08,0.25829172494081126,4,1999,0.7571172192068059,"{'model__colsample_bytree': np.float64(0.6999304858576277), 'model__gamma': np.float64(2.630213296503227e-08), 'model__learning_rate': np.float64(0.25829172494081126), 'model__max_depth': 4, 'model__n_estimators': 1999, 'model__subsample': np.float64(0.7571172192068059)}",0.9262951961489484,0.9247377534520685,0.9286425430700579,0.9265584975570249,0.0016049592339185577,37,0.8785488958990536,0.8774447949526814,0.8777602523659306,0.8779179810725553,0.00046434073955457073,31,0.8201774871555348,0.8164422395464209,0.8184586554228156,0.818359460708257,0.00152652074314874,26
4.083796501159668,0.2865804170755848,0.5394624869028727,0.03346010554832603,0.7962072844310213,2.6185068507773707e-08,0.03198617182203562,6,940,0.5325257964926398,"{'model__colsample_bytree': np.float64(0.7962072844310213), 'model__gamma': np.float64(2.6185068507773707e-08), 'model__learning_rate': np.float64(0.03198617182203562), 'model__max_depth': 6, 'model__n_estimators': 940, 'model__subsample': np.float64(0.5325257964926398)}",0.9362453031996028,0.9369704692102369,0.9386251404754892,0.9372803042951096,0.0009959600727566667,3,0.8861198738170347,0.8810725552050473,0.8823343848580442,0.8831756046267087,0.002144698007820309,5,0.8303571428571429,0.8190110417666827,0.823055028462998,0.8241410710289413,0.004695254258647115,5
1.815104643503825,0.03952297902771194,0.14352154731750488,0.007820470064000119,0.9744427686266666,4.905556676028774,0.10057690178153984,10,1469,0.5488360570031919,"{'model__colsample_bytree': np.float64(0.9744427686266666), 'model__gamma': np.float64(4.905556676028774), 'model__learning_rate': np.float64(0.10057690178153984), 'model__max_depth': 10, 'model__n_estimators': 1469, 'model__subsample': np.float64(0.5488360570031919)}",0.9331945859945943,0.9326738196736393,0.9348284289657731,0.9335656115446689,0.0009179071374757945,19,0.8798107255520504,0.8813880126182966,0.8813880126182966,0.8808622502628811,0.0007435402536136624,16,0.819431279620853,0.8185328185328186,0.8210376011423132,0.8196672330986616,0.00103609507703174,20
2.16544246673584,0.05406658185152469,0.15055195490519205,0.003622659369146577,0.8421165132560784,9.148975058772306e-05,0.002005873336344495,9,134,0.954660201039391,"{'model__colsample_bytree': np.float64(0.8421165132560784), 'model__gamma': np.float64(9.148975058772306e-05), 'model__learning_rate': np.float64(0.002005873336344495), 'model__max_depth': 9, 'model__n_estimators': 134, 'model__subsample': np.float64(0.954660201039391)}",0.9221388326780648,0.9212210529716036,0.9234985215977655,0.9222861357491446,0.0009355887564701491,43,0.648422712933754,0.648422712933754,0.6482649842271293,0.6483701366982124,7.43540253613924e-05,50,0.0,0.0,0.0,0.0,0.0,50
4.558209498723348,0.043920748104528624,0.5261127154032389,0.0008828944056120319,0.6293899908000085,0.009176996354542699,0.005917607170144194,7,665,0.7733551396716398,"{'model__colsample_bytree': np.float64(0.6293899908000085), 'model__gamma': np.float64(0.009176996354542699), 'model__learning_rate': np.float64(0.005917607170144194), 'model__max_depth': 7, 'model__n_estimators': 665, 'model__subsample': np.float64(0.7733551396716398)}",0.931290711469158,0.9308938072132248,0.931701635516568,0.9312953847329837,0.0003298110787169894,27,0.8766561514195583,0.8730283911671924,0.8746056782334385,0.8747634069400632,0.0014852204933570301,34,0.81047018904508,0.8002976928801786,0.8052902277736959,0.8053527032329848,0.004153139129501376,34
0.42255449295043945,0.003771726315092879,0.06350151697794597,0.0012475080971673165,0.5924272277627636,5.324289357128436,0.08319514671870787,3,301,0.9474136752138245,"{'model__colsample_bytree': np.float64(0.5924272277627636), 'model__gamma': np.float64(5.324289357128436), 'model__learning_rate': np.float64(0.08319514671870787), 'model__max_depth': 3, 'model__n_estimators': 301, 'model__subsample': np.float64(0.9474136752138245)}",0.9253850009477904,0.9226078170167707,0.9230577286068105,0.9236835155237905,0.0012170715113955684,39,0.87397476340694,0.8692429022082019,0.8709779179810726,0.8713985278654048,0.0019545352571441583,39,0.8053593179049939,0.7947511760336717,0.7992145311732941,0.7997750083706533,0.004348851918004297,37
