number,value,user_attrs_colsample_bylevel,user_attrs_l2_leaf_reg,user_attrs_learning_rate,user_attrs_max_depth,user_attrs_n_estimators,user_attrs_subsample,state
23,0.5133294610036495,0.6569184142846476,2.1411371322057313,0.12522624153463746,9,656,0.7597091206230009,COMPLETE
24,0.5138956604859147,0.5920539796123854,1.2108822848614411,0.0840476728630508,10,715,0.5168405238984068,COMPLETE
25,0.5263105567618185,0.5815119068568934,4.503693792489044,0.05673366084939459,4,425,0.8463989246535626,COMPLETE
26,0.5278218911608279,0.705631933234141,1.0844682947845516,0.0021040126260953307,11,1681,0.6298778083869723,COMPLETE
27,0.5206147030713021,0.747046260193851,1.4849507257697603,0.10772074765462357,3,658,0.9314066937940267,COMPLETE
28,0.5278623112095305,0.9729933546521803,3.39928492461302,0.004823434390871708,9,1787,0.5399831876201107,COMPLETE
29,0.5131065171793908,0.9887813561237144,0.620916410944824,0.23712021738349412,7,286,0.9776520828005102,COMPLETE
30,0.5287194159263063,0.8456930904577419,3.8636932221284055,0.0028167326599410946,10,908,0.9105860601262747,COMPLETE
31,0.5291482052867883,0.9894288954225441,0.28559996996655446,0.006872706116611102,2,1921,0.5442592050999471,COMPLETE
32,0.5284636999548963,0.9895412106535195,9.036514616488788,0.007625237872306102,3,314,0.7783257371570225,COMPLETE
33,0.5119841384485339,0.8211745140529663,1.9049661947667091,0.11677284829712516,11,1945,0.5722760587574096,COMPLETE
34,0.5295033351214191,0.7805216204745444,6.978716168447768,0.0034541147745235042,6,1866,0.6459189368775979,COMPLETE
35,0.5292763209283847,0.6451210669758386,0.2885296869682985,0.03893503282472937,4,291,0.9251193022924856,COMPLETE
36,0.5289284193174807,0.8115788168216747,0.41580270780268025,0.0035563032792014513,2,1700,0.8068221556589119,COMPLETE
37,0.5292283355151762,0.9810204065274444,0.9349146027819135,0.01190924659971107,4,1544,0.5204544341386017,COMPLETE
38,0.5289183277214976,0.5555423690685294,0.10912925084172564,0.019294274289700687,3,723,0.5347491081694726,COMPLETE
39,0.5139917656383232,0.9396159677889442,2.4284406792270277,0.04077164230685263,11,1444,0.5195934717649517,COMPLETE
40,0.519923002271495,0.7134113288092694,0.4623985152237932,0.12734176486362334,4,468,0.943771768590985,COMPLETE
41,0.5212607055779689,0.5454649949936894,0.24551602398398087,0.015264399666223363,11,811,0.7696513366146023,COMPLETE
42,0.529722020325103,0.881333338686421,0.9496311541668352,0.005406209193283969,7,528,0.9765382227275228,COMPLETE
43,0.5284018361154424,0.8185576668717143,0.6128151846217954,0.009922707841156406,4,1964,0.8175976686647861,COMPLETE
44,0.5118842652213652,0.6897891539266228,8.528562303375116,0.1514059598573026,6,1290,0.878290576007493,COMPLETE
45,0.5278234987250473,0.7598124462004405,4.672519484681119,0.007847539124146223,10,805,0.9365349666007029,COMPLETE
46,0.5177505734079838,0.8473725458975379,0.11600795259224089,0.024392239610005917,10,684,0.9192459641592603,COMPLETE
47,0.5291473987399935,0.8270692566191385,1.0962658410996358,0.0039562509918560996,7,439,0.9062808391291434,COMPLETE
48,0.5216051136551586,0.5808656580245098,0.17768504779046654,0.02669151086786508,10,151,0.968282603819435,COMPLETE
49,0.5291546544555886,0.714273420301609,8.588586326389276,0.009564423648369891,3,1583,0.9310045183441902,COMPLETE
