mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__feature_fraction,param_model__learning_rate,param_model__max_depth,param_model__n_estimators,param_model__num_leaves,param_model__subsample,params,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,mean_test_f1,std_test_f1,rank_test_f1
201.752081712087,19.90866517724456,10.518283128738403,0.5219423428256429,0.6872700594236812,0.22648248189516848,9,1824,36,0.5780093202212182,"{'model__feature_fraction': np.float64(0.6872700594236812), 'model__learning_rate': np.float64(0.22648248189516848), 'model__max_depth': 9, 'model__n_estimators': 1824, 'model__num_leaves': 36, 'model__subsample': np.float64(0.5780093202212182)}",0.5036284262977286,0.508961553145415,0.5075044401635288,0.5066981398688908,0.002250651848869316,49,0.5035662005170212,0.5044071386302053,0.5068523017504516,0.504941880299226,0.0013938141479476543,50,0.5122854257825648,0.5109116616462778,0.5199066072349071,0.5143678982212498,0.003956410842250251,50
686.5072310765585,129.34510716901127,30.158352851867676,1.558937172658014,0.5779972601681014,0.0013927723945289009,9,1496,115,0.5714334089609704,"{'model__feature_fraction': np.float64(0.5779972601681014), 'model__learning_rate': np.float64(0.0013927723945289009), 'model__max_depth': 9, 'model__n_estimators': 1496, 'model__num_leaves': 115, 'model__subsample': np.float64(0.5714334089609704)}",0.5257242579491797,0.526945062140082,0.5264614481460996,0.5263769227451204,0.0005019622334327461,8,0.5164605849191765,0.5206964213411406,0.5197159409456177,0.5189576490686449,0.0018104939429930216,8,0.5744360077848744,0.5715160796324655,0.5698504798036153,0.5719341890736517,0.0018952358420232423,10
900.0880159536997,58.406590589024056,37.68815199534098,0.9237772103145834,0.8254442364744264,0.0013795527822623858,9,1615,173,0.6061695553391381,"{'model__feature_fraction': np.float64(0.8254442364744264), 'model__learning_rate': np.float64(0.0013795527822623858), 'model__max_depth': 9, 'model__n_estimators': 1615, 'model__num_leaves': 173, 'model__subsample': np.float64(0.6061695553391381)}",0.52273112834915,0.5242045218088881,0.5255762194007727,0.5241706231862703,0.0011617508655666787,18,0.5174572523125798,0.516990064471922,0.518470067900081,0.5176391282281942,0.0006177441074053567,19,0.5736067152882895,0.56440649401719,0.5647767580654243,0.5675966557903013,0.0042524412787145385,13
90.4397812684377,10.337640105401956,1.5201398531595867,0.17117405574078848,0.5909124836035503,0.002846526357761094,11,121,251,0.5115312125207079,"{'model__feature_fraction': np.float64(0.5909124836035503), 'model__learning_rate': np.float64(0.002846526357761094), 'model__max_depth': 11, 'model__n_estimators': 121, 'model__num_leaves': 251, 'model__subsample': np.float64(0.5115312125207079)}",0.5271218035776299,0.5243280786150213,0.5267271005974423,0.5260589942633646,0.0012345037726152284,9,0.5161802722147818,0.5192948578191672,0.5175979567682053,0.5176910289340514,0.0012732262676111747,18,0.6140045721101283,0.6138797158010607,0.6130901823632275,0.6136581567581388,0.00040484026433037655,1
117.33809192975362,9.263198247138165,12.269024213155111,0.4412715918161212,0.7623873301291946,0.0097837221812336,4,1999,70,0.9916154429033941,"{'model__feature_fraction': np.float64(0.7623873301291946), 'model__learning_rate': np.float64(0.0097837221812336), 'model__max_depth': 4, 'model__n_estimators': 1999, 'model__num_leaves': 70, 'model__subsample': np.float64(0.9916154429033941)}",0.5218642487982497,0.5257462052627073,0.5207407556635741,0.5227837365748437,0.00214440741633441,25,0.5162737097829134,0.5196063163796057,0.5154176789385162,0.5170992350336784,0.001806892333623728,23,0.5581884903137713,0.5589614548781883,0.5531878230901781,0.5567792560940459,0.0025590573551491063,24
37.45865790049235,5.3780222794033845,0.9841705163319906,0.13736980390705675,0.73338144662399,0.1349511716041899,8,120,88,0.5325257964926398,"{'model__feature_fraction': np.float64(0.73338144662399), 'model__learning_rate': np.float64(0.1349511716041899), 'model__max_depth': 8, 'model__n_estimators': 120, 'model__num_leaves': 88, 'model__subsample': np.float64(0.5325257964926398)}",0.5165413047321137,0.5176013595400997,0.5134643599532619,0.5158690080751583,0.0017545518880118462,37,0.5127853739060018,0.5154016258136855,0.5132685479349655,0.5138185158848843,0.0011366741164667382,35,0.5365174365203994,0.5384044857151333,0.5377857966813571,0.5375692396389632,0.0007854558677584421,37
32.84623654683431,1.2634674418244376,2.9709533055623374,0.14923834377434855,0.9744427686266666,0.24659691172104828,3,876,105,0.5488360570031919,"{'model__feature_fraction': np.float64(0.9744427686266666), 'model__learning_rate': np.float64(0.24659691172104828), 'model__max_depth': 3, 'model__n_estimators': 876, 'model__num_leaves': 105, 'model__subsample': np.float64(0.5488360570031919)}",0.5090970119028527,0.5145998244227477,0.5139878409331133,0.5125615590862379,0.0024625117715214935,43,0.507428286666459,0.510823184975239,0.5084719367096493,0.5089078027837824,0.0014198164335985062,45,0.5280654113574648,0.531834982711339,0.5285453947958055,0.5294819296215364,0.0016753586994715313,43
144.0202386379242,9.882171586443844,9.408809979756674,0.11651298659383778,0.8421165132560784,0.012311503632415646,8,1551,23,0.5171942605576092,"{'model__feature_fraction': np.float64(0.8421165132560784), 'model__learning_rate': np.float64(0.012311503632415646), 'model__max_depth': 8, 'model__n_estimators': 1551, 'model__num_leaves': 23, 'model__subsample': np.float64(0.5171942605576092)}",0.5216227081462462,0.5232269099653168,0.5220649235559078,0.5223048472224903,0.0006765295723603663,27,0.5172703771763167,0.5169277727598343,0.5164455242010839,0.5168812247124116,0.0003383495709339234,25,0.5583701381963243,0.5543103448275862,0.5538408483489956,0.5555071104576353,0.002033519545062847,27
195.00771514574686,5.991802120735604,8.850424448649088,0.22485902275448022,0.954660201039391,0.004375517173207359,9,1511,17,0.7125779372456224,"{'model__feature_fraction': np.float64(0.954660201039391), 'model__learning_rate': np.float64(0.004375517173207359), 'model__max_depth': 9, 'model__n_estimators': 1511, 'model__num_leaves': 17, 'model__subsample': np.float64(0.7125779372456224)}",0.5239250203052168,0.5263534105737679,0.5272365307277798,0.5258383205355882,0.001400122287578192,10,0.5177375650169745,0.5193882953872987,0.5202765838161091,0.5191341480734608,0.0010520130729345916,6,0.5709377078253159,0.5688580928166299,0.5675296231818948,0.569108474607947,0.0014025639653263715,11
42.56575886408488,7.3621279732875715,3.4294732411702475,0.370903283286327,0.6039708314340944,0.025483703786459932,3,829,59,0.9697494707820946,"{'model__feature_fraction': np.float64(0.6039708314340944), 'model__learning_rate': np.float64(0.025483703786459932), 'model__max_depth': 3, 'model__n_estimators': 829, 'model__num_leaves': 59, 'model__subsample': np.float64(0.9697494707820946)}",0.5234073117842531,0.5279876985712209,0.5236748431537297,0.5250232845030679,0.002099000767668727,12,0.5194817329554303,0.5192014202510356,0.5158225876783156,0.5181685802949272,0.0016628098349797957,14,0.5641807909604519,0.5637170392561399,0.5577147409451731,0.5618708570539216,0.0029449099864978616,18
