mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__colsample_bylevel,param_model__l2_leaf_reg,param_model__learning_rate,param_model__max_depth,param_model__n_estimators,param_model__subsample,params,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,mean_test_f1,std_test_f1,rank_test_f1
42.806729873021446,3.5738044323002636,0.11052322387695312,0.027838907903837338,0.6872700594236812,7.969454818643936,0.06504856968981275,6,1738,0.7229163764267956,"{'model__colsample_bylevel': np.float64(0.6872700594236812), 'model__l2_leaf_reg': np.float64(7.969454818643936), 'model__learning_rate': np.float64(0.06504856968981275), 'model__max_depth': 6, 'model__n_estimators': 1738, 'model__subsample': np.float64(0.7229163764267956)}",0.9379632209331474,0.9375466733541269,0.9403217570619619,0.9386105504497454,0.0012218971652494554,3,0.8889589905362776,0.8891167192429023,0.886435331230284,0.8881703470031544,0.0012285301204571833,1,0.8345086976962859,0.8310502283105022,0.8292220113851992,0.8315936457973291,0.0021922195695534474,1
146.38222193717957,7.743091825582297,0.23456327120463052,0.04256439617875234,0.5499874579090014,0.8288916866885143,0.006708674079838546,9,1787,0.8254442364744264,"{'model__colsample_bylevel': np.float64(0.5499874579090014), 'model__l2_leaf_reg': np.float64(0.8288916866885143), 'model__learning_rate': np.float64(0.006708674079838546), 'model__max_depth': 9, 'model__n_estimators': 1787, 'model__subsample': np.float64(0.8254442364744264)}",0.9358312656007545,0.9354574968142348,0.9375595997948786,0.9362827874032892,0.000915646652710908,10,0.8853312302839117,0.8813880126182966,0.8826498422712934,0.8831230283911672,0.0016442161694123884,16,0.8245232923002656,0.8151425762045231,0.8207228915662651,0.8201295866903512,0.003852572008763981,20
22.16544731458028,3.2598598539474564,0.18353048960367838,0.1071124688799308,0.5282057895135501,2.7796975515266835,0.21130455749498983,3,1315,0.9961057796456088,"{'model__colsample_bylevel': np.float64(0.5282057895135501), 'model__l2_leaf_reg': np.float64(2.7796975515266835), 'model__learning_rate': np.float64(0.21130455749498983), 'model__max_depth': 3, 'model__n_estimators': 1315, 'model__subsample': np.float64(0.9961057796456088)}",0.9345541222113711,0.9345900258407915,0.9355623929385836,0.9349021803302487,0.00046707086100832685,16,0.8854889589905363,0.8821766561514196,0.8834384858044164,0.8837013669821241,0.0013649584632751753,11,0.8292568203198495,0.8213346089452284,0.8254193243562485,0.8253369178737754,0.0032347541263913985,11
246.9259413878123,3.2071392455409646,0.3544572989145915,0.05076128525520709,0.8087407548138583,1.672269700618368,0.0010411279241071866,10,1684,0.7623873301291946,"{'model__colsample_bylevel': np.float64(0.8087407548138583), 'model__l2_leaf_reg': np.float64(1.672269700618368), 'model__learning_rate': np.float64(0.0010411279241071866), 'model__max_depth': 10, 'model__n_estimators': 1684, 'model__subsample': np.float64(0.7623873301291946)}",0.9222329569345241,0.9200423990215878,0.9235615855454814,0.9219456471671977,0.0014509947448306912,38,0.865615141955836,0.8637223974763407,0.8690851735015773,0.8661409043112513,0.0022206847615081926,38,0.787,0.7803762074224707,0.791875626880642,0.7864172781010375,0.004712666306695154,38
27.657334486643474,5.150046273439568,0.1364158789316813,0.018138844936689075,0.6999304858576277,0.12397420340784142,0.25829172494081126,4,1999,0.7571172192068059,"{'model__colsample_bylevel': np.float64(0.6999304858576277), 'model__l2_leaf_reg': np.float64(0.12397420340784142), 'model__learning_rate': np.float64(0.25829172494081126), 'model__max_depth': 4, 'model__n_estimators': 1999, 'model__subsample': np.float64(0.7571172192068059)}",0.9317861597292452,0.9313566257310727,0.9337904924006852,0.9323110926203344,0.0010606892873577245,24,0.8824921135646687,0.8810725552050473,0.882807570977918,0.882124079915878,0.0007546109408205455,18,0.8266232255061671,0.8204761904761905,0.8263612993690115,0.824486905117123,0.0028380187071939547,12
25.570143222808838,7.455333537958527,0.13079253832499185,0.02432389499378729,0.7962072844310213,0.1238513729886093,0.03198617182203562,6,940,0.5325257964926398,"{'model__colsample_bylevel': np.float64(0.7962072844310213), 'model__l2_leaf_reg': np.float64(0.1238513729886093), 'model__learning_rate': np.float64(0.03198617182203562), 'model__max_depth': 6, 'model__n_estimators': 940, 'model__subsample': np.float64(0.5325257964926398)}",0.938523492159422,0.9379591831389572,0.9403205568830261,0.9389344107271351,0.001006863791437878,1,0.8899053627760253,0.8850157728706625,0.886435331230284,0.8871188222923237,0.0020538406923895614,5,0.8336510962821735,0.8221517443278848,0.8278335724533716,0.8278788043544768,0.004694699726699509,6
221.53170212109885,6.423233953137337,0.28664255142211914,0.045755150597328306,0.9744427686266666,8.536189862866832,0.10057690178153984,10,1469,0.5488360570031919,"{'model__colsample_bylevel': np.float64(0.9744427686266666), 'model__l2_leaf_reg': np.float64(8.536189862866832), 'model__learning_rate': np.float64(0.10057690178153984), 'model__max_depth': 10, 'model__n_estimators': 1469, 'model__subsample': np.float64(0.5488360570031919)}",0.9348883860925709,0.9325485389241723,0.9377101676977295,0.9350490309048243,0.0021102855992781834,14,0.8840694006309149,0.8799684542586751,0.8869085173501577,0.8836487907465825,0.0028488364214814045,12,0.8257881014458403,0.8169352898725042,0.8298932384341637,0.8242055432508361,0.005407123422676479,14
9.923619508743286,1.2129018483364942,0.20020151138305664,0.1664184790540091,0.8421165132560784,0.7591104805282696,0.002005873336344495,9,134,0.954660201039391,"{'model__colsample_bylevel': np.float64(0.8421165132560784), 'model__l2_leaf_reg': np.float64(0.7591104805282696), 'model__learning_rate': np.float64(0.002005873336344495), 'model__max_depth': 9, 'model__n_estimators': 134, 'model__subsample': np.float64(0.954660201039391)}",0.9062742847402263,0.9024803951450872,0.9082336639280766,0.90566278127113,0.002388231952982201,44,0.844794952681388,0.8446372239747634,0.8534700315457413,0.8476340694006309,0.004127150769041077,47,0.744945567651633,0.7422140800837477,0.7595133316075589,0.7488909931143132,0.007593453864226065,47
22.081103801727295,4.7797447857627775,0.10160454114278157,0.0347342220034203,0.6293899908000085,2.113705944064573,0.005917607170144194,7,665,0.7733551396716398,"{'model__colsample_bylevel': np.float64(0.6293899908000085), 'model__l2_leaf_reg': np.float64(2.113705944064573), 'model__learning_rate': np.float64(0.005917607170144194), 'model__max_depth': 7, 'model__n_estimators': 665, 'model__subsample': np.float64(0.7733551396716398)}",0.9259871233651981,0.9223069467848191,0.9257136154844904,0.9246692285448358,0.0016741132927579434,35,0.8700315457413249,0.866403785488959,0.8711356466876972,0.8691903259726604,0.0020212810501304876,35,0.7949228471876556,0.7857323551732861,0.7964116620981809,0.7923556214863742,0.004722632383887645,35
4.816443920135498,1.3145849991944858,0.10095834732055664,0.024078207949276655,0.5924272277627636,8.692991511139551,0.08319514671870787,3,301,0.9474136752138245,"{'model__colsample_bylevel': np.float64(0.5924272277627636), 'model__l2_leaf_reg': np.float64(8.692991511139551), 'model__learning_rate': np.float64(0.08319514671870787), 'model__max_depth': 3, 'model__n_estimators': 301, 'model__subsample': np.float64(0.9474136752138245)}",0.9300387770110697,0.9269872958990526,0.929470939303678,0.9288323374046001,0.0013250769872926208,33,0.8790220820189274,0.8733438485804417,0.8757097791798107,0.87602523659306,0.002328836444831733,33,0.8147790388794977,0.802460024600246,0.808458920758386,0.8085659947460432,0.005029786399190729,33
